frame.number,frame.time,frame.time_delta,,frame.len,mac-lte.rnti,mac-lte.direction
173,Jun 17 2019 13:20:53.374881000 MST,0.023921,4.357824,72,70,1
174,Jun 17 2019 13:20:53.382070000 MST,0.007189,4.365013,548,70,0
175,Jun 17 2019 13:20:53.396020000 MST,0.01395,4.378963,284,70,1
176,Jun 17 2019 13:20:53.397978000 MST,0.001958,4.380921,216,70,1
177,Jun 17 2019 13:20:53.401939000 MST,0.003961,4.384882,548,70,0
178,Jun 17 2019 13:20:53.413962000 MST,0.012023,4.396905,72,70,1
179,Jun 17 2019 13:20:53.414982000 MST,0.00102,4.397925,340,70,1
180,Jun 17 2019 13:20:53.421983000 MST,0.007001,4.404926,548,70,0
181,Jun 17 2019 13:20:53.442037000 MST,0.020054,4.42498,548,70,0
182,Jun 17 2019 13:20:53.463982000 MST,0.021945,4.446925,72,70,1
183,Jun 17 2019 13:20:53.481958000 MST,0.017976,4.464901,548,70,0
184,Jun 17 2019 13:20:53.482935000 MST,0.000977,4.465878,64,70,1
185,Jun 17 2019 13:20:53.485985000 MST,0.00305,4.468928,88,70,1
186,Jun 17 2019 13:20:53.487014000 MST,0.001029,4.469957,88,70,1
187,Jun 17 2019 13:20:53.502007000 MST,0.014993,4.48495,548,70,0
188,Jun 17 2019 13:20:53.509935000 MST,0.007928,4.492878,72,70,1
189,Jun 17 2019 13:20:53.515969000 MST,0.006034,4.498912,216,70,1
190,Jun 17 2019 13:20:53.522058000 MST,0.006089,4.505001,548,70,0
191,Jun 17 2019 13:20:53.541934000 MST,0.019876,4.524877,548,70,0
192,Jun 17 2019 13:20:53.547902000 MST,0.005968,4.530845,2139,70,1
193,Jun 17 2019 13:20:53.550941000 MST,0.003039,4.533884,404,70,0
194,Jun 17 2019 13:20:53.582032000 MST,0.031091,4.564975,548,70,0
195,Jun 17 2019 13:20:53.588008000 MST,0.005976,4.570951,72,70,1
196,Jun 17 2019 13:20:53.589947000 MST,0.001939,4.57289,3557,70,1
197,Jun 17 2019 13:20:53.590990000 MST,0.001043,4.573933,2307,70,1
198,Jun 17 2019 13:20:53.594051000 MST,0.003061,4.576994,100,70,1
199,Jun 17 2019 13:20:53.596008000 MST,0.001957,4.578951,72,70,1
200,Jun 17 2019 13:20:53.596848000 MST,0.00084,4.579791,388,70,1
201,Jun 17 2019 13:20:53.602080000 MST,0.005232,4.585023,548,70,0
202,Jun 17 2019 13:20:53.621955000 MST,0.019875,4.604898,548,70,0
203,Jun 17 2019 13:20:53.662049000 MST,0.040094,4.644992,548,70,0
204,Jun 17 2019 13:20:53.665898000 MST,0.003849,4.648841,88,70,1
205,Jun 17 2019 13:20:53.682101000 MST,0.016203,4.665044,548,70,0
206,Jun 17 2019 13:20:53.686982000 MST,0.004881,4.669925,612,70,1
207,Jun 17 2019 13:20:53.687892000 MST,0.00091,4.670835,950,70,1
208,Jun 17 2019 13:20:53.720860000 MST,0.032968,4.703803,136,70,1
209,Jun 17 2019 13:20:53.722023000 MST,0.001163,4.704966,548,70,0
210,Jun 17 2019 13:20:53.726044000 MST,0.004021,4.708987,72,70,1
211,Jun 17 2019 13:20:53.728874000 MST,0.00283,4.711817,2067,70,1
212,Jun 17 2019 13:20:53.761946000 MST,0.033072,4.744889,548,70,0
213,Jun 17 2019 13:20:53.774987000 MST,0.013041,4.75793,88,70,1
214,Jun 17 2019 13:20:53.802044000 MST,0.027057,4.784987,548,70,0
215,Jun 17 2019 13:20:53.811029000 MST,0.008985,4.793972,132,70,0
216,Jun 17 2019 13:20:53.823982000 MST,0.012953,4.806925,72,70,1
217,Jun 17 2019 13:20:53.827886000 MST,0.003904,4.810829,128,70,1
218,Jun 17 2019 13:20:53.850920000 MST,0.023034,4.833863,2784,70,1
219,Jun 17 2019 13:20:53.852879000 MST,0.001959,4.835822,452,70,1
220,Jun 17 2019 13:20:53.862021000 MST,0.009142,4.844964,548,70,0
221,Jun 17 2019 13:20:53.871117000 MST,0.009096,4.85406,1158,70,0
222,Jun 17 2019 13:20:53.872052000 MST,0.000935,4.854995,1158,70,0
223,Jun 17 2019 13:20:53.873063000 MST,0.001011,4.856006,1158,70,0
224,Jun 17 2019 13:20:53.874149000 MST,0.001086,4.857092,1014,70,0
225,Jun 17 2019 13:20:53.875023000 MST,0.000874,4.857966,1158,70,0
226,Jun 17 2019 13:20:53.880031000 MST,0.005008,4.862974,1158,70,0
227,Jun 17 2019 13:20:53.881040000 MST,0.001009,4.863983,1158,70,0
228,Jun 17 2019 13:20:53.882145000 MST,0.001105,4.865088,1158,70,0
229,Jun 17 2019 13:20:53.882985000 MST,0.00084,4.865928,1158,70,0
230,Jun 17 2019 13:20:53.937897000 MST,0.054912,4.92084,72,70,1
231,Jun 17 2019 13:20:53.940883000 MST,0.002986,4.923826,72,70,1
232,Jun 17 2019 13:20:53.942039000 MST,0.001156,4.924982,548,70,0
233,Jun 17 2019 13:20:53.951040000 MST,0.009001,4.933983,404,70,0
234,Jun 17 2019 13:20:53.954902000 MST,0.003862,4.937845,732,70,1
235,Jun 17 2019 13:20:53.955995000 MST,0.001093,4.938938,120,70,1
236,Jun 17 2019 13:20:53.981962000 MST,0.025967,4.964905,548,70,0
237,Jun 17 2019 13:20:53.992886000 MST,0.010924,4.975829,950,70,1
238,Jun 17 2019 13:20:53.993978000 MST,0.001092,4.976921,232,70,1
239,Jun 17 2019 13:20:54.022058000 MST,0.02808,5.005001,548,70,0
240,Jun 17 2019 13:20:54.033903000 MST,0.011845,5.016846,128,70,1
241,Jun 17 2019 13:20:54.041931000 MST,0.008028,5.024874,548,70,0
242,Jun 17 2019 13:20:54.105923000 MST,0.063992,5.088866,72,70,1
243,Jun 17 2019 13:20:54.124028000 MST,0.018105,5.106971,3978,70,1
244,Jun 17 2019 13:20:54.124881000 MST,0.000853,5.107824,3978,70,1
245,Jun 17 2019 13:20:54.125976000 MST,0.001095,5.108919,3978,70,1
246,Jun 17 2019 13:20:54.127007000 MST,0.001031,5.10995,918,70,1
247,Jun 17 2019 13:20:54.142004000 MST,0.014997,5.124947,548,70,0
248,Jun 17 2019 13:20:54.150979000 MST,0.008975,5.133922,100,70,0
249,Jun 17 2019 13:20:54.207948000 MST,0.056969,5.190891,3557,70,1
250,Jun 17 2019 13:20:54.208984000 MST,0.001036,5.191927,1398,70,1
251,Jun 17 2019 13:20:54.215015000 MST,0.006031,5.197958,64,70,1
252,Jun 17 2019 13:20:54.215956000 MST,0.000941,5.198899,160,70,1
253,Jun 17 2019 13:20:54.216979000 MST,0.001023,5.199922,3677,70,1
254,Jun 17 2019 13:20:54.239903000 MST,0.022924,5.222846,72,70,1
255,Jun 17 2019 13:20:54.242086000 MST,0.002183,5.225029,548,70,0
256,Jun 17 2019 13:20:54.256029000 MST,0.013943,5.238972,216,70,1
257,Jun 17 2019 13:20:54.261946000 MST,0.005917,5.244889,548,70,0
258,Jun 17 2019 13:20:54.302049000 MST,0.040103,5.284992,548,70,0
259,Jun 17 2019 13:20:54.366033000 MST,0.063984,5.348976,120,70,1
260,Jun 17 2019 13:20:54.366884000 MST,0.000851,5.349827,108,70,1
261,Jun 17 2019 13:20:54.401947000 MST,0.035063,5.38489,548,70,0
262,Jun 17 2019 13:20:54.438923000 MST,0.036976,5.421866,88,70,1
263,Jun 17 2019 13:20:54.462097000 MST,0.023174,5.44504,548,70,0
264,Jun 17 2019 13:20:54.466955000 MST,0.004858,5.449898,708,70,1
265,Jun 17 2019 13:20:54.502010000 MST,0.035055,5.484953,548,70,0
266,Jun 17 2019 13:20:54.537959000 MST,0.035949,5.520902,200,70,1
267,Jun 17 2019 13:20:54.566849000 MST,0.02889,5.549792,708,70,1
268,Jun 17 2019 13:20:54.582023000 MST,0.015174,5.564966,548,70,0
269,Jun 17 2019 13:20:54.599892000 MST,0.017869,5.582835,72,70,1
270,Jun 17 2019 13:20:54.600924000 MST,0.001032,5.583867,1398,70,1
271,Jun 17 2019 13:20:54.602077000 MST,0.001153,5.58502,548,70,0
272,Jun 17 2019 13:20:54.621947000 MST,0.01987,5.60489,548,70,0
273,Jun 17 2019 13:20:54.682089000 MST,0.060142,5.665032,548,70,0
274,Jun 17 2019 13:20:54.775902000 MST,0.093813,5.758845,72,70,1
275,Jun 17 2019 13:20:54.782000000 MST,0.006098,5.764943,548,70,0
276,Jun 17 2019 13:20:54.795950000 MST,0.01395,5.778893,160,70,1
277,Jun 17 2019 13:20:54.802045000 MST,0.006095,5.784988,548,70,0
278,Jun 17 2019 13:20:54.818987000 MST,0.016942,5.80193,128,70,1
279,Jun 17 2019 13:20:54.841977000 MST,0.02299,5.82492,548,70,0
280,Jun 17 2019 13:20:54.862017000 MST,0.02004,5.84496,548,70,0
281,Jun 17 2019 13:20:54.995914000 MST,0.133897,5.978857,64,70,1
282,Jun 17 2019 13:20:54.999995000 MST,0.004081,5.982938,1398,70,1
283,Jun 17 2019 13:20:55.000851000 MST,0.000856,5.983794,2067,70,1
284,Jun 17 2019 13:20:55.022062000 MST,0.021211,6.005005,548,70,0
285,Jun 17 2019 13:20:55.041948000 MST,0.019886,6.024891,548,70,0
286,Jun 17 2019 13:20:55.042895000 MST,0.000947,6.025838,72,70,1
287,Jun 17 2019 13:20:55.082031000 MST,0.039136,6.064974,548,70,0
288,Jun 17 2019 13:20:55.102082000 MST,0.020051,6.085025,548,70,0
289,Jun 17 2019 13:20:55.116033000 MST,0.013951,6.098976,284,70,1
290,Jun 17 2019 13:20:55.218911000 MST,0.102878,6.201854,588,70,1
291,Jun 17 2019 13:20:55.222028000 MST,0.003117,6.204971,548,70,0
292,Jun 17 2019 13:20:55.235977000 MST,0.013949,6.21892,340,70,1
293,Jun 17 2019 13:20:55.242072000 MST,0.006095,6.225015,548,70,0
294,Jun 17 2019 13:20:55.261943000 MST,0.019871,6.244886,548,70,0
295,Jun 17 2019 13:20:55.287965000 MST,0.026022,6.270908,88,70,1
296,Jun 17 2019 13:20:55.322100000 MST,0.034135,6.305043,548,70,0
297,Jun 17 2019 13:20:55.378954000 MST,0.056854,6.361897,72,70,1
298,Jun 17 2019 13:20:55.388893000 MST,0.009939,6.371836,72,70,1
299,Jun 17 2019 13:20:55.389988000 MST,0.001095,6.372931,3978,70,1
300,Jun 17 2019 13:20:55.390843000 MST,0.000855,6.373786,1851,70,1
301,Jun 17 2019 13:20:55.421994000 MST,0.031151,6.404937,548,70,0
302,Jun 17 2019 13:20:55.442032000 MST,0.020038,6.424975,548,70,0
303,Jun 17 2019 13:20:55.457942000 MST,0.01591,6.440885,588,70,1
304,Jun 17 2019 13:20:55.462090000 MST,0.004148,6.445033,548,70,0
305,Jun 17 2019 13:20:55.481953000 MST,0.019863,6.464896,548,70,0
306,Jun 17 2019 13:20:55.507976000 MST,0.026023,6.490919,128,70,1
307,Jun 17 2019 13:20:55.526928000 MST,0.018952,6.509871,88,70,1
308,Jun 17 2019 13:20:55.561979000 MST,0.035051,6.544922,548,70,0
309,Jun 17 2019 13:20:55.570997000 MST,0.009018,6.55394,484,70,0
310,Jun 17 2019 13:20:55.602087000 MST,0.03109,6.58503,548,70,0
311,Jun 17 2019 13:20:55.602870000 MST,0.000783,6.585813,88,70,1
312,Jun 17 2019 13:20:55.621942000 MST,0.019072,6.604885,548,70,0
313,Jun 17 2019 13:20:55.666916000 MST,0.044974,6.649859,284,70,1
314,Jun 17 2019 13:20:55.680938000 MST,0.014022,6.663881,72,70,1
315,Jun 17 2019 13:20:55.701986000 MST,0.021048,6.684929,548,70,0
316,Jun 17 2019 13:20:55.762904000 MST,0.060918,6.745847,72,70,1
317,Jun 17 2019 13:20:55.766991000 MST,0.004087,6.749934,1398,70,1
318,Jun 17 2019 13:20:55.767913000 MST,0.000922,6.750856,764,70,1
319,Jun 17 2019 13:20:55.790948000 MST,0.023035,6.773891,1398,70,1
320,Jun 17 2019 13:20:55.792045000 MST,0.001097,6.774988,3978,70,1
321,Jun 17 2019 13:20:55.792916000 MST,0.000871,6.775859,3978,70,1
322,Jun 17 2019 13:20:55.794009000 MST,0.001093,6.776952,3557,70,1
323,Jun 17 2019 13:20:55.794853000 MST,0.000844,6.777796,3978,70,1
324,Jun 17 2019 13:20:55.795940000 MST,0.001087,6.778883,1635,70,1
325,Jun 17 2019 13:20:55.802051000 MST,0.006111,6.784994,548,70,0
326,Jun 17 2019 13:20:55.808857000 MST,0.006806,6.7918,72,70,1
327,Jun 17 2019 13:20:55.822088000 MST,0.013231,6.805031,548,70,0
328,Jun 17 2019 13:20:55.830974000 MST,0.008886,6.813917,886,70,0
329,Jun 17 2019 13:20:55.862016000 MST,0.031042,6.844959,548,70,0
330,Jun 17 2019 13:20:55.891932000 MST,0.029916,6.874875,3978,70,1
331,Jun 17 2019 13:20:55.892975000 MST,0.001043,6.875918,3978,70,1
332,Jun 17 2019 13:20:55.893905000 MST,0.00093,6.876848,3557,70,1
333,Jun 17 2019 13:20:55.894940000 MST,0.001035,6.877883,3978,70,1
334,Jun 17 2019 13:20:55.896019000 MST,0.001079,6.878962,3978,70,1
335,Jun 17 2019 13:20:55.896875000 MST,0.000856,6.879818,3978,70,1
336,Jun 17 2019 13:20:55.897969000 MST,0.001094,6.880912,3978,70,1
337,Jun 17 2019 13:20:55.899002000 MST,0.001033,6.881945,1542,70,1
338,Jun 17 2019 13:20:55.900990000 MST,0.001988,6.883933,232,70,1
339,Jun 17 2019 13:20:55.910027000 MST,0.009037,6.89297,1014,70,1
340,Jun 17 2019 13:20:55.911984000 MST,0.001957,6.894927,284,70,1
341,Jun 17 2019 13:20:55.921983000 MST,0.009999,6.904926,548,70,0
342,Jun 17 2019 13:20:55.931075000 MST,0.009092,6.914018,1158,70,0
343,Jun 17 2019 13:20:55.932065000 MST,0.00099,6.915008,208,70,0
344,Jun 17 2019 13:20:55.940175000 MST,0.00811,6.923118,1446,70,0
345,Jun 17 2019 13:20:55.940923000 MST,0.000748,6.923866,436,70,0
346,Jun 17 2019 13:20:55.944954000 MST,0.004031,6.927897,88,70,1
