frame.number,frame.time,frame.time_delta,frame.len,mac-lte.rnti,mac-lte.direction
9245,Jun 17 2019 12:44:24.025356000 MST,0.001073000,3978,70,1
9246,Jun 17 2019 12:44:24.026420000 MST,0.001064000,3978,70,1
9247,Jun 17 2019 12:44:24.027308000 MST,0.000888000,3978,70,1
9248,Jun 17 2019 12:44:24.028372000 MST,0.001064000,3978,70,1
9249,Jun 17 2019 12:44:24.029435000 MST,0.001063000,3978,70,1
9250,Jun 17 2019 12:44:24.030322000 MST,0.000887000,3978,70,1
9251,Jun 17 2019 12:44:24.031388000 MST,0.001066000,3978,70,1
9252,Jun 17 2019 12:44:24.032288000 MST,0.000900000,3978,70,1
9253,Jun 17 2019 12:44:24.032290000 MST,0.000002000,300,70,0
9254,Jun 17 2019 12:44:24.033340000 MST,0.001050000,3978,70,1
9255,Jun 17 2019 12:44:24.034408000 MST,0.001068000,3978,70,1
9256,Jun 17 2019 12:44:24.035300000 MST,0.000892000,3557,70,1
9257,Jun 17 2019 12:44:24.036360000 MST,0.001060000,3978,70,1
9258,Jun 17 2019 12:44:24.037421000 MST,0.001061000,3978,70,1
9259,Jun 17 2019 12:44:24.038308000 MST,0.000887000,3978,70,1
9260,Jun 17 2019 12:44:24.039372000 MST,0.001064000,3978,70,1
9261,Jun 17 2019 12:44:24.040437000 MST,0.001065000,3978,70,1
9262,Jun 17 2019 12:44:24.041367000 MST,0.000930000,3978,70,1
9263,Jun 17 2019 12:44:24.041368000 MST,0.000001000,588,70,0
9264,Jun 17 2019 12:44:24.042392000 MST,0.001024000,3978,70,1
9265,Jun 17 2019 12:44:24.043259000 MST,0.000867000,3978,70,1
9266,Jun 17 2019 12:44:24.044340000 MST,0.001081000,3978,70,1
9267,Jun 17 2019 12:44:24.045407000 MST,0.001067000,3978,70,1
9268,Jun 17 2019 12:44:24.046297000 MST,0.000890000,3978,70,1
9269,Jun 17 2019 12:44:24.047357000 MST,0.001060000,3978,70,1
9270,Jun 17 2019 12:44:24.048422000 MST,0.001065000,3978,70,1
9271,Jun 17 2019 12:44:24.049310000 MST,0.000888000,3978,70,1
9272,Jun 17 2019 12:44:24.050441000 MST,0.001131000,3978,70,1
9273,Jun 17 2019 12:44:24.050443000 MST,0.000002000,886,70,0
9274,Jun 17 2019 12:44:24.051440000 MST,0.000997000,3978,70,1
9275,Jun 17 2019 12:44:24.052320000 MST,0.000880000,3978,70,1
9276,Jun 17 2019 12:44:24.053395000 MST,0.001075000,3978,70,1
9277,Jun 17 2019 12:44:24.054280000 MST,0.000885000,3978,70,1
9278,Jun 17 2019 12:44:24.055342000 MST,0.001062000,3557,70,1
9279,Jun 17 2019 12:44:24.056407000 MST,0.001065000,3978,70,1
9280,Jun 17 2019 12:44:24.057299000 MST,0.000892000,3978,70,1
9281,Jun 17 2019 12:44:24.063368000 MST,0.006069000,548,70,0
9282,Jun 17 2019 12:44:24.072509000 MST,0.009141000,1635,70,0
9283,Jun 17 2019 12:44:24.081561000 MST,0.009052000,1707,70,0
9284,Jun 17 2019 12:44:24.082306000 MST,0.000745000,140,70,0
9285,Jun 17 2019 12:44:24.102329000 MST,0.020023000,3978,70,1
9286,Jun 17 2019 12:44:24.103386000 MST,0.001057000,2784,70,1
9287,Jun 17 2019 12:44:24.111408000 MST,0.008022000,3978,70,1
9288,Jun 17 2019 12:44:24.112251000 MST,0.000843000,3978,70,1
9289,Jun 17 2019 12:44:24.113323000 MST,0.001072000,3978,70,1
9290,Jun 17 2019 12:44:24.114386000 MST,0.001063000,3837,70,1
9291,Jun 17 2019 12:44:24.120282000 MST,0.005896000,1398,70,1
9292,Jun 17 2019 12:44:24.121354000 MST,0.001072000,3978,70,1
9293,Jun 17 2019 12:44:24.122431000 MST,0.001077000,3978,70,1
9294,Jun 17 2019 12:44:24.123323000 MST,0.000892000,3978,70,1
9295,Jun 17 2019 12:44:24.123328000 MST,0.000005000,548,70,0
9296,Jun 17 2019 12:44:24.124324000 MST,0.000996000,3837,70,1
9297,Jun 17 2019 12:44:24.143383000 MST,0.019059000,548,70,0
9298,Jun 17 2019 12:44:24.152504000 MST,0.009121000,1398,70,0
9299,Jun 17 2019 12:44:24.182347000 MST,0.029843000,72,70,1
9300,Jun 17 2019 12:44:32.729318000 MST,8.546971000,188,70,1
9301,Jun 17 2019 12:44:32.763297000 MST,0.033979000,548,70,0
9302,Jun 17 2019 12:44:32.775282000 MST,0.011985000,72,70,1
9303,Jun 17 2019 12:44:34.003350000 MST,1.228068000,548,70,0
9304,Jun 17 2019 12:44:34.012499000 MST,0.009149000,1707,70,0
9305,Jun 17 2019 12:44:34.013237000 MST,0.000738000,140,70,0
9306,Jun 17 2019 12:44:34.021538000 MST,0.008301000,1707,70,0
9307,Jun 17 2019 12:44:34.026331000 MST,0.004793000,3978,70,1
9308,Jun 17 2019 12:44:34.027207000 MST,0.000876000,3978,70,1
9309,Jun 17 2019 12:44:34.028282000 MST,0.001075000,3978,70,1
9310,Jun 17 2019 12:44:34.029344000 MST,0.001062000,3978,70,1
9311,Jun 17 2019 12:44:34.030226000 MST,0.000882000,3978,70,1
9312,Jun 17 2019 12:44:34.031297000 MST,0.001071000,3978,70,1
9313,Jun 17 2019 12:44:34.032368000 MST,0.001071000,3978,70,1
9314,Jun 17 2019 12:44:34.033266000 MST,0.000898000,3978,70,1
9315,Jun 17 2019 12:44:34.034340000 MST,0.001074000,3978,70,1
9316,Jun 17 2019 12:44:34.035245000 MST,0.000905000,3557,70,1
9317,Jun 17 2019 12:44:34.036299000 MST,0.001054000,3978,70,1
9318,Jun 17 2019 12:44:34.037362000 MST,0.001063000,3978,70,1
9319,Jun 17 2019 12:44:34.038238000 MST,0.000876000,3978,70,1
9320,Jun 17 2019 12:44:34.039312000 MST,0.001074000,3978,70,1
9321,Jun 17 2019 12:44:34.040406000 MST,0.001094000,3978,70,1
9322,Jun 17 2019 12:44:34.041257000 MST,0.000851000,3978,70,1
9323,Jun 17 2019 12:44:34.042334000 MST,0.001077000,3978,70,1
9324,Jun 17 2019 12:44:34.043396000 MST,0.001062000,3978,70,1
9325,Jun 17 2019 12:44:34.044272000 MST,0.000876000,3978,70,1
9326,Jun 17 2019 12:44:34.045345000 MST,0.001073000,3978,70,1
9327,Jun 17 2019 12:44:34.046225000 MST,0.000880000,3978,70,1
9328,Jun 17 2019 12:44:34.047283000 MST,0.001058000,3978,70,1
9329,Jun 17 2019 12:44:34.048362000 MST,0.001079000,3978,70,1
9330,Jun 17 2019 12:44:34.049248000 MST,0.000886000,3978,70,1
9331,Jun 17 2019 12:44:34.050314000 MST,0.001066000,3978,70,1
9332,Jun 17 2019 12:44:34.051378000 MST,0.001064000,3978,70,1
9333,Jun 17 2019 12:44:34.052269000 MST,0.000891000,3978,70,1
9334,Jun 17 2019 12:44:34.053331000 MST,0.001062000,3978,70,1
9335,Jun 17 2019 12:44:34.054423000 MST,0.001092000,3978,70,1
9336,Jun 17 2019 12:44:34.055273000 MST,0.000850000,3557,70,1
9337,Jun 17 2019 12:44:34.056364000 MST,0.001091000,3978,70,1
9338,Jun 17 2019 12:44:34.057226000 MST,0.000862000,3978,70,1
9339,Jun 17 2019 12:44:34.058323000 MST,0.001097000,3978,70,1
9340,Jun 17 2019 12:44:34.059361000 MST,0.001038000,3557,70,1
9341,Jun 17 2019 12:44:34.060285000 MST,0.000924000,3978,70,1
9342,Jun 17 2019 12:44:34.061317000 MST,0.001032000,3978,70,1
9343,Jun 17 2019 12:44:34.062365000 MST,0.001048000,3978,70,1
9344,Jun 17 2019 12:44:34.063302000 MST,0.000937000,3978,70,1
9345,Jun 17 2019 12:44:34.063302000 MST,0.000000000,548,70,0
9346,Jun 17 2019 12:44:34.064353000 MST,0.001051000,3978,70,1
9347,Jun 17 2019 12:44:34.065214000 MST,0.000861000,3978,70,1
9348,Jun 17 2019 12:44:34.066286000 MST,0.001072000,3978,70,1
9349,Jun 17 2019 12:44:34.067377000 MST,0.001091000,3978,70,1
9350,Jun 17 2019 12:44:34.068238000 MST,0.000861000,3978,70,1
9351,Jun 17 2019 12:44:34.069298000 MST,0.001060000,3557,70,1
9352,Jun 17 2019 12:44:34.070377000 MST,0.001079000,3978,70,1
9353,Jun 17 2019 12:44:34.072342000 MST,0.001965000,548,70,0
9354,Jun 17 2019 12:44:34.072348000 MST,0.000006000,3978,70,1
9355,Jun 17 2019 12:44:34.073368000 MST,0.001020000,3978,70,1
9356,Jun 17 2019 12:44:34.074260000 MST,0.000892000,3978,70,1
9357,Jun 17 2019 12:44:34.075341000 MST,0.001081000,3557,70,1
9358,Jun 17 2019 12:44:34.076207000 MST,0.000866000,3978,70,1
9359,Jun 17 2019 12:44:34.077272000 MST,0.001065000,3978,70,1
9360,Jun 17 2019 12:44:34.078335000 MST,0.001063000,3978,70,1
9361,Jun 17 2019 12:44:34.079225000 MST,0.000890000,3978,70,1
9362,Jun 17 2019 12:44:34.080287000 MST,0.001062000,3978,70,1
9363,Jun 17 2019 12:44:34.081397000 MST,0.001110000,660,70,0
9364,Jun 17 2019 12:44:34.081404000 MST,0.000007000,3978,70,1
9365,Jun 17 2019 12:44:34.082232000 MST,0.000828000,3978,70,1
9366,Jun 17 2019 12:44:34.083306000 MST,0.001074000,3978,70,1
9367,Jun 17 2019 12:44:34.084373000 MST,0.001067000,3978,70,1
9368,Jun 17 2019 12:44:34.085257000 MST,0.000884000,3978,70,1
9369,Jun 17 2019 12:44:34.086321000 MST,0.001064000,3978,70,1
9370,Jun 17 2019 12:44:34.087208000 MST,0.000887000,3978,70,1
9371,Jun 17 2019 12:44:34.088271000 MST,0.001063000,3978,70,1
9372,Jun 17 2019 12:44:34.089337000 MST,0.001066000,3978,70,1
9373,Jun 17 2019 12:44:34.090290000 MST,0.000953000,886,70,0
9374,Jun 17 2019 12:44:34.090298000 MST,0.000008000,3978,70,1
9375,Jun 17 2019 12:44:34.091291000 MST,0.000993000,3978,70,1
9376,Jun 17 2019 12:44:34.092355000 MST,0.001064000,3978,70,1
9377,Jun 17 2019 12:44:34.093241000 MST,0.000886000,3978,70,1
9378,Jun 17 2019 12:44:34.094311000 MST,0.001070000,3978,70,1
9379,Jun 17 2019 12:44:34.095389000 MST,0.001078000,3557,70,1
9380,Jun 17 2019 12:44:34.096257000 MST,0.000868000,3978,70,1
9381,Jun 17 2019 12:44:34.097322000 MST,0.001065000,3978,70,1
9382,Jun 17 2019 12:44:34.098212000 MST,0.000890000,3978,70,1
9383,Jun 17 2019 12:44:34.099359000 MST,0.001147000,1158,70,0
9384,Jun 17 2019 12:44:34.099367000 MST,0.000008000,3978,70,1
9385,Jun 17 2019 12:44:34.100342000 MST,0.000975000,3978,70,1
9386,Jun 17 2019 12:44:34.101228000 MST,0.000886000,3978,70,1
9387,Jun 17 2019 12:44:34.102291000 MST,0.001063000,3978,70,1
9388,Jun 17 2019 12:44:34.103352000 MST,0.001061000,3978,70,1
9389,Jun 17 2019 12:44:34.104242000 MST,0.000890000,3978,70,1
9390,Jun 17 2019 12:44:34.105304000 MST,0.001062000,3978,70,1
9391,Jun 17 2019 12:44:34.106369000 MST,0.001065000,3978,70,1
9392,Jun 17 2019 12:44:34.107259000 MST,0.000890000,3978,70,1
9393,Jun 17 2019 12:44:34.108322000 MST,0.001063000,3978,70,1
9394,Jun 17 2019 12:44:34.109209000 MST,0.000887000,3978,70,1
9395,Jun 17 2019 12:44:34.110274000 MST,0.001065000,3978,70,1
9396,Jun 17 2019 12:44:34.111337000 MST,0.001063000,3978,70,1
9397,Jun 17 2019 12:44:34.112230000 MST,0.000893000,3978,70,1
9398,Jun 17 2019 12:44:34.113295000 MST,0.001065000,3978,70,1
9399,Jun 17 2019 12:44:34.114355000 MST,0.001060000,3978,70,1
9400,Jun 17 2019 12:44:34.115242000 MST,0.000887000,3557,70,1
9401,Jun 17 2019 12:44:34.116329000 MST,0.001087000,3978,70,1
9402,Jun 17 2019 12:44:34.117386000 MST,0.001057000,3978,70,1
9403,Jun 17 2019 12:44:34.118279000 MST,0.000893000,3978,70,1
9404,Jun 17 2019 12:44:34.119340000 MST,0.001061000,3978,70,1
9405,Jun 17 2019 12:44:34.120219000 MST,0.000879000,3978,70,1
9406,Jun 17 2019 12:44:34.121292000 MST,0.001073000,3978,70,1
9407,Jun 17 2019 12:44:34.122357000 MST,0.001065000,3978,70,1
9408,Jun 17 2019 12:44:34.123276000 MST,0.000919000,3978,70,1
9409,Jun 17 2019 12:44:34.123283000 MST,0.000007000,548,70,0
9410,Jun 17 2019 12:44:34.124289000 MST,0.001006000,3978,70,1
9411,Jun 17 2019 12:44:34.125374000 MST,0.001085000,3978,70,1
9412,Jun 17 2019 12:44:34.126250000 MST,0.000876000,3978,70,1
9413,Jun 17 2019 12:44:34.127324000 MST,0.001074000,3978,70,1
9414,Jun 17 2019 12:44:34.128389000 MST,0.001065000,3978,70,1
9415,Jun 17 2019 12:44:34.129267000 MST,0.000878000,3978,70,1
9416,Jun 17 2019 12:44:34.130339000 MST,0.001072000,3978,70,1
9417,Jun 17 2019 12:44:34.132300000 MST,0.001961000,3978,70,1
9418,Jun 17 2019 12:44:34.132302000 MST,0.000002000,172,70,0
9419,Jun 17 2019 12:44:34.133337000 MST,0.001035000,3978,70,1
9420,Jun 17 2019 12:44:34.134237000 MST,0.000900000,3978,70,1
9421,Jun 17 2019 12:44:34.135325000 MST,0.001088000,3557,70,1
9422,Jun 17 2019 12:44:34.136373000 MST,0.001048000,3978,70,1
9423,Jun 17 2019 12:44:34.137250000 MST,0.000877000,3978,70,1
9424,Jun 17 2019 12:44:34.138323000 MST,0.001073000,3978,70,1
9425,Jun 17 2019 12:44:34.139389000 MST,0.001066000,3978,70,1
9426,Jun 17 2019 12:44:34.140267000 MST,0.000878000,3978,70,1
9427,Jun 17 2019 12:44:34.141368000 MST,0.001101000,3978,70,1
9428,Jun 17 2019 12:44:34.141369000 MST,0.000001000,452,70,0
9429,Jun 17 2019 12:44:34.142219000 MST,0.000850000,3978,70,1
9430,Jun 17 2019 12:44:34.143273000 MST,0.001054000,3978,70,1
9431,Jun 17 2019 12:44:34.144357000 MST,0.001084000,3978,70,1
9432,Jun 17 2019 12:44:34.145237000 MST,0.000880000,3978,70,1
9433,Jun 17 2019 12:44:34.146309000 MST,0.001072000,3978,70,1
9434,Jun 17 2019 12:44:34.147375000 MST,0.001066000,3978,70,1
9435,Jun 17 2019 12:44:34.148253000 MST,0.000878000,3978,70,1
9436,Jun 17 2019 12:44:34.149328000 MST,0.001075000,3978,70,1
9437,Jun 17 2019 12:44:34.150443000 MST,0.001115000,3978,70,1
9438,Jun 17 2019 12:44:34.150446000 MST,0.000003000,732,70,0
9439,Jun 17 2019 12:44:34.151270000 MST,0.000824000,3978,70,1
9440,Jun 17 2019 12:44:34.152325000 MST,0.001055000,3978,70,1
9441,Jun 17 2019 12:44:34.153223000 MST,0.000898000,3978,70,1
9442,Jun 17 2019 12:44:34.154294000 MST,0.001071000,3677,70,1
9443,Jun 17 2019 12:44:34.163380000 MST,0.009086000,548,70,0
9444,Jun 17 2019 12:44:34.172530000 MST,0.009150000,1707,70,0
9445,Jun 17 2019 12:44:34.173332000 MST,0.000802000,886,70,0
9446,Jun 17 2019 12:44:34.181396000 MST,0.008064000,1707,70,0
9447,Jun 17 2019 12:44:34.182430000 MST,0.001034000,1398,70,0
9448,Jun 17 2019 12:44:34.202340000 MST,0.019910000,3978,70,1
9449,Jun 17 2019 12:44:34.211228000 MST,0.008888000,1398,70,1
9450,Jun 17 2019 12:44:34.212295000 MST,0.001067000,3978,70,1
9451,Jun 17 2019 12:44:34.213341000 MST,0.001046000,3978,70,1
9452,Jun 17 2019 12:44:34.214235000 MST,0.000894000,3978,70,1
9453,Jun 17 2019 12:44:34.215305000 MST,0.001070000,3557,70,1
9454,Jun 17 2019 12:44:34.216358000 MST,0.001053000,3978,70,1
9455,Jun 17 2019 12:44:34.217245000 MST,0.000887000,3978,70,1
9456,Jun 17 2019 12:44:34.218306000 MST,0.001061000,2784,70,1
9457,Jun 17 2019 12:44:34.220310000 MST,0.002004000,3978,70,1
9458,Jun 17 2019 12:44:34.221359000 MST,0.001049000,1302,70,1
9459,Jun 17 2019 12:44:34.243407000 MST,0.022048000,548,70,0
9460,Jun 17 2019 12:44:34.252346000 MST,0.008939000,1398,70,0
9461,Jun 17 2019 12:44:36.363258000 MST,2.110912000,72,70,1
9462,Jun 17 2019 12:44:36.403265000 MST,0.040007000,548,70,0
9463,Jun 17 2019 12:44:36.415260000 MST,0.011995000,72,70,1
9464,Jun 17 2019 12:44:44.003295000 MST,7.588035000,548,70,0
9465,Jun 17 2019 12:44:44.012442000 MST,0.009147000,1707,70,0
9466,Jun 17 2019 12:44:44.013370000 MST,0.000928000,140,70,0
9467,Jun 17 2019 12:44:44.021483000 MST,0.008113000,1707,70,0
9468,Jun 17 2019 12:44:44.026278000 MST,0.004795000,3978,70,1
9469,Jun 17 2019 12:44:44.027154000 MST,0.000876000,3978,70,1
9470,Jun 17 2019 12:44:44.028241000 MST,0.001087000,3978,70,1
9471,Jun 17 2019 12:44:44.029306000 MST,0.001065000,3978,70,1
9472,Jun 17 2019 12:44:44.030183000 MST,0.000877000,3978,70,1
9473,Jun 17 2019 12:44:44.031262000 MST,0.001079000,3978,70,1
9474,Jun 17 2019 12:44:44.032311000 MST,0.001049000,3978,70,1
9475,Jun 17 2019 12:44:44.033203000 MST,0.000892000,3978,70,1
9476,Jun 17 2019 12:44:44.034294000 MST,0.001091000,3978,70,1
9477,Jun 17 2019 12:44:44.035218000 MST,0.000924000,3557,70,1
9478,Jun 17 2019 12:44:44.036246000 MST,0.001028000,3978,70,1
9479,Jun 17 2019 12:44:44.037311000 MST,0.001065000,3978,70,1
9480,Jun 17 2019 12:44:44.038187000 MST,0.000876000,3978,70,1
9481,Jun 17 2019 12:44:44.039289000 MST,0.001102000,3978,70,1
9482,Jun 17 2019 12:44:44.040325000 MST,0.001036000,3978,70,1
9483,Jun 17 2019 12:44:44.041202000 MST,0.000877000,3978,70,1
9484,Jun 17 2019 12:44:44.042277000 MST,0.001075000,3978,70,1
9485,Jun 17 2019 12:44:44.043354000 MST,0.001077000,3978,70,1
9486,Jun 17 2019 12:44:44.044225000 MST,0.000871000,3978,70,1
9487,Jun 17 2019 12:44:44.045281000 MST,0.001056000,3978,70,1
9488,Jun 17 2019 12:44:44.046169000 MST,0.000888000,3978,70,1
9489,Jun 17 2019 12:44:44.047231000 MST,0.001062000,3978,70,1
9490,Jun 17 2019 12:44:44.048298000 MST,0.001067000,3978,70,1
9491,Jun 17 2019 12:44:44.049183000 MST,0.000885000,3978,70,1
9492,Jun 17 2019 12:44:44.050247000 MST,0.001064000,3978,70,1
9493,Jun 17 2019 12:44:44.051313000 MST,0.001066000,3978,70,1
9494,Jun 17 2019 12:44:44.052205000 MST,0.000892000,3978,70,1
9495,Jun 17 2019 12:44:44.053283000 MST,0.001078000,3978,70,1
9496,Jun 17 2019 12:44:44.054348000 MST,0.001065000,3978,70,1
9497,Jun 17 2019 12:44:44.055226000 MST,0.000878000,3557,70,1
9498,Jun 17 2019 12:44:44.056300000 MST,0.001074000,3978,70,1
9499,Jun 17 2019 12:44:44.057178000 MST,0.000878000,3978,70,1
9500,Jun 17 2019 12:44:44.058233000 MST,0.001055000,3978,70,1
9501,Jun 17 2019 12:44:44.059309000 MST,0.001076000,3978,70,1
9502,Jun 17 2019 12:44:44.060188000 MST,0.000879000,3978,70,1
9503,Jun 17 2019 12:44:44.061283000 MST,0.001095000,3978,70,1
9504,Jun 17 2019 12:44:44.062349000 MST,0.001066000,3978,70,1
9505,Jun 17 2019 12:44:44.063248000 MST,0.000899000,3978,70,1
9506,Jun 17 2019 12:44:44.063248000 MST,0.000000000,548,70,0
9507,Jun 17 2019 12:44:44.064296000 MST,0.001048000,3978,70,1
9508,Jun 17 2019 12:44:44.065347000 MST,0.001051000,3978,70,1
9509,Jun 17 2019 12:44:44.066221000 MST,0.000874000,3978,70,1
9510,Jun 17 2019 12:44:44.067296000 MST,0.001075000,3978,70,1
9511,Jun 17 2019 12:44:44.068172000 MST,0.000876000,3978,70,1
9512,Jun 17 2019 12:44:44.069269000 MST,0.001097000,3978,70,1
9513,Jun 17 2019 12:44:44.070299000 MST,0.001030000,3978,70,1
9514,Jun 17 2019 12:44:44.071189000 MST,0.000890000,3978,70,1
9515,Jun 17 2019 12:44:44.072277000 MST,0.001088000,404,70,0
9516,Jun 17 2019 12:44:44.072282000 MST,0.000005000,3978,70,1
9517,Jun 17 2019 12:44:44.073316000 MST,0.001034000,3978,70,1
9518,Jun 17 2019 12:44:44.074201000 MST,0.000885000,3978,70,1
9519,Jun 17 2019 12:44:44.075270000 MST,0.001069000,3557,70,1
9520,Jun 17 2019 12:44:44.076335000 MST,0.001065000,3978,70,1
9521,Jun 17 2019 12:44:44.077220000 MST,0.000885000,3978,70,1
9522,Jun 17 2019 12:44:44.078286000 MST,0.001066000,3978,70,1
9523,Jun 17 2019 12:44:44.079170000 MST,0.000884000,3978,70,1
9524,Jun 17 2019 12:44:44.080238000 MST,0.001068000,3978,70,1
9525,Jun 17 2019 12:44:44.081300000 MST,0.001062000,3978,70,1
9526,Jun 17 2019 12:44:44.082187000 MST,0.000887000,3978,70,1
9527,Jun 17 2019 12:44:44.083284000 MST,0.001097000,548,70,0
9528,Jun 17 2019 12:44:44.083291000 MST,0.000007000,3978,70,1
9529,Jun 17 2019 12:44:44.084314000 MST,0.001023000,3978,70,1
9530,Jun 17 2019 12:44:44.085208000 MST,0.000894000,3978,70,1
9531,Jun 17 2019 12:44:44.086267000 MST,0.001059000,3978,70,1
9532,Jun 17 2019 12:44:44.087332000 MST,0.001065000,3978,70,1
9533,Jun 17 2019 12:44:44.088221000 MST,0.000889000,3978,70,1
9534,Jun 17 2019 12:44:44.089284000 MST,0.001063000,3978,70,1
9535,Jun 17 2019 12:44:44.090173000 MST,0.000889000,3978,70,1
9536,Jun 17 2019 12:44:44.091238000 MST,0.001065000,3978,70,1
9537,Jun 17 2019 12:44:44.092303000 MST,0.001065000,3978,70,1
9538,Jun 17 2019 12:44:44.093188000 MST,0.000885000,3978,70,1
9539,Jun 17 2019 12:44:44.094254000 MST,0.001066000,3978,70,1
9540,Jun 17 2019 12:44:44.095318000 MST,0.001064000,3557,70,1
9541,Jun 17 2019 12:44:44.096207000 MST,0.000889000,3978,70,1
9542,Jun 17 2019 12:44:44.097268000 MST,0.001061000,3978,70,1
9543,Jun 17 2019 12:44:44.098332000 MST,0.001064000,3978,70,1
9544,Jun 17 2019 12:44:44.099220000 MST,0.000888000,3978,70,1
9545,Jun 17 2019 12:44:44.100290000 MST,0.001070000,3978,70,1
9546,Jun 17 2019 12:44:44.101169000 MST,0.000879000,3978,70,1
9547,Jun 17 2019 12:44:44.102234000 MST,0.001065000,3978,70,1
9548,Jun 17 2019 12:44:44.103334000 MST,0.001100000,548,70,0
9549,Jun 17 2019 12:44:44.103341000 MST,0.000007000,3978,70,1
9550,Jun 17 2019 12:44:44.104190000 MST,0.000849000,3978,70,1
9551,Jun 17 2019 12:44:44.105255000 MST,0.001065000,3978,70,1
9552,Jun 17 2019 12:44:44.106319000 MST,0.001064000,3978,70,1
9553,Jun 17 2019 12:44:44.107206000 MST,0.000887000,3978,70,1
9554,Jun 17 2019 12:44:44.108271000 MST,0.001065000,3978,70,1
9555,Jun 17 2019 12:44:44.109332000 MST,0.001061000,3978,70,1
9556,Jun 17 2019 12:44:44.110226000 MST,0.000894000,3978,70,1
9557,Jun 17 2019 12:44:44.111291000 MST,0.001065000,3978,70,1
9558,Jun 17 2019 12:44:44.112176000 MST,0.000885000,172,70,0
9559,Jun 17 2019 12:44:44.112183000 MST,0.000007000,3978,70,1
9560,Jun 17 2019 12:44:44.113236000 MST,0.001053000,3978,70,1
9561,Jun 17 2019 12:44:44.114301000 MST,0.001065000,3978,70,1
9562,Jun 17 2019 12:44:44.115206000 MST,0.000905000,3557,70,1
9563,Jun 17 2019 12:44:44.116255000 MST,0.001049000,3978,70,1
9564,Jun 17 2019 12:44:44.117316000 MST,0.001061000,3978,70,1
9565,Jun 17 2019 12:44:44.118206000 MST,0.000890000,3978,70,1
9566,Jun 17 2019 12:44:44.119285000 MST,0.001079000,3978,70,1
9567,Jun 17 2019 12:44:44.120352000 MST,0.001067000,3978,70,1
9568,Jun 17 2019 12:44:44.121257000 MST,0.000905000,3978,70,1
9569,Jun 17 2019 12:44:44.121259000 MST,0.000002000,452,70,0
9570,Jun 17 2019 12:44:44.122302000 MST,0.001043000,3978,70,1
9571,Jun 17 2019 12:44:44.123179000 MST,0.000877000,3978,70,1
9572,Jun 17 2019 12:44:44.124255000 MST,0.001076000,3978,70,1
9573,Jun 17 2019 12:44:44.125319000 MST,0.001064000,3978,70,1
9574,Jun 17 2019 12:44:44.126197000 MST,0.000878000,3978,70,1
9575,Jun 17 2019 12:44:44.127269000 MST,0.001072000,3978,70,1
9576,Jun 17 2019 12:44:44.128334000 MST,0.001065000,3978,70,1
9577,Jun 17 2019 12:44:44.129212000 MST,0.000878000,3978,70,1
9578,Jun 17 2019 12:44:44.130341000 MST,0.001129000,3978,70,1
9579,Jun 17 2019 12:44:44.130343000 MST,0.000002000,732,70,0
9580,Jun 17 2019 12:44:44.131351000 MST,0.001008000,3978,70,1
9581,Jun 17 2019 12:44:44.132233000 MST,0.000882000,3978,70,1
9582,Jun 17 2019 12:44:44.133304000 MST,0.001071000,3978,70,1
9583,Jun 17 2019 12:44:44.134165000 MST,0.000861000,3978,70,1
9584,Jun 17 2019 12:44:44.135271000 MST,0.001106000,3557,70,1
9585,Jun 17 2019 12:44:44.136322000 MST,0.001051000,3978,70,1
9586,Jun 17 2019 12:44:44.137198000 MST,0.000876000,3978,70,1
9587,Jun 17 2019 12:44:44.138275000 MST,0.001077000,3978,70,1
9588,Jun 17 2019 12:44:44.139345000 MST,0.001070000,3557,70,1
9589,Jun 17 2019 12:44:44.139347000 MST,0.000002000,208,70,0
9590,Jun 17 2019 12:44:44.140214000 MST,0.000867000,3978,70,1
9591,Jun 17 2019 12:44:44.141287000 MST,0.001073000,3978,70,1
9592,Jun 17 2019 12:44:44.142351000 MST,0.001064000,3978,70,1
9593,Jun 17 2019 12:44:44.143231000 MST,0.000880000,3978,70,1
9594,Jun 17 2019 12:44:44.144303000 MST,0.001072000,3978,70,1
9595,Jun 17 2019 12:44:44.145183000 MST,0.000880000,3978,70,1
9596,Jun 17 2019 12:44:44.146240000 MST,0.001057000,3978,70,1
9597,Jun 17 2019 12:44:44.147320000 MST,0.001080000,3978,70,1
9598,Jun 17 2019 12:44:44.148238000 MST,0.000918000,3978,70,1
9599,Jun 17 2019 12:44:44.148239000 MST,0.000001000,500,70,0
9600,Jun 17 2019 12:44:44.149259000 MST,0.001020000,3557,70,1
9601,Jun 17 2019 12:44:44.150337000 MST,0.001078000,3978,70,1
9602,Jun 17 2019 12:44:44.151214000 MST,0.000877000,3978,70,1
9603,Jun 17 2019 12:44:44.152268000 MST,0.001054000,3978,70,1
9604,Jun 17 2019 12:44:44.153331000 MST,0.001063000,3978,70,1
9605,Jun 17 2019 12:44:44.154240000 MST,0.000909000,3978,70,1
9606,Jun 17 2019 12:44:44.155320000 MST,0.001080000,3557,70,1
9607,Jun 17 2019 12:44:44.156183000 MST,0.000863000,2400,70,1
9608,Jun 17 2019 12:44:44.157315000 MST,0.001132000,732,70,0
9609,Jun 17 2019 12:44:44.166324000 MST,0.009009000,300,70,0
9610,Jun 17 2019 12:44:44.175396000 MST,0.009072000,588,70,0
9611,Jun 17 2019 12:44:44.184296000 MST,0.008900000,886,70,0
9612,Jun 17 2019 12:44:44.193379000 MST,0.009083000,1398,70,0
