frame.number,frame.time,frame.time_delta,frame.len,mac-lte.rnti,mac-lte.direction
3927,Jun 17 2019 12:39:56.330443000 MST,0.000874000,3978,70,1
3928,Jun 17 2019 12:39:56.331546000 MST,0.001103000,3978,70,1
3929,Jun 17 2019 12:39:56.332571000 MST,0.001025000,3978,70,1
3930,Jun 17 2019 12:39:56.333471000 MST,0.000900000,3978,70,1
3931,Jun 17 2019 12:39:56.334524000 MST,0.001053000,3978,70,1
3932,Jun 17 2019 12:39:56.335419000 MST,0.000895000,3978,70,1
3933,Jun 17 2019 12:39:56.336497000 MST,0.001078000,3557,70,1
3934,Jun 17 2019 12:39:56.337548000 MST,0.001051000,3978,70,1
3935,Jun 17 2019 12:39:56.338427000 MST,0.000879000,3978,70,1
3936,Jun 17 2019 12:39:56.339495000 MST,0.001068000,3978,70,1
3937,Jun 17 2019 12:39:56.340556000 MST,0.001061000,3978,70,1
3938,Jun 17 2019 12:39:56.341480000 MST,0.000924000,3978,70,1
3939,Jun 17 2019 12:39:56.342507000 MST,0.001027000,3978,70,1
3940,Jun 17 2019 12:39:56.343402000 MST,0.000895000,3978,70,1
3941,Jun 17 2019 12:39:56.344526000 MST,0.001124000,548,70,0
3942,Jun 17 2019 12:39:56.344534000 MST,0.000008000,3978,70,1
3943,Jun 17 2019 12:39:56.345549000 MST,0.001015000,3978,70,1
3944,Jun 17 2019 12:39:56.346429000 MST,0.000880000,3978,70,1
3945,Jun 17 2019 12:39:56.347504000 MST,0.001075000,3978,70,1
3946,Jun 17 2019 12:39:56.348554000 MST,0.001050000,3978,70,1
3947,Jun 17 2019 12:39:56.349451000 MST,0.000897000,3978,70,1
3948,Jun 17 2019 12:39:56.350507000 MST,0.001056000,3978,70,1
3949,Jun 17 2019 12:39:56.351581000 MST,0.001074000,3978,70,1
3950,Jun 17 2019 12:39:56.352460000 MST,0.000879000,3978,70,1
3951,Jun 17 2019 12:39:56.353562000 MST,0.001102000,732,70,0
3952,Jun 17 2019 12:39:56.353586000 MST,0.000024000,3978,70,1
3953,Jun 17 2019 12:39:56.354416000 MST,0.000830000,3978,70,1
3954,Jun 17 2019 12:39:56.355486000 MST,0.001070000,3978,70,1
3955,Jun 17 2019 12:39:56.356564000 MST,0.001078000,3557,70,1
3956,Jun 17 2019 12:39:56.357440000 MST,0.000876000,3978,70,1
3957,Jun 17 2019 12:39:56.358495000 MST,0.001055000,3978,70,1
3958,Jun 17 2019 12:39:56.359568000 MST,0.001073000,3978,70,1
3959,Jun 17 2019 12:39:56.360447000 MST,0.000879000,3978,70,1
3960,Jun 17 2019 12:39:56.361520000 MST,0.001073000,3978,70,1
3961,Jun 17 2019 12:39:56.362624000 MST,0.001104000,982,70,0
3962,Jun 17 2019 12:39:56.362653000 MST,0.000029000,3978,70,1
3963,Jun 17 2019 12:39:56.363470000 MST,0.000817000,3978,70,1
3964,Jun 17 2019 12:39:56.364528000 MST,0.001058000,3978,70,1
3965,Jun 17 2019 12:39:56.365429000 MST,0.000901000,3978,70,1
3966,Jun 17 2019 12:39:56.366482000 MST,0.001053000,3978,70,1
3967,Jun 17 2019 12:39:56.367556000 MST,0.001074000,3978,70,1
3968,Jun 17 2019 12:39:56.368432000 MST,0.000876000,3978,70,1
3969,Jun 17 2019 12:39:56.369481000 MST,0.001049000,3978,70,1
3970,Jun 17 2019 12:39:56.370538000 MST,0.001057000,3978,70,1
3971,Jun 17 2019 12:39:56.371462000 MST,0.000924000,3978,70,1
3972,Jun 17 2019 12:39:56.372512000 MST,0.001050000,3978,70,1
3973,Jun 17 2019 12:39:56.373584000 MST,0.001072000,3978,70,1
3974,Jun 17 2019 12:39:56.374463000 MST,0.000879000,3978,70,1
3975,Jun 17 2019 12:39:56.375536000 MST,0.001073000,3978,70,1
3976,Jun 17 2019 12:39:56.376420000 MST,0.000884000,3557,70,1
3977,Jun 17 2019 12:39:56.377493000 MST,0.001073000,3978,70,1
3978,Jun 17 2019 12:39:56.378545000 MST,0.001052000,3978,70,1
3979,Jun 17 2019 12:39:56.379444000 MST,0.000899000,3978,70,1
3980,Jun 17 2019 12:39:56.380495000 MST,0.001051000,3978,70,1
3981,Jun 17 2019 12:39:56.381567000 MST,0.001072000,3978,70,1
3982,Jun 17 2019 12:39:56.382448000 MST,0.000881000,3978,70,1
3983,Jun 17 2019 12:39:56.383519000 MST,0.001071000,3978,70,1
3984,Jun 17 2019 12:39:56.384589000 MST,0.001070000,548,70,0
3985,Jun 17 2019 12:39:56.384617000 MST,0.000028000,3978,70,1
3986,Jun 17 2019 12:39:56.385473000 MST,0.000856000,3978,70,1
3987,Jun 17 2019 12:39:56.386532000 MST,0.001059000,3978,70,1
3988,Jun 17 2019 12:39:56.387428000 MST,0.000896000,2496,70,1
3989,Jun 17 2019 12:39:56.393518000 MST,0.006090000,548,70,0
3990,Jun 17 2019 12:39:56.402544000 MST,0.009026000,790,70,0
3991,Jun 17 2019 12:39:56.411618000 MST,0.009074000,1078,70,0
3992,Jun 17 2019 12:39:56.420510000 MST,0.008892000,1398,70,0
3993,Jun 17 2019 12:39:56.441524000 MST,0.021014000,3978,70,1
3994,Jun 17 2019 12:39:56.450544000 MST,0.009020000,3978,70,1
3995,Jun 17 2019 12:39:56.451461000 MST,0.000917000,3978,70,1
3996,Jun 17 2019 12:39:56.452501000 MST,0.001040000,2592,70,1
3997,Jun 17 2019 12:39:56.459467000 MST,0.006966000,1398,70,1
3998,Jun 17 2019 12:39:56.460499000 MST,0.001032000,3557,70,1
3999,Jun 17 2019 12:39:56.461554000 MST,0.001055000,3978,70,1
4000,Jun 17 2019 12:39:56.462427000 MST,0.000873000,340,70,1
4001,Jun 17 2019 12:39:56.464438000 MST,0.002011000,548,70,0
4002,Jun 17 2019 12:39:56.484486000 MST,0.020048000,548,70,0
4003,Jun 17 2019 12:39:56.493592000 MST,0.009106000,548,70,0
4004,Jun 17 2019 12:39:56.503434000 MST,0.009842000,612,70,1
4005,Jun 17 2019 12:39:56.544497000 MST,0.041063000,548,70,0
4006,Jun 17 2019 12:40:01.524591000 MST,4.980094000,548,70,0
4007,Jun 17 2019 12:40:01.533598000 MST,0.009007000,1707,70,0
4008,Jun 17 2019 12:40:01.534549000 MST,0.000951000,140,70,0
4009,Jun 17 2019 12:40:01.542600000 MST,0.008051000,1707,70,0
4010,Jun 17 2019 12:40:01.547448000 MST,0.004848000,3978,70,1
4011,Jun 17 2019 12:40:01.548511000 MST,0.001063000,3978,70,1
4012,Jun 17 2019 12:40:01.549528000 MST,0.001017000,3978,70,1
4013,Jun 17 2019 12:40:01.550408000 MST,0.000880000,3978,70,1
4014,Jun 17 2019 12:40:01.551505000 MST,0.001097000,3978,70,1
4015,Jun 17 2019 12:40:01.552381000 MST,0.000876000,3978,70,1
4016,Jun 17 2019 12:40:01.553445000 MST,0.001064000,3978,70,1
4017,Jun 17 2019 12:40:01.554486000 MST,0.001041000,3978,70,1
4018,Jun 17 2019 12:40:01.555452000 MST,0.000966000,3978,70,1
4019,Jun 17 2019 12:40:01.556555000 MST,0.001103000,3557,70,1
4020,Jun 17 2019 12:40:01.557538000 MST,0.000983000,3978,70,1
4021,Jun 17 2019 12:40:01.558414000 MST,0.000876000,3978,70,1
4022,Jun 17 2019 12:40:01.559481000 MST,0.001067000,3978,70,1
4023,Jun 17 2019 12:40:01.560566000 MST,0.001085000,3978,70,1
4024,Jun 17 2019 12:40:01.561439000 MST,0.000873000,3978,70,1
4025,Jun 17 2019 12:40:01.562492000 MST,0.001053000,3978,70,1
4026,Jun 17 2019 12:40:01.563409000 MST,0.000917000,3978,70,1
4027,Jun 17 2019 12:40:01.564475000 MST,0.001066000,3978,70,1
4028,Jun 17 2019 12:40:01.565519000 MST,0.001044000,3978,70,1
4029,Jun 17 2019 12:40:01.566402000 MST,0.000883000,3978,70,1
4030,Jun 17 2019 12:40:01.567465000 MST,0.001063000,3978,70,1
4031,Jun 17 2019 12:40:01.568560000 MST,0.001095000,3978,70,1
4032,Jun 17 2019 12:40:01.569424000 MST,0.000864000,3978,70,1
4033,Jun 17 2019 12:40:01.570480000 MST,0.001056000,3978,70,1
4034,Jun 17 2019 12:40:01.571548000 MST,0.001068000,3978,70,1
4035,Jun 17 2019 12:40:01.572458000 MST,0.000910000,3978,70,1
4036,Jun 17 2019 12:40:01.573495000 MST,0.001037000,3978,70,1
4037,Jun 17 2019 12:40:01.574383000 MST,0.000888000,3978,70,1
4038,Jun 17 2019 12:40:01.575501000 MST,0.001118000,3978,70,1
4039,Jun 17 2019 12:40:01.576519000 MST,0.001018000,3557,70,1
4040,Jun 17 2019 12:40:01.577401000 MST,0.000882000,3978,70,1
4041,Jun 17 2019 12:40:01.578479000 MST,0.001078000,3978,70,1
4042,Jun 17 2019 12:40:01.579548000 MST,0.001069000,3978,70,1
4043,Jun 17 2019 12:40:01.580442000 MST,0.000894000,3557,70,1
4044,Jun 17 2019 12:40:01.581568000 MST,0.001126000,3978,70,1
4045,Jun 17 2019 12:40:01.582617000 MST,0.001049000,3978,70,1
4046,Jun 17 2019 12:40:01.583538000 MST,0.000921000,3978,70,1
4047,Jun 17 2019 12:40:01.584613000 MST,0.001075000,548,70,0
4048,Jun 17 2019 12:40:01.584620000 MST,0.000007000,3978,70,1
4049,Jun 17 2019 12:40:01.585465000 MST,0.000845000,3978,70,1
4050,Jun 17 2019 12:40:01.586472000 MST,0.001007000,3978,70,1
4051,Jun 17 2019 12:40:01.587515000 MST,0.001043000,3978,70,1
4052,Jun 17 2019 12:40:01.588421000 MST,0.000906000,3978,70,1
4053,Jun 17 2019 12:40:01.589526000 MST,0.001105000,3978,70,1
4054,Jun 17 2019 12:40:01.590530000 MST,0.001004000,3557,70,1
4055,Jun 17 2019 12:40:01.591417000 MST,0.000887000,3978,70,1
4056,Jun 17 2019 12:40:01.592507000 MST,0.001090000,3978,70,1
4057,Jun 17 2019 12:40:01.593610000 MST,0.001103000,548,70,0
4058,Jun 17 2019 12:40:01.593611000 MST,0.000001000,3978,70,1
4059,Jun 17 2019 12:40:01.594427000 MST,0.000816000,3978,70,1
4060,Jun 17 2019 12:40:01.595517000 MST,0.001090000,3978,70,1
4061,Jun 17 2019 12:40:01.596412000 MST,0.000895000,3557,70,1
4062,Jun 17 2019 12:40:01.597474000 MST,0.001062000,3978,70,1
4063,Jun 17 2019 12:40:01.598524000 MST,0.001050000,3978,70,1
4064,Jun 17 2019 12:40:01.599417000 MST,0.000893000,3978,70,1
4065,Jun 17 2019 12:40:01.600478000 MST,0.001061000,3978,70,1
4066,Jun 17 2019 12:40:01.601573000 MST,0.001095000,3978,70,1
4067,Jun 17 2019 12:40:01.602426000 MST,0.000853000,72,70,0
4068,Jun 17 2019 12:40:01.602430000 MST,0.000004000,3978,70,1
4069,Jun 17 2019 12:40:01.603487000 MST,0.001057000,3978,70,1
4070,Jun 17 2019 12:40:01.604557000 MST,0.001070000,3978,70,1
4071,Jun 17 2019 12:40:01.605456000 MST,0.000899000,3978,70,1
4072,Jun 17 2019 12:40:01.606495000 MST,0.001039000,3978,70,1
4073,Jun 17 2019 12:40:01.607390000 MST,0.000895000,3978,70,1
4074,Jun 17 2019 12:40:01.608450000 MST,0.001060000,3978,70,1
4075,Jun 17 2019 12:40:01.609520000 MST,0.001070000,3978,70,1
4076,Jun 17 2019 12:40:01.610395000 MST,0.000875000,3978,70,1
4077,Jun 17 2019 12:40:01.611511000 MST,0.001116000,332,70,0
4078,Jun 17 2019 12:40:01.611518000 MST,0.000007000,3978,70,1
4079,Jun 17 2019 12:40:01.612548000 MST,0.001030000,3978,70,1
4080,Jun 17 2019 12:40:01.613434000 MST,0.000886000,3978,70,1
4081,Jun 17 2019 12:40:01.614493000 MST,0.001059000,3978,70,1
4082,Jun 17 2019 12:40:01.615552000 MST,0.001059000,3978,70,1
4083,Jun 17 2019 12:40:01.616479000 MST,0.000927000,3557,70,1
4084,Jun 17 2019 12:40:01.617503000 MST,0.001024000,3978,70,1
4085,Jun 17 2019 12:40:01.618386000 MST,0.000883000,3978,70,1
4086,Jun 17 2019 12:40:01.619472000 MST,0.001086000,3978,70,1
4087,Jun 17 2019 12:40:01.620550000 MST,0.001078000,588,70,0
4088,Jun 17 2019 12:40:01.620557000 MST,0.000007000,3978,70,1
4089,Jun 17 2019 12:40:01.621405000 MST,0.000848000,3978,70,1
4090,Jun 17 2019 12:40:01.622475000 MST,0.001070000,3978,70,1
4091,Jun 17 2019 12:40:01.623536000 MST,0.001061000,3978,70,1
4092,Jun 17 2019 12:40:01.624427000 MST,0.000891000,3978,70,1
4093,Jun 17 2019 12:40:01.625507000 MST,0.001080000,3978,70,1
4094,Jun 17 2019 12:40:01.626560000 MST,0.001053000,3978,70,1
4095,Jun 17 2019 12:40:01.627438000 MST,0.000878000,3978,70,1
4096,Jun 17 2019 12:40:01.628491000 MST,0.001053000,3978,70,1
4097,Jun 17 2019 12:40:01.629406000 MST,0.000915000,372,70,0
4098,Jun 17 2019 12:40:01.629414000 MST,0.000008000,3978,70,1
4099,Jun 17 2019 12:40:01.630443000 MST,0.001029000,3978,70,1
4100,Jun 17 2019 12:40:01.631516000 MST,0.001073000,3978,70,1
4101,Jun 17 2019 12:40:01.632398000 MST,0.000882000,3978,70,1
4102,Jun 17 2019 12:40:01.633469000 MST,0.001071000,3978,70,1
4103,Jun 17 2019 12:40:01.634523000 MST,0.001054000,3978,70,1
4104,Jun 17 2019 12:40:01.635425000 MST,0.000902000,3978,70,1
4105,Jun 17 2019 12:40:01.636481000 MST,0.001056000,3557,70,1
4106,Jun 17 2019 12:40:01.637549000 MST,0.001068000,3978,70,1
4107,Jun 17 2019 12:40:01.638444000 MST,0.000895000,3978,70,1
4108,Jun 17 2019 12:40:01.639504000 MST,0.001060000,3978,70,1
4109,Jun 17 2019 12:40:01.640380000 MST,0.000876000,3978,70,1
4110,Jun 17 2019 12:40:01.641452000 MST,0.001072000,3978,70,1
4111,Jun 17 2019 12:40:01.642506000 MST,0.001054000,3978,70,1
4112,Jun 17 2019 12:40:01.643410000 MST,0.000904000,3978,70,1
4113,Jun 17 2019 12:40:01.644492000 MST,0.001082000,548,70,0
4114,Jun 17 2019 12:40:01.644500000 MST,0.000008000,3978,70,1
4115,Jun 17 2019 12:40:01.645535000 MST,0.001035000,3978,70,1
4116,Jun 17 2019 12:40:01.646416000 MST,0.000881000,3978,70,1
4117,Jun 17 2019 12:40:01.647484000 MST,0.001068000,3978,70,1
4118,Jun 17 2019 12:40:01.648541000 MST,0.001057000,3978,70,1
4119,Jun 17 2019 12:40:01.649440000 MST,0.000899000,3978,70,1
4120,Jun 17 2019 12:40:01.650492000 MST,0.001052000,3978,70,1
4121,Jun 17 2019 12:40:01.651396000 MST,0.000904000,3978,70,1
4122,Jun 17 2019 12:40:01.652445000 MST,0.001049000,3978,70,1
4123,Jun 17 2019 12:40:01.653508000 MST,0.001063000,112,70,0
4124,Jun 17 2019 12:40:01.653516000 MST,0.000008000,3978,70,1
4125,Jun 17 2019 12:40:01.654397000 MST,0.000881000,3978,70,1
4126,Jun 17 2019 12:40:01.655471000 MST,0.001074000,3978,70,1
4127,Jun 17 2019 12:40:01.656545000 MST,0.001074000,3557,70,1
4128,Jun 17 2019 12:40:01.657430000 MST,0.000885000,3978,70,1
4129,Jun 17 2019 12:40:01.658477000 MST,0.001047000,3978,70,1
4130,Jun 17 2019 12:40:01.659551000 MST,0.001074000,3978,70,1
4131,Jun 17 2019 12:40:01.660428000 MST,0.000877000,3978,70,1
4132,Jun 17 2019 12:40:01.661501000 MST,0.001073000,3978,70,1
4133,Jun 17 2019 12:40:01.662402000 MST,0.000901000,404,70,0
4134,Jun 17 2019 12:40:01.662410000 MST,0.000008000,3978,70,1
4135,Jun 17 2019 12:40:01.663457000 MST,0.001047000,3978,70,1
4136,Jun 17 2019 12:40:01.664511000 MST,0.001054000,3978,70,1
4137,Jun 17 2019 12:40:01.665412000 MST,0.000901000,3978,70,1
4138,Jun 17 2019 12:40:01.666463000 MST,0.001051000,3978,70,1
4139,Jun 17 2019 12:40:01.667538000 MST,0.001075000,3978,70,1
4140,Jun 17 2019 12:40:01.668412000 MST,0.000874000,1635,70,1
4141,Jun 17 2019 12:40:01.671483000 MST,0.003071000,660,70,0
4142,Jun 17 2019 12:40:01.680489000 MST,0.009006000,216,70,0
4143,Jun 17 2019 12:40:01.689566000 MST,0.009077000,500,70,0
4144,Jun 17 2019 12:40:01.698443000 MST,0.008877000,732,70,0
4145,Jun 17 2019 12:40:01.728367000 MST,0.029924000,1398,70,1
4146,Jun 17 2019 12:40:01.729440000 MST,0.001073000,1398,70,1
4147,Jun 17 2019 12:40:01.737442000 MST,0.008002000,2784,70,1
4148,Jun 17 2019 12:40:01.764437000 MST,0.026995000,548,70,0
4149,Jun 17 2019 12:40:01.803425000 MST,0.038988000,2976,70,1
4150,Jun 17 2019 12:40:01.824404000 MST,0.020979000,548,70,0
4151,Jun 17 2019 12:40:06.664519000 MST,4.840115000,548,70,0
4152,Jun 17 2019 12:40:06.673494000 MST,0.008975000,1707,70,0
4153,Jun 17 2019 12:40:06.674420000 MST,0.000926000,140,70,0
4154,Jun 17 2019 12:40:06.682540000 MST,0.008120000,1707,70,0
4155,Jun 17 2019 12:40:06.686488000 MST,0.003948000,1398,70,1
4156,Jun 17 2019 12:40:06.687368000 MST,0.000880000,3978,70,1
4157,Jun 17 2019 12:40:06.688417000 MST,0.001049000,3978,70,1
4158,Jun 17 2019 12:40:06.689494000 MST,0.001077000,3978,70,1
4159,Jun 17 2019 12:40:06.690364000 MST,0.000870000,3978,70,1
4160,Jun 17 2019 12:40:06.691449000 MST,0.001085000,3978,70,1
4161,Jun 17 2019 12:40:06.692494000 MST,0.001045000,3978,70,1
4162,Jun 17 2019 12:40:06.693392000 MST,0.000898000,3978,70,1
4163,Jun 17 2019 12:40:06.694468000 MST,0.001076000,3978,70,1
4164,Jun 17 2019 12:40:06.695362000 MST,0.000894000,3978,70,1
4165,Jun 17 2019 12:40:06.696451000 MST,0.001089000,3557,70,1
4166,Jun 17 2019 12:40:06.697494000 MST,0.001043000,3978,70,1
4167,Jun 17 2019 12:40:06.698381000 MST,0.000887000,3978,70,1
4168,Jun 17 2019 12:40:06.699442000 MST,0.001061000,3978,70,1
4169,Jun 17 2019 12:40:06.700496000 MST,0.001054000,3557,70,1
4170,Jun 17 2019 12:40:06.701401000 MST,0.000905000,3978,70,1
4171,Jun 17 2019 12:40:06.702447000 MST,0.001046000,3978,70,1
4172,Jun 17 2019 12:40:06.703533000 MST,0.001086000,3978,70,1
4173,Jun 17 2019 12:40:06.704417000 MST,0.000884000,3978,70,1
4174,Jun 17 2019 12:40:06.705505000 MST,0.001088000,3978,70,1
4175,Jun 17 2019 12:40:06.706356000 MST,0.000851000,3978,70,1
4176,Jun 17 2019 12:40:06.707430000 MST,0.001074000,3978,70,1
4177,Jun 17 2019 12:40:06.708480000 MST,0.001050000,3978,70,1
4178,Jun 17 2019 12:40:06.709379000 MST,0.000899000,3978,70,1
4179,Jun 17 2019 12:40:06.710432000 MST,0.001053000,3557,70,1
4180,Jun 17 2019 12:40:06.711503000 MST,0.001071000,3978,70,1
4181,Jun 17 2019 12:40:06.712388000 MST,0.000885000,3978,70,1
4182,Jun 17 2019 12:40:06.713456000 MST,0.001068000,3978,70,1
4183,Jun 17 2019 12:40:06.714529000 MST,0.001073000,3978,70,1
4184,Jun 17 2019 12:40:06.715408000 MST,0.000879000,3978,70,1
4185,Jun 17 2019 12:40:06.716469000 MST,0.001061000,3557,70,1
4186,Jun 17 2019 12:40:06.717369000 MST,0.000900000,3978,70,1
4187,Jun 17 2019 12:40:06.718444000 MST,0.001075000,3978,70,1
4188,Jun 17 2019 12:40:06.719492000 MST,0.001048000,3978,70,1
4189,Jun 17 2019 12:40:06.720369000 MST,0.000877000,3978,70,1
4190,Jun 17 2019 12:40:06.721459000 MST,0.001090000,3978,70,1
4191,Jun 17 2019 12:40:06.722499000 MST,0.001040000,3978,70,1
4192,Jun 17 2019 12:40:06.723409000 MST,0.000910000,3978,70,1
4193,Jun 17 2019 12:40:06.724501000 MST,0.001092000,548,70,0
4194,Jun 17 2019 12:40:06.724507000 MST,0.000006000,3978,70,1
4195,Jun 17 2019 12:40:06.725532000 MST,0.001025000,3978,70,1
4196,Jun 17 2019 12:40:06.726435000 MST,0.000903000,3978,70,1
4197,Jun 17 2019 12:40:06.727478000 MST,0.001043000,3978,70,1
4198,Jun 17 2019 12:40:06.728382000 MST,0.000904000,3978,70,1
4199,Jun 17 2019 12:40:06.729431000 MST,0.001049000,3978,70,1
4200,Jun 17 2019 12:40:06.730494000 MST,0.001063000,3978,70,1
4201,Jun 17 2019 12:40:06.731395000 MST,0.000901000,3978,70,1
4202,Jun 17 2019 12:40:06.732435000 MST,0.001040000,3978,70,1
4203,Jun 17 2019 12:40:06.733555000 MST,0.001120000,404,70,0
4204,Jun 17 2019 12:40:06.733565000 MST,0.000010000,3978,70,1
4205,Jun 17 2019 12:40:06.734401000 MST,0.000836000,3978,70,1
4206,Jun 17 2019 12:40:06.735483000 MST,0.001082000,3978,70,1
4207,Jun 17 2019 12:40:06.736522000 MST,0.001039000,3557,70,1
4208,Jun 17 2019 12:40:06.737412000 MST,0.000890000,3978,70,1
4209,Jun 17 2019 12:40:06.738471000 MST,0.001059000,3978,70,1
4210,Jun 17 2019 12:40:06.739368000 MST,0.000897000,3978,70,1
4211,Jun 17 2019 12:40:06.740425000 MST,0.001057000,3978,70,1
4212,Jun 17 2019 12:40:06.741495000 MST,0.001070000,3978,70,1
4213,Jun 17 2019 12:40:06.742374000 MST,0.000879000,3978,70,1
4214,Jun 17 2019 12:40:06.743447000 MST,0.001073000,3978,70,1
4215,Jun 17 2019 12:40:06.744536000 MST,0.001089000,548,70,0
4216,Jun 17 2019 12:40:06.744556000 MST,0.000020000,3978,70,1
4217,Jun 17 2019 12:40:06.745391000 MST,0.000835000,3978,70,1
4218,Jun 17 2019 12:40:06.746457000 MST,0.001066000,3978,70,1
4219,Jun 17 2019 12:40:06.747537000 MST,0.001080000,3978,70,1
4220,Jun 17 2019 12:40:06.748417000 MST,0.000880000,3978,70,1
4221,Jun 17 2019 12:40:06.749476000 MST,0.001059000,3978,70,1
4222,Jun 17 2019 12:40:06.750357000 MST,0.000881000,3978,70,1
4223,Jun 17 2019 12:40:06.751428000 MST,0.001071000,3978,70,1
4224,Jun 17 2019 12:40:06.752484000 MST,0.001056000,3978,70,1
4225,Jun 17 2019 12:40:06.753390000 MST,0.000906000,112,70,0
4226,Jun 17 2019 12:40:06.753400000 MST,0.000010000,3978,70,1
4227,Jun 17 2019 12:40:06.754440000 MST,0.001040000,3978,70,1
4228,Jun 17 2019 12:40:06.755526000 MST,0.001086000,3978,70,1
4229,Jun 17 2019 12:40:06.756410000 MST,0.000884000,3557,70,1
4230,Jun 17 2019 12:40:06.757481000 MST,0.001071000,3978,70,1
4231,Jun 17 2019 12:40:06.758518000 MST,0.001037000,3978,70,1
4232,Jun 17 2019 12:40:06.759415000 MST,0.000897000,3978,70,1
4233,Jun 17 2019 12:40:06.760470000 MST,0.001055000,3978,70,1
4234,Jun 17 2019 12:40:06.761357000 MST,0.000887000,3978,70,1
4235,Jun 17 2019 12:40:06.762441000 MST,0.001084000,404,70,0
4236,Jun 17 2019 12:40:06.762449000 MST,0.000008000,3978,70,1
4237,Jun 17 2019 12:40:06.763487000 MST,0.001038000,3978,70,1
4238,Jun 17 2019 12:40:06.764375000 MST,0.000888000,3978,70,1
4239,Jun 17 2019 12:40:06.765445000 MST,0.001070000,3978,70,1
4240,Jun 17 2019 12:40:06.766506000 MST,0.001061000,3978,70,1
4241,Jun 17 2019 12:40:06.767401000 MST,0.000895000,3978,70,1
4242,Jun 17 2019 12:40:06.768454000 MST,0.001053000,3978,70,1
4243,Jun 17 2019 12:40:06.769525000 MST,0.001071000,3978,70,1
4244,Jun 17 2019 12:40:06.770404000 MST,0.000879000,3978,70,1
4245,Jun 17 2019 12:40:06.771522000 MST,0.001118000,660,70,0
4246,Jun 17 2019 12:40:06.771532000 MST,0.000010000,3978,70,1
4247,Jun 17 2019 12:40:06.772359000 MST,0.000827000,3978,70,1
4248,Jun 17 2019 12:40:06.773434000 MST,0.001075000,3978,70,1
4249,Jun 17 2019 12:40:06.774484000 MST,0.001050000,3978,70,1
4250,Jun 17 2019 12:40:06.775386000 MST,0.000902000,3978,70,1
4251,Jun 17 2019 12:40:06.776440000 MST,0.001054000,3557,70,1
4252,Jun 17 2019 12:40:06.777511000 MST,0.001071000,3978,70,1
4253,Jun 17 2019 12:40:06.778390000 MST,0.000879000,3978,70,1
4254,Jun 17 2019 12:40:06.779464000 MST,0.001074000,3978,70,1
4255,Jun 17 2019 12:40:06.780517000 MST,0.001053000,3978,70,1
4256,Jun 17 2019 12:40:06.781420000 MST,0.000903000,3978,70,1
4257,Jun 17 2019 12:40:06.782470000 MST,0.001050000,3978,70,1
4258,Jun 17 2019 12:40:06.783369000 MST,0.000899000,3978,70,1
4259,Jun 17 2019 12:40:06.784455000 MST,0.001086000,548,70,0
4260,Jun 17 2019 12:40:06.784463000 MST,0.000008000,3978,70,1
4261,Jun 17 2019 12:40:06.785487000 MST,0.001024000,3978,70,1
4262,Jun 17 2019 12:40:06.786378000 MST,0.000891000,3978,70,1
4263,Jun 17 2019 12:40:06.787446000 MST,0.001068000,3978,70,1
4264,Jun 17 2019 12:40:06.788502000 MST,0.001056000,3978,70,1
4265,Jun 17 2019 12:40:06.789393000 MST,0.000891000,3978,70,1
4266,Jun 17 2019 12:40:06.790454000 MST,0.001061000,3978,70,1
4267,Jun 17 2019 12:40:06.791532000 MST,0.001078000,3978,70,1
4268,Jun 17 2019 12:40:06.792406000 MST,0.000874000,3978,70,1
4269,Jun 17 2019 12:40:06.793476000 MST,0.001070000,112,70,0
4270,Jun 17 2019 12:40:06.793486000 MST,0.000010000,3978,70,1
4271,Jun 17 2019 12:40:06.794358000 MST,0.000872000,3978,70,1
4272,Jun 17 2019 12:40:06.795432000 MST,0.001074000,3978,70,1
4273,Jun 17 2019 12:40:06.796507000 MST,0.001075000,3557,70,1
4274,Jun 17 2019 12:40:06.797390000 MST,0.000883000,3978,70,1
4275,Jun 17 2019 12:40:06.798439000 MST,0.001049000,3978,70,1
4276,Jun 17 2019 12:40:06.799511000 MST,0.001072000,3978,70,1
4277,Jun 17 2019 12:40:06.800390000 MST,0.000879000,822,70,1
4278,Jun 17 2019 12:40:06.802538000 MST,0.002148000,404,70,0
4279,Jun 17 2019 12:40:06.811443000 MST,0.008905000,660,70,0
4280,Jun 17 2019 12:40:06.824373000 MST,0.012930000,548,70,0
4281,Jun 17 2019 12:40:09.164506000 MST,2.340133000,548,70,0
4282,Jun 17 2019 12:40:09.173425000 MST,0.008919000,982,70,0
4283,Jun 17 2019 12:40:09.177405000 MST,0.003980000,420,70,1
4284,Jun 17 2019 12:40:09.182487000 MST,0.005082000,1302,70,0
4285,Jun 17 2019 12:40:09.185409000 MST,0.002922000,128,70,1
4286,Jun 17 2019 12:40:09.186449000 MST,0.001040000,732,70,1
4287,Jun 17 2019 12:40:09.204417000 MST,0.017968000,548,70,0
4288,Jun 17 2019 12:40:11.244515000 MST,2.040098000,548,70,0
4289,Jun 17 2019 12:40:11.253489000 MST,0.008974000,1707,70,0
4290,Jun 17 2019 12:40:11.254413000 MST,0.000924000,140,70,0
4291,Jun 17 2019 12:40:11.262519000 MST,0.008106000,1707,70,0
4292,Jun 17 2019 12:40:11.267375000 MST,0.004856000,3978,70,1
4293,Jun 17 2019 12:40:11.268412000 MST,0.001037000,3978,70,1
4294,Jun 17 2019 12:40:11.269478000 MST,0.001066000,3978,70,1
