frame.number,frame.time,frame.time_delta,frame.len,mac-lte.rnti,mac-lte.direction,Application
4480,Jul 26 2019 19:17:08.267432000 MST,0.000876,2784,70.0,1.0,amazon
4481,Jul 26 2019 19:17:08.268515000 MST,0.001083,2784,70.0,1.0,amazon
4482,Jul 26 2019 19:17:08.269586000 MST,0.001071,1398,70.0,1.0,amazon
4483,Jul 26 2019 19:17:08.270461000 MST,0.000875,1398,70.0,1.0,amazon
4484,Jul 26 2019 19:17:08.271558000 MST,0.001097,548,70.0,0.0,amazon
4485,Jul 26 2019 19:17:08.271577000 MST,1.9e-05,72,70.0,1.0,amazon
4486,Jul 26 2019 19:17:08.272601000 MST,0.001024,3978,70.0,1.0,amazon
4487,Jul 26 2019 19:17:08.273492000 MST,0.000891,1398,70.0,1.0,amazon
4488,Jul 26 2019 19:17:08.275609000 MST,0.002117,72,70.0,1.0,amazon
4489,Jul 26 2019 19:17:08.277578000 MST,0.001969,3978,70.0,1.0,amazon
4490,Jul 26 2019 19:17:08.278446000 MST,0.000868,1398,70.0,1.0,amazon
4491,Jul 26 2019 19:17:08.282556000 MST,0.00411,3978,70.0,1.0,amazon
4492,Jul 26 2019 19:17:08.283618000 MST,0.001062,1302,70.0,1.0,amazon
4493,Jul 26 2019 19:17:08.287471000 MST,0.003853,3978,70.0,1.0,amazon
4494,Jul 26 2019 19:17:08.288539000 MST,0.001068,3978,70.0,1.0,amazon
4495,Jul 26 2019 19:17:08.289434000 MST,0.000895,1542,70.0,1.0,amazon
4496,Jul 26 2019 19:17:08.290511000 MST,0.001077,2784,70.0,1.0,amazon
4497,Jul 26 2019 19:17:08.291609000 MST,0.001098,548,70.0,0.0,amazon
4498,Jul 26 2019 19:17:08.300460000 MST,0.008851,216,70.0,0.0,amazon
4499,Jul 26 2019 19:17:08.308595000 MST,0.008135,2784,70.0,1.0,amazon
4500,Jul 26 2019 19:17:08.309533000 MST,0.000938,500,70.0,0.0,amazon
4501,Jul 26 2019 19:17:08.309555000 MST,2.2e-05,2784,70.0,1.0,amazon
4502,Jul 26 2019 19:17:08.310534000 MST,0.000979,72,70.0,1.0,amazon
4503,Jul 26 2019 19:17:08.311425000 MST,0.000891,3978,70.0,1.0,amazon
4504,Jul 26 2019 19:17:08.312483000 MST,0.001058,1398,70.0,1.0,amazon
4505,Jul 26 2019 19:17:08.316616000 MST,0.004133,2784,70.0,1.0,amazon
4506,Jul 26 2019 19:17:08.317505000 MST,0.000889,2784,70.0,1.0,amazon
4507,Jul 26 2019 19:17:08.319654000 MST,0.002149,1398,70.0,1.0,amazon
4508,Jul 26 2019 19:17:08.320492000 MST,0.000838,1398,70.0,1.0,amazon
4509,Jul 26 2019 19:17:08.322442000 MST,0.00195,2784,70.0,1.0,amazon
4510,Jul 26 2019 19:17:08.327647000 MST,0.005205,3978,70.0,1.0,amazon
4511,Jul 26 2019 19:17:08.328488000 MST,0.000841,1398,70.0,1.0,amazon
4512,Jul 26 2019 19:17:08.331537000 MST,0.003049,548,70.0,0.0,amazon
4513,Jul 26 2019 19:17:08.333430000 MST,0.001893,2784,70.0,1.0,amazon
4514,Jul 26 2019 19:17:08.334487000 MST,0.001057,3077,70.0,1.0,amazon
4515,Jul 26 2019 19:17:08.340527000 MST,0.00604,3978,70.0,1.0,amazon
4516,Jul 26 2019 19:17:08.341632000 MST,0.001105,1302,70.0,1.0,amazon
4517,Jul 26 2019 19:17:08.349617000 MST,0.007985,2784,70.0,1.0,amazon
4518,Jul 26 2019 19:17:08.350455000 MST,0.000838,2784,70.0,1.0,amazon
4519,Jul 26 2019 19:17:08.351578000 MST,0.001123,548,70.0,0.0,amazon
4520,Jul 26 2019 19:17:08.353476000 MST,0.001898,3978,70.0,1.0,amazon
4521,Jul 26 2019 19:17:08.354539000 MST,0.001063,1302,70.0,1.0,amazon
4522,Jul 26 2019 19:17:08.358470000 MST,0.003931,2784,70.0,1.0,amazon
4523,Jul 26 2019 19:17:08.359505000 MST,0.001035,2784,70.0,1.0,amazon
4524,Jul 26 2019 19:17:08.369444000 MST,0.009939,3978,70.0,1.0,amazon
4525,Jul 26 2019 19:17:08.370504000 MST,0.00106,3978,70.0,1.0,amazon
4526,Jul 26 2019 19:17:08.371626000 MST,0.001122,548,70.0,0.0,amazon
4527,Jul 26 2019 19:17:08.372456000 MST,0.00083,3978,70.0,1.0,amazon
4528,Jul 26 2019 19:17:08.373537000 MST,0.001081,1302,70.0,1.0,amazon
4529,Jul 26 2019 19:17:08.378516000 MST,0.004979,2784,70.0,1.0,amazon
4530,Jul 26 2019 19:17:08.390572000 MST,0.012056,3978,70.0,1.0,amazon
4531,Jul 26 2019 19:17:08.391494000 MST,0.000922,548,70.0,0.0,amazon
4532,Jul 26 2019 19:17:08.391530000 MST,3.6e-05,3978,70.0,1.0,amazon
4533,Jul 26 2019 19:17:08.393574000 MST,0.002044,3978,70.0,1.0,amazon
4534,Jul 26 2019 19:17:08.394465000 MST,0.000891,1398,70.0,1.0,amazon
4535,Jul 26 2019 19:17:08.409578000 MST,0.015113,1398,70.0,1.0,amazon
4536,Jul 26 2019 19:17:08.410432000 MST,0.000854,3978,70.0,1.0,amazon
4537,Jul 26 2019 19:17:08.411557000 MST,0.001125,548,70.0,0.0,amazon
4538,Jul 26 2019 19:17:08.413478000 MST,0.001921,3978,70.0,1.0,amazon
4539,Jul 26 2019 19:17:08.414512000 MST,0.001034,1398,70.0,1.0,amazon
4540,Jul 26 2019 19:17:08.420556000 MST,0.006044,3978,70.0,1.0,amazon
4541,Jul 26 2019 19:17:08.421454000 MST,0.000898,3978,70.0,1.0,amazon
4542,Jul 26 2019 19:17:08.430484000 MST,0.00903,3978,70.0,1.0,amazon
4543,Jul 26 2019 19:17:08.431600000 MST,0.001116,548,70.0,0.0,amazon
4544,Jul 26 2019 19:17:08.431676000 MST,7.6e-05,1302,70.0,1.0,amazon
4545,Jul 26 2019 19:17:08.433512000 MST,0.001836,2784,70.0,1.0,amazon
4546,Jul 26 2019 19:17:08.434564000 MST,0.001052,3978,70.0,1.0,amazon
4547,Jul 26 2019 19:17:08.435450000 MST,0.000886,1302,70.0,1.0,amazon
4548,Jul 26 2019 19:17:08.450605000 MST,0.015155,1398,70.0,1.0,amazon
4549,Jul 26 2019 19:17:08.451656000 MST,0.001051,548,70.0,0.0,amazon
4550,Jul 26 2019 19:17:08.451686000 MST,3e-05,2784,70.0,1.0,amazon
4551,Jul 26 2019 19:17:08.452482000 MST,0.000796,1398,70.0,1.0,amazon
4552,Jul 26 2019 19:17:08.454451000 MST,0.001969,2784,70.0,1.0,amazon
4553,Jul 26 2019 19:17:08.455503000 MST,0.001052,2784,70.0,1.0,amazon
4554,Jul 26 2019 19:17:08.461528000 MST,0.006025,2784,70.0,1.0,amazon
4555,Jul 26 2019 19:17:08.470619000 MST,0.009091,3978,70.0,1.0,amazon
4556,Jul 26 2019 19:17:08.471513000 MST,0.000894,548,70.0,0.0,amazon
4557,Jul 26 2019 19:17:08.471549000 MST,3.6e-05,1302,70.0,1.0,amazon
4558,Jul 26 2019 19:17:08.473594000 MST,0.002045,3978,70.0,1.0,amazon
4559,Jul 26 2019 19:17:08.474478000 MST,0.000884,1302,70.0,1.0,amazon
4560,Jul 26 2019 19:17:08.479509000 MST,0.005031,3978,70.0,1.0,amazon
4561,Jul 26 2019 19:17:08.480535000 MST,0.001026,3978,70.0,1.0,amazon
4562,Jul 26 2019 19:17:08.488549000 MST,0.008014,3978,70.0,1.0,amazon
4563,Jul 26 2019 19:17:08.489600000 MST,0.001051,3978,70.0,1.0,amazon
4564,Jul 26 2019 19:17:08.491575000 MST,0.001975,548,70.0,0.0,amazon
4565,Jul 26 2019 19:17:08.491622000 MST,4.7e-05,3978,70.0,1.0,amazon
4566,Jul 26 2019 19:17:08.492608000 MST,0.000986,1302,70.0,1.0,amazon
4567,Jul 26 2019 19:17:08.497612000 MST,0.005004,1398,70.0,1.0,amazon
4568,Jul 26 2019 19:17:08.498429000 MST,0.000817,1398,70.0,1.0,amazon
4569,Jul 26 2019 19:17:08.507515000 MST,0.009086,2784,70.0,1.0,amazon
4570,Jul 26 2019 19:17:08.508577000 MST,0.001062,2784,70.0,1.0,amazon
4571,Jul 26 2019 19:17:08.511611000 MST,0.003034,548,70.0,0.0,amazon
4572,Jul 26 2019 19:17:08.511648000 MST,3.7e-05,3978,70.0,1.0,amazon
4573,Jul 26 2019 19:17:08.512448000 MST,0.0008,452,70.0,1.0,amazon
4574,Jul 26 2019 19:17:08.518479000 MST,0.006031,2784,70.0,1.0,amazon
4575,Jul 26 2019 19:17:08.524522000 MST,0.006043,1398,70.0,1.0,amazon
4576,Jul 26 2019 19:17:08.525585000 MST,0.001063,1398,70.0,1.0,amazon
4577,Jul 26 2019 19:17:08.528416000 MST,0.002831,2784,70.0,1.0,amazon
4578,Jul 26 2019 19:17:08.531538000 MST,0.003122,548,70.0,0.0,amazon
4579,Jul 26 2019 19:17:08.531593000 MST,5.5e-05,3978,70.0,1.0,amazon
4580,Jul 26 2019 19:17:08.532538000 MST,0.000945,3978,70.0,1.0,amazon
4581,Jul 26 2019 19:17:08.536618000 MST,0.00408,1398,70.0,1.0,amazon
4582,Jul 26 2019 19:17:08.537486000 MST,0.000868,3557,70.0,1.0,amazon
4583,Jul 26 2019 19:17:08.538528000 MST,0.001042,388,70.0,1.0,amazon
4584,Jul 26 2019 19:17:08.544612000 MST,0.006084,3978,70.0,1.0,amazon
4585,Jul 26 2019 19:17:08.545478000 MST,0.000866,1398,70.0,1.0,amazon
4586,Jul 26 2019 19:17:08.549546000 MST,0.004068,2784,70.0,1.0,amazon
4587,Jul 26 2019 19:17:08.550417000 MST,0.000871,2784,70.0,1.0,amazon
4588,Jul 26 2019 19:17:08.551542000 MST,0.001125,548,70.0,0.0,amazon
4589,Jul 26 2019 19:17:08.554500000 MST,0.002958,1398,70.0,1.0,amazon
4590,Jul 26 2019 19:17:08.555575000 MST,0.001075,1398,70.0,1.0,amazon
4591,Jul 26 2019 19:17:08.556469000 MST,0.000894,1398,70.0,1.0,amazon
4592,Jul 26 2019 19:17:08.557550000 MST,0.001081,1398,70.0,1.0,amazon
4593,Jul 26 2019 19:17:08.560555000 MST,0.003005,2784,70.0,1.0,amazon
4594,Jul 26 2019 19:17:08.562515000 MST,0.00196,3978,70.0,1.0,amazon
4595,Jul 26 2019 19:17:08.563591000 MST,0.001076,1302,70.0,1.0,amazon
4596,Jul 26 2019 19:17:08.565542000 MST,0.001951,2784,70.0,1.0,amazon
4597,Jul 26 2019 19:17:08.569581000 MST,0.004039,2784,70.0,1.0,amazon
4598,Jul 26 2019 19:17:08.571581000 MST,0.002,548,70.0,0.0,amazon
4599,Jul 26 2019 19:17:08.571613000 MST,3.2e-05,3978,70.0,1.0,amazon
4600,Jul 26 2019 19:17:08.572419000 MST,0.000806,1302,70.0,1.0,amazon
4601,Jul 26 2019 19:17:08.575437000 MST,0.003018,2784,70.0,1.0,amazon
4602,Jul 26 2019 19:17:08.576499000 MST,0.001062,2784,70.0,1.0,amazon
4603,Jul 26 2019 19:17:08.581469000 MST,0.00497,2784,70.0,1.0,amazon
4604,Jul 26 2019 19:17:08.588628000 MST,0.007159,3978,70.0,1.0,amazon
4605,Jul 26 2019 19:17:08.589521000 MST,0.000893,1398,70.0,1.0,amazon
4606,Jul 26 2019 19:17:08.590549000 MST,0.001028,1398,70.0,1.0,amazon
4607,Jul 26 2019 19:17:08.591695000 MST,0.001146,548,70.0,0.0,amazon
4608,Jul 26 2019 19:17:08.591728000 MST,3.3e-05,3978,70.0,1.0,amazon
4609,Jul 26 2019 19:17:08.596621000 MST,0.004893,3978,70.0,1.0,amazon
4610,Jul 26 2019 19:17:08.597500000 MST,0.000879,1398,70.0,1.0,amazon
4611,Jul 26 2019 19:17:08.608456000 MST,0.010956,1635,70.0,1.0,amazon
4612,Jul 26 2019 19:17:08.609517000 MST,0.001061,3978,70.0,1.0,amazon
4613,Jul 26 2019 19:17:08.611519000 MST,0.002002,548,70.0,0.0,amazon
4614,Jul 26 2019 19:17:08.612534000 MST,0.001015,2784,70.0,1.0,amazon
4615,Jul 26 2019 19:17:08.629562000 MST,0.017028,2784,70.0,1.0,amazon
4616,Jul 26 2019 19:17:08.631570000 MST,0.002008,548,70.0,0.0,amazon
4617,Jul 26 2019 19:17:08.633467000 MST,0.001897,2784,70.0,1.0,amazon
4618,Jul 26 2019 19:17:08.639502000 MST,0.006035,2784,70.0,1.0,amazon
4619,Jul 26 2019 19:17:08.645544000 MST,0.006042,2784,70.0,1.0,amazon
4620,Jul 26 2019 19:17:08.651622000 MST,0.006078,548,70.0,0.0,amazon
4621,Jul 26 2019 19:17:08.651645000 MST,2.3e-05,2784,70.0,1.0,amazon
4622,Jul 26 2019 19:17:08.657609000 MST,0.005964,3978,70.0,1.0,amazon
4623,Jul 26 2019 19:17:08.658475000 MST,0.000866,1302,70.0,1.0,amazon
4624,Jul 26 2019 19:17:08.660480000 MST,0.002005,372,70.0,0.0,amazon
4625,Jul 26 2019 19:17:08.662576000 MST,0.002096,2784,70.0,1.0,amazon
4626,Jul 26 2019 19:17:08.669495000 MST,0.006919,2784,70.0,1.0,amazon
4627,Jul 26 2019 19:17:08.671502000 MST,0.002007,548,70.0,0.0,amazon
4628,Jul 26 2019 19:17:08.674454000 MST,0.002952,3978,70.0,1.0,amazon
4629,Jul 26 2019 19:17:08.675518000 MST,0.001064,3978,70.0,1.0,amazon
4630,Jul 26 2019 19:17:08.676579000 MST,0.001061,3978,70.0,1.0,amazon
4631,Jul 26 2019 19:17:08.677509000 MST,0.00093,3978,70.0,1.0,amazon
4632,Jul 26 2019 19:17:08.678526000 MST,0.001017,3978,70.0,1.0,amazon
4633,Jul 26 2019 19:17:08.679602000 MST,0.001076,3978,70.0,1.0,amazon
4634,Jul 26 2019 19:17:08.680477000 MST,0.000875,3978,70.0,1.0,amazon
4635,Jul 26 2019 19:17:08.681570000 MST,0.001093,3978,70.0,1.0,amazon
4636,Jul 26 2019 19:17:08.682484000 MST,0.000914,3978,70.0,1.0,amazon
4637,Jul 26 2019 19:17:08.683535000 MST,0.001051,3557,70.0,1.0,amazon
4638,Jul 26 2019 19:17:08.684645000 MST,0.00111,3978,70.0,1.0,amazon
4639,Jul 26 2019 19:17:08.685483000 MST,0.000838,3978,70.0,1.0,amazon
4640,Jul 26 2019 19:17:08.686535000 MST,0.001052,3978,70.0,1.0,amazon
4641,Jul 26 2019 19:17:08.687611000 MST,0.001076,3557,70.0,1.0,amazon
4642,Jul 26 2019 19:17:08.688487000 MST,0.000876,3978,70.0,1.0,amazon
4643,Jul 26 2019 19:17:08.689577000 MST,0.00109,3978,70.0,1.0,amazon
4644,Jul 26 2019 19:17:08.690638000 MST,0.001061,3978,70.0,1.0,amazon
4645,Jul 26 2019 19:17:08.691628000 MST,0.00099,548,70.0,0.0,amazon
4646,Jul 26 2019 19:17:08.691691000 MST,6.3e-05,3978,70.0,1.0,amazon
4647,Jul 26 2019 19:17:08.692581000 MST,0.00089,3978,70.0,1.0,amazon
4648,Jul 26 2019 19:17:08.693467000 MST,0.000886,3978,70.0,1.0,amazon
4649,Jul 26 2019 19:17:08.694526000 MST,0.001059,3978,70.0,1.0,amazon
4650,Jul 26 2019 19:17:08.695593000 MST,0.001067,3978,70.0,1.0,amazon
4651,Jul 26 2019 19:17:08.696480000 MST,0.000887,3978,70.0,1.0,amazon
4652,Jul 26 2019 19:17:08.697544000 MST,0.001064,3557,70.0,1.0,amazon
4653,Jul 26 2019 19:17:08.698606000 MST,0.001062,3978,70.0,1.0,amazon
4654,Jul 26 2019 19:17:08.699496000 MST,0.00089,3978,70.0,1.0,amazon
4655,Jul 26 2019 19:17:08.700556000 MST,0.00106,37,70.0,0.0,amazon
4656,Jul 26 2019 19:17:08.700588000 MST,3.2e-05,3978,70.0,1.0,amazon
4657,Jul 26 2019 19:17:08.701633000 MST,0.001045,3978,70.0,1.0,amazon
4658,Jul 26 2019 19:17:08.702508000 MST,0.000875,3978,70.0,1.0,amazon
4659,Jul 26 2019 19:17:08.703597000 MST,0.001089,3557,70.0,1.0,amazon
4660,Jul 26 2019 19:17:08.704459000 MST,0.000862,3978,70.0,1.0,amazon
4661,Jul 26 2019 19:17:08.705530000 MST,0.001071,3978,70.0,1.0,amazon
4662,Jul 26 2019 19:17:08.706586000 MST,0.001056,3978,70.0,1.0,amazon
4663,Jul 26 2019 19:17:08.707491000 MST,0.000905,3978,70.0,1.0,amazon
4664,Jul 26 2019 19:17:08.708549000 MST,0.001058,3978,70.0,1.0,amazon
4665,Jul 26 2019 19:17:08.709620000 MST,0.001071,300,70.0,0.0,amazon
4666,Jul 26 2019 19:17:08.709650000 MST,3e-05,3978,70.0,1.0,amazon
4667,Jul 26 2019 19:17:08.710492000 MST,0.000842,3978,70.0,1.0,amazon
4668,Jul 26 2019 19:17:08.711565000 MST,0.001073,3978,70.0,1.0,amazon
4669,Jul 26 2019 19:17:08.712620000 MST,0.001055,3677,70.0,1.0,amazon
4670,Jul 26 2019 19:17:08.713523000 MST,0.000903,2784,70.0,1.0,amazon
4671,Jul 26 2019 19:17:08.714573000 MST,0.00105,3978,70.0,1.0,amazon
4672,Jul 26 2019 19:17:08.715469000 MST,0.000896,3978,70.0,1.0,amazon
4673,Jul 26 2019 19:17:08.716528000 MST,0.001059,2784,70.0,1.0,amazon
4674,Jul 26 2019 19:17:08.717603000 MST,0.001075,2784,70.0,1.0,amazon
4675,Jul 26 2019 19:17:08.718502000 MST,0.000899,588,70.0,0.0,amazon
4676,Jul 26 2019 19:17:08.718523000 MST,2.1e-05,2784,70.0,1.0,amazon
4677,Jul 26 2019 19:17:08.719542000 MST,0.001019,2784,70.0,1.0,amazon
4678,Jul 26 2019 19:17:08.720614000 MST,0.001072,3978,70.0,1.0,amazon
4679,Jul 26 2019 19:17:08.721492000 MST,0.000878,3978,70.0,1.0,amazon
4680,Jul 26 2019 19:17:08.722558000 MST,0.001066,3978,70.0,1.0,amazon
4681,Jul 26 2019 19:17:08.723649000 MST,0.001091,3557,70.0,1.0,amazon
4682,Jul 26 2019 19:17:08.724516000 MST,0.000867,3978,70.0,1.0,amazon
4683,Jul 26 2019 19:17:08.725577000 MST,0.001061,3978,70.0,1.0,amazon
4684,Jul 26 2019 19:17:08.726465000 MST,0.000888,2784,70.0,1.0,amazon
4685,Jul 26 2019 19:17:08.727593000 MST,0.001128,982,70.0,0.0,amazon
4686,Jul 26 2019 19:17:08.727633000 MST,4e-05,2784,70.0,1.0,amazon
4687,Jul 26 2019 19:17:08.728610000 MST,0.000977,2784,70.0,1.0,amazon
4688,Jul 26 2019 19:17:08.729485000 MST,0.000875,3978,70.0,1.0,amazon
4689,Jul 26 2019 19:17:08.730539000 MST,0.001054,3978,70.0,1.0,amazon
4690,Jul 26 2019 19:17:08.731607000 MST,0.001068,3677,70.0,1.0,amazon
4691,Jul 26 2019 19:17:08.732487000 MST,0.00088,1398,70.0,1.0,amazon
4692,Jul 26 2019 19:17:08.733561000 MST,0.001074,3978,70.0,1.0,amazon
4693,Jul 26 2019 19:17:08.734620000 MST,0.001059,3197,70.0,1.0,amazon
4694,Jul 26 2019 19:17:08.736683000 MST,0.002063,1302,70.0,0.0,amazon
4695,Jul 26 2019 19:17:08.739600000 MST,0.002917,1398,70.0,1.0,amazon
4696,Jul 26 2019 19:17:08.740473000 MST,0.000873,1398,70.0,1.0,amazon
4697,Jul 26 2019 19:17:08.744548000 MST,0.004075,2784,70.0,1.0,amazon
4698,Jul 26 2019 19:17:08.745440000 MST,0.000892,1398,70.0,1.0,amazon
4699,Jul 26 2019 19:17:08.746476000 MST,0.001036,1398,70.0,1.0,amazon
4700,Jul 26 2019 19:17:08.747589000 MST,0.001113,1398,70.0,1.0,amazon
4701,Jul 26 2019 19:17:08.748454000 MST,0.000865,1398,70.0,1.0,amazon
4702,Jul 26 2019 19:17:08.751538000 MST,0.003084,548,70.0,0.0,amazon
4703,Jul 26 2019 19:17:08.753621000 MST,0.002083,3978,70.0,1.0,amazon
4704,Jul 26 2019 19:17:08.754494000 MST,0.000873,1302,70.0,1.0,amazon
4705,Jul 26 2019 19:17:08.755555000 MST,0.001061,2784,70.0,1.0,amazon
4706,Jul 26 2019 19:17:08.758556000 MST,0.003001,2784,70.0,1.0,amazon
4707,Jul 26 2019 19:17:08.760516000 MST,0.00196,2784,70.0,1.0,amazon
4708,Jul 26 2019 19:17:08.761602000 MST,0.001086,2784,70.0,1.0,amazon
4709,Jul 26 2019 19:17:08.762478000 MST,0.000876,3978,70.0,1.0,amazon
4710,Jul 26 2019 19:17:08.763553000 MST,0.001075,1302,70.0,1.0,amazon
4711,Jul 26 2019 19:17:08.768530000 MST,0.004977,3978,70.0,1.0,amazon
4712,Jul 26 2019 19:17:08.769585000 MST,0.001055,3978,70.0,1.0,amazon
4713,Jul 26 2019 19:17:08.771602000 MST,0.002017,548,70.0,0.0,amazon
4714,Jul 26 2019 19:17:08.772579000 MST,0.000977,2784,70.0,1.0,amazon
4715,Jul 26 2019 19:17:08.773502000 MST,0.000923,3978,70.0,1.0,amazon
4716,Jul 26 2019 19:17:08.774513000 MST,0.001011,660,70.0,1.0,amazon
4717,Jul 26 2019 19:17:08.777560000 MST,0.003047,2784,70.0,1.0,amazon
4718,Jul 26 2019 19:17:08.778463000 MST,0.000903,2784,70.0,1.0,amazon
4719,Jul 26 2019 19:17:08.780619000 MST,0.002156,372,70.0,0.0,amazon
4720,Jul 26 2019 19:17:08.782537000 MST,0.001918,1851,70.0,1.0,amazon
4721,Jul 26 2019 19:17:08.784458000 MST,0.001921,2784,70.0,1.0,amazon
4722,Jul 26 2019 19:17:08.789490000 MST,0.005032,660,70.0,0.0,amazon
4723,Jul 26 2019 19:17:08.791559000 MST,0.002069,3978,70.0,1.0,amazon
4724,Jul 26 2019 19:17:08.792471000 MST,0.000912,1302,70.0,1.0,amazon
4725,Jul 26 2019 19:17:08.803473000 MST,0.011002,3557,70.0,1.0,amazon
4726,Jul 26 2019 19:17:08.804502000 MST,0.001029,3978,70.0,1.0,amazon
4727,Jul 26 2019 19:17:08.805592000 MST,0.00109,3978,70.0,1.0,amazon
4728,Jul 26 2019 19:17:08.806473000 MST,0.000881,3978,70.0,1.0,amazon
4729,Jul 26 2019 19:17:08.807527000 MST,0.001054,3978,70.0,1.0,amazon
4730,Jul 26 2019 19:17:08.808596000 MST,0.001069,3978,70.0,1.0,amazon
4731,Jul 26 2019 19:17:08.809515000 MST,0.000919,3978,70.0,1.0,amazon
4732,Jul 26 2019 19:17:08.810537000 MST,0.001022,3978,70.0,1.0,amazon
4733,Jul 26 2019 19:17:08.811507000 MST,0.00097,548,70.0,0.0,amazon
4734,Jul 26 2019 19:17:08.811600000 MST,9.3e-05,3978,70.0,1.0,amazon
4735,Jul 26 2019 19:17:08.812526000 MST,0.000926,3978,70.0,1.0,amazon
4736,Jul 26 2019 19:17:08.813637000 MST,0.001111,3978,70.0,1.0,amazon
4737,Jul 26 2019 19:17:08.814497000 MST,0.00086,3978,70.0,1.0,amazon
4738,Jul 26 2019 19:17:08.815586000 MST,0.001089,3978,70.0,1.0,amazon
4739,Jul 26 2019 19:17:08.816648000 MST,0.001062,3978,70.0,1.0,amazon
4740,Jul 26 2019 19:17:08.817515000 MST,0.000867,2592,70.0,1.0,amazon
4741,Jul 26 2019 19:17:08.818555000 MST,0.00104,2784,70.0,1.0,amazon
4742,Jul 26 2019 19:17:08.819640000 MST,0.001085,3978,70.0,1.0,amazon
4743,Jul 26 2019 19:17:08.820592000 MST,0.000952,732,70.0,0.0,amazon
4744,Jul 26 2019 19:17:08.820606000 MST,1.4e-05,3978,70.0,1.0,amazon
4745,Jul 26 2019 19:17:08.821568000 MST,0.000962,3978,70.0,1.0,amazon
4746,Jul 26 2019 19:17:08.822451000 MST,0.000883,3978,70.0,1.0,amazon
4747,Jul 26 2019 19:17:08.823531000 MST,0.00108,2784,70.0,1.0,amazon
4748,Jul 26 2019 19:17:08.824587000 MST,0.001056,2784,70.0,1.0,amazon
4749,Jul 26 2019 19:17:08.825568000 MST,0.000981,1398,70.0,1.0,amazon
4750,Jul 26 2019 19:17:08.826576000 MST,0.001008,2784,70.0,1.0,amazon
4751,Jul 26 2019 19:17:08.827617000 MST,0.001041,3978,70.0,1.0,amazon
4752,Jul 26 2019 19:17:08.828481000 MST,0.000864,2592,70.0,1.0,amazon
4753,Jul 26 2019 19:17:08.829631000 MST,0.00115,982,70.0,0.0,amazon
4754,Jul 26 2019 19:17:08.829680000 MST,4.9e-05,3978,70.0,1.0,amazon
4755,Jul 26 2019 19:17:08.830611000 MST,0.000931,3978,70.0,1.0,amazon
4756,Jul 26 2019 19:17:08.831502000 MST,0.000891,3978,70.0,1.0,amazon
4757,Jul 26 2019 19:17:08.832607000 MST,0.001105,3837,70.0,1.0,amazon
4758,Jul 26 2019 19:17:08.833456000 MST,0.000849,2784,70.0,1.0,amazon
4759,Jul 26 2019 19:17:08.834515000 MST,0.001059,2784,70.0,1.0,amazon
4760,Jul 26 2019 19:17:08.835582000 MST,0.001067,3978,70.0,1.0,amazon
4761,Jul 26 2019 19:17:08.836475000 MST,0.000893,2784,70.0,1.0,amazon
4762,Jul 26 2019 19:17:08.837538000 MST,0.001063,3978,70.0,1.0,amazon
4763,Jul 26 2019 19:17:08.838593000 MST,0.001055,3978,70.0,1.0,amazon
4764,Jul 26 2019 19:17:08.839489000 MST,0.000896,3978,70.0,1.0,amazon
4765,Jul 26 2019 19:17:08.840553000 MST,0.001064,3978,70.0,1.0,amazon
4766,Jul 26 2019 19:17:08.841624000 MST,0.001071,3978,70.0,1.0,amazon
4767,Jul 26 2019 19:17:08.842500000 MST,0.000876,3978,70.0,1.0,amazon
4768,Jul 26 2019 19:17:08.843575000 MST,0.001075,3557,70.0,1.0,amazon
4769,Jul 26 2019 19:17:08.844458000 MST,0.000883,3978,70.0,1.0,amazon
4770,Jul 26 2019 19:17:08.845528000 MST,0.00107,3978,70.0,1.0,amazon
4771,Jul 26 2019 19:17:08.846579000 MST,0.001051,3978,70.0,1.0,amazon
4772,Jul 26 2019 19:17:08.847485000 MST,0.000906,3557,70.0,1.0,amazon
4773,Jul 26 2019 19:17:08.848537000 MST,0.001052,3978,70.0,1.0,amazon
4774,Jul 26 2019 19:17:08.849622000 MST,0.001085,3978,70.0,1.0,amazon
4775,Jul 26 2019 19:17:08.850479000 MST,0.000857,3978,70.0,1.0,amazon
4776,Jul 26 2019 19:17:08.851583000 MST,0.001104,548,70.0,0.0,amazon
4777,Jul 26 2019 19:17:08.851614000 MST,3.1e-05,3978,70.0,1.0,amazon
4778,Jul 26 2019 19:17:08.852619000 MST,0.001005,3978,70.0,1.0,amazon
4779,Jul 26 2019 19:17:08.853508000 MST,0.000889,3978,70.0,1.0,amazon
4780,Jul 26 2019 19:17:08.854561000 MST,0.001053,3978,70.0,1.0,amazon
4781,Jul 26 2019 19:17:08.855457000 MST,0.000896,3978,70.0,1.0,amazon
4782,Jul 26 2019 19:17:08.856549000 MST,0.001092,3978,70.0,1.0,amazon
4783,Jul 26 2019 19:17:08.857587000 MST,0.001038,3557,70.0,1.0,amazon
4784,Jul 26 2019 19:17:08.858468000 MST,0.000881,3077,70.0,1.0,amazon
4785,Jul 26 2019 19:17:08.859546000 MST,0.001078,2784,70.0,1.0,amazon
4786,Jul 26 2019 19:17:08.860671000 MST,0.001125,548,70.0,0.0,amazon
4787,Jul 26 2019 19:17:08.860685000 MST,1.4e-05,1398,70.0,1.0,amazon
4788,Jul 26 2019 19:17:08.861497000 MST,0.000812,3978,70.0,1.0,amazon
4789,Jul 26 2019 19:17:08.862604000 MST,0.001107,3978,70.0,1.0,amazon
