frame.number,frame.time,frame.time_delta,frame.len,mac-lte.rnti,mac-lte.direction,Application
7989,Jul 26 2019 19:17:37.412500000 MST,0.001005,3978,70.0,1.0,amazon
7990,Jul 26 2019 19:17:37.413603000 MST,0.001103,3978,70.0,1.0,amazon
7991,Jul 26 2019 19:17:37.414498000 MST,0.000895,3978,70.0,1.0,amazon
7992,Jul 26 2019 19:17:37.415546000 MST,0.001048,3978,70.0,1.0,amazon
7993,Jul 26 2019 19:17:37.416415000 MST,0.000869,3978,70.0,1.0,amazon
7994,Jul 26 2019 19:17:37.417471000 MST,0.001056,3978,70.0,1.0,amazon
7995,Jul 26 2019 19:17:37.418545000 MST,0.001074,3978,70.0,1.0,amazon
7996,Jul 26 2019 19:17:37.419476000 MST,0.000931,3978,70.0,1.0,amazon
7997,Jul 26 2019 19:17:37.420532000 MST,0.001056,732,70.0,0.0,amazon
7998,Jul 26 2019 19:17:37.420568000 MST,3.6e-05,3978,70.0,1.0,amazon
7999,Jul 26 2019 19:17:37.421553000 MST,0.000985,3978,70.0,1.0,amazon
8000,Jul 26 2019 19:17:37.422440000 MST,0.000887,3978,70.0,1.0,amazon
8001,Jul 26 2019 19:17:37.423516000 MST,0.001076,3557,70.0,1.0,amazon
8002,Jul 26 2019 19:17:37.424570000 MST,0.001054,3978,70.0,1.0,amazon
8003,Jul 26 2019 19:17:37.425496000 MST,0.000926,3978,70.0,1.0,amazon
8004,Jul 26 2019 19:17:37.426542000 MST,0.001046,3978,70.0,1.0,amazon
8005,Jul 26 2019 19:17:37.427408000 MST,0.000866,3978,70.0,1.0,amazon
8006,Jul 26 2019 19:17:37.428480000 MST,0.001072,3978,70.0,1.0,amazon
8007,Jul 26 2019 19:17:37.429710000 MST,0.00123,982,70.0,0.0,amazon
8008,Jul 26 2019 19:17:37.429723000 MST,1.3e-05,3978,70.0,1.0,amazon
8009,Jul 26 2019 19:17:37.430429000 MST,0.000706,3978,70.0,1.0,amazon
8010,Jul 26 2019 19:17:37.431501000 MST,0.001072,3978,70.0,1.0,amazon
8011,Jul 26 2019 19:17:37.432557000 MST,0.001056,3978,70.0,1.0,amazon
8012,Jul 26 2019 19:17:37.433435000 MST,0.000878,3978,70.0,1.0,amazon
8013,Jul 26 2019 19:17:37.434503000 MST,0.001068,3978,70.0,1.0,amazon
8014,Jul 26 2019 19:17:37.435562000 MST,0.001059,3978,70.0,1.0,amazon
8015,Jul 26 2019 19:17:37.436451000 MST,0.000889,3978,70.0,1.0,amazon
8016,Jul 26 2019 19:17:37.437527000 MST,0.001076,3978,70.0,1.0,amazon
8017,Jul 26 2019 19:17:37.438478000 MST,0.000951,982,70.0,0.0,amazon
8018,Jul 26 2019 19:17:37.438504000 MST,2.6e-05,3978,70.0,1.0,amazon
8019,Jul 26 2019 19:17:37.439478000 MST,0.000974,268,70.0,0.0,amazon
8020,Jul 26 2019 19:17:37.439506000 MST,2.8e-05,3978,70.0,1.0,amazon
8021,Jul 26 2019 19:17:37.440543000 MST,0.001037,3978,70.0,1.0,amazon
8022,Jul 26 2019 19:17:37.441476000 MST,0.000933,3978,70.0,1.0,amazon
8023,Jul 26 2019 19:17:37.442498000 MST,0.001022,3978,70.0,1.0,amazon
8024,Jul 26 2019 19:17:37.443589000 MST,0.001091,3557,70.0,1.0,amazon
8025,Jul 26 2019 19:17:37.444434000 MST,0.000845,3978,70.0,1.0,amazon
8026,Jul 26 2019 19:17:37.445513000 MST,0.001079,3978,70.0,1.0,amazon
8027,Jul 26 2019 19:17:37.446563000 MST,0.00105,3978,70.0,1.0,amazon
8028,Jul 26 2019 19:17:37.447558000 MST,0.000995,1158,70.0,0.0,amazon
8029,Jul 26 2019 19:17:37.447584000 MST,2.6e-05,3978,70.0,1.0,amazon
8030,Jul 26 2019 19:17:37.448549000 MST,0.000965,500,70.0,0.0,amazon
8031,Jul 26 2019 19:17:37.448585000 MST,3.6e-05,3978,70.0,1.0,amazon
8032,Jul 26 2019 19:17:37.449409000 MST,0.000824,3978,70.0,1.0,amazon
8033,Jul 26 2019 19:17:37.450469000 MST,0.00106,3978,70.0,1.0,amazon
8034,Jul 26 2019 19:17:37.451544000 MST,0.001075,3978,70.0,1.0,amazon
8035,Jul 26 2019 19:17:37.452417000 MST,0.000873,3978,70.0,1.0,amazon
8036,Jul 26 2019 19:17:37.453485000 MST,0.001068,3978,70.0,1.0,amazon
8037,Jul 26 2019 19:17:37.454564000 MST,0.001079,3978,70.0,1.0,amazon
8038,Jul 26 2019 19:17:37.455433000 MST,0.000869,1158,70.0,1.0,amazon
8039,Jul 26 2019 19:17:37.456646000 MST,0.001213,1446,70.0,0.0,amazon
8040,Jul 26 2019 19:17:37.457607000 MST,0.000961,732,70.0,0.0,amazon
8041,Jul 26 2019 19:17:37.465693000 MST,0.008086,1707,70.0,0.0,amazon
8042,Jul 26 2019 19:17:37.471434000 MST,0.005741,548,70.0,0.0,amazon
8043,Jul 26 2019 19:17:37.489534000 MST,0.0181,1398,70.0,1.0,amazon
8044,Jul 26 2019 19:17:37.490553000 MST,0.001019,3978,70.0,1.0,amazon
8045,Jul 26 2019 19:17:37.491486000 MST,0.000933,548,70.0,0.0,amazon
8046,Jul 26 2019 19:17:37.511547000 MST,0.020061,548,70.0,0.0,amazon
8047,Jul 26 2019 19:17:37.531600000 MST,0.020053,548,70.0,0.0,amazon
8048,Jul 26 2019 19:17:37.540424000 MST,0.008824,47,70.0,0.0,amazon
8049,Jul 26 2019 19:17:37.549501000 MST,0.009077,340,70.0,0.0,amazon
8050,Jul 26 2019 19:17:37.585492000 MST,0.035991,708,70.0,1.0,amazon
8051,Jul 26 2019 19:17:37.587437000 MST,0.001945,2784,70.0,1.0,amazon
8052,Jul 26 2019 19:17:37.588487000 MST,0.00105,3978,70.0,1.0,amazon
8053,Jul 26 2019 19:17:37.589543000 MST,0.001056,3978,70.0,1.0,amazon
8054,Jul 26 2019 19:17:37.590431000 MST,0.000888,2592,70.0,1.0,amazon
8055,Jul 26 2019 19:17:37.591493000 MST,0.001062,2784,70.0,1.0,amazon
8056,Jul 26 2019 19:17:37.592384000 MST,0.000891,2784,70.0,1.0,amazon
8057,Jul 26 2019 19:17:37.593497000 MST,0.001113,2784,70.0,1.0,amazon
8058,Jul 26 2019 19:17:37.594514000 MST,0.001017,2784,70.0,1.0,amazon
8059,Jul 26 2019 19:17:37.596495000 MST,0.001981,3978,70.0,1.0,amazon
8060,Jul 26 2019 19:17:37.597569000 MST,0.001074,3978,70.0,1.0,amazon
8061,Jul 26 2019 19:17:37.598458000 MST,0.000889,3837,70.0,1.0,amazon
8062,Jul 26 2019 19:17:37.631498000 MST,0.03304,548,70.0,0.0,amazon
8063,Jul 26 2019 19:17:38.631503000 MST,1.000005,548,70.0,0.0,amazon
8064,Jul 26 2019 19:17:38.678449000 MST,0.046946,3978,70.0,1.0,amazon
8065,Jul 26 2019 19:17:38.679506000 MST,0.001057,3978,70.0,1.0,amazon
8066,Jul 26 2019 19:17:38.680388000 MST,0.000882,3978,70.0,1.0,amazon
8067,Jul 26 2019 19:17:38.681453000 MST,0.001065,3978,70.0,1.0,amazon
8068,Jul 26 2019 19:17:38.682546000 MST,0.001093,3978,70.0,1.0,amazon
8069,Jul 26 2019 19:17:38.683445000 MST,0.000899,1851,70.0,1.0,amazon
8070,Jul 26 2019 19:17:38.684471000 MST,0.001026,2784,70.0,1.0,amazon
8071,Jul 26 2019 19:17:38.685532000 MST,0.001061,3978,70.0,1.0,amazon
8072,Jul 26 2019 19:17:38.686448000 MST,0.000916,3978,70.0,1.0,amazon
8073,Jul 26 2019 19:17:38.687509000 MST,0.001061,2784,70.0,1.0,amazon
8074,Jul 26 2019 19:17:38.688395000 MST,0.000886,2784,70.0,1.0,amazon
8075,Jul 26 2019 19:17:38.689476000 MST,0.001081,2784,70.0,1.0,amazon
8076,Jul 26 2019 19:17:38.691437000 MST,0.001961,2784,70.0,1.0,amazon
8077,Jul 26 2019 19:17:38.692483000 MST,0.001046,3978,70.0,1.0,amazon
8078,Jul 26 2019 19:17:38.693544000 MST,0.001061,3978,70.0,1.0,amazon
8079,Jul 26 2019 19:17:38.694434000 MST,0.00089,3837,70.0,1.0,amazon
8080,Jul 26 2019 19:17:38.695503000 MST,0.001069,3978,70.0,1.0,amazon
8081,Jul 26 2019 19:17:38.696563000 MST,0.00106,2784,70.0,1.0,amazon
8082,Jul 26 2019 19:17:38.697463000 MST,0.0009,1398,70.0,1.0,amazon
8083,Jul 26 2019 19:17:38.698506000 MST,0.001043,1398,70.0,1.0,amazon
8084,Jul 26 2019 19:17:38.699406000 MST,0.0009,3978,70.0,1.0,amazon
8085,Jul 26 2019 19:17:38.700462000 MST,0.001056,3978,70.0,1.0,amazon
8086,Jul 26 2019 19:17:38.701522000 MST,0.00106,2784,70.0,1.0,amazon
8087,Jul 26 2019 19:17:38.702410000 MST,0.000888,2784,70.0,1.0,amazon
8088,Jul 26 2019 19:17:38.703492000 MST,0.001082,2784,70.0,1.0,amazon
8089,Jul 26 2019 19:17:38.704562000 MST,0.00107,2784,70.0,1.0,amazon
8090,Jul 26 2019 19:17:38.705491000 MST,0.000929,1398,70.0,1.0,amazon
8091,Jul 26 2019 19:17:38.706494000 MST,0.001003,3978,70.0,1.0,amazon
8092,Jul 26 2019 19:17:38.707560000 MST,0.001066,3978,70.0,1.0,amazon
8093,Jul 26 2019 19:17:38.708446000 MST,0.000886,3837,70.0,1.0,amazon
8094,Jul 26 2019 19:17:38.709529000 MST,0.001083,2784,70.0,1.0,amazon
8095,Jul 26 2019 19:17:38.710433000 MST,0.000904,1398,70.0,1.0,amazon
8096,Jul 26 2019 19:17:38.711503000 MST,0.00107,548,70.0,0.0,amazon
8097,Jul 26 2019 19:17:38.711560000 MST,5.7e-05,2784,70.0,1.0,amazon
8098,Jul 26 2019 19:17:38.712530000 MST,0.00097,1398,70.0,1.0,amazon
8099,Jul 26 2019 19:17:38.713434000 MST,0.000904,3978,70.0,1.0,amazon
8100,Jul 26 2019 19:17:38.714478000 MST,0.001044,3978,70.0,1.0,amazon
8101,Jul 26 2019 19:17:38.715549000 MST,0.001071,2784,70.0,1.0,amazon
8102,Jul 26 2019 19:17:38.716464000 MST,0.000915,2784,70.0,1.0,amazon
8103,Jul 26 2019 19:17:38.717500000 MST,0.001036,2784,70.0,1.0,amazon
8104,Jul 26 2019 19:17:38.718595000 MST,0.001095,2784,70.0,1.0,amazon
8105,Jul 26 2019 19:17:38.719491000 MST,0.000896,2784,70.0,1.0,amazon
8106,Jul 26 2019 19:17:38.720548000 MST,0.001057,2784,70.0,1.0,amazon
8107,Jul 26 2019 19:17:38.721442000 MST,0.000894,3978,70.0,1.0,amazon
8108,Jul 26 2019 19:17:38.722514000 MST,0.001072,3978,70.0,1.0,amazon
8109,Jul 26 2019 19:17:38.723528000 MST,0.001014,2784,70.0,1.0,amazon
8110,Jul 26 2019 19:17:38.724461000 MST,0.000933,2784,70.0,1.0,amazon
8111,Jul 26 2019 19:17:38.725493000 MST,0.001032,2784,70.0,1.0,amazon
8112,Jul 26 2019 19:17:38.726590000 MST,0.001097,3978,70.0,1.0,amazon
8113,Jul 26 2019 19:17:38.727488000 MST,0.000898,3978,70.0,1.0,amazon
8114,Jul 26 2019 19:17:38.728513000 MST,0.001025,2784,70.0,1.0,amazon
8115,Jul 26 2019 19:17:38.729588000 MST,0.001075,2784,70.0,1.0,amazon
8116,Jul 26 2019 19:17:38.730486000 MST,0.000898,2784,70.0,1.0,amazon
8117,Jul 26 2019 19:17:38.731551000 MST,0.001065,548,70.0,0.0,amazon
8118,Jul 26 2019 19:17:38.731585000 MST,3.4e-05,2784,70.0,1.0,amazon
8119,Jul 26 2019 19:17:38.732407000 MST,0.000822,1398,70.0,1.0,amazon
8120,Jul 26 2019 19:17:38.733477000 MST,0.00107,2784,70.0,1.0,amazon
8121,Jul 26 2019 19:17:38.734530000 MST,0.001053,1206,70.0,1.0,amazon
8122,Jul 26 2019 19:17:38.751615000 MST,0.017085,548,70.0,0.0,amazon
8123,Jul 26 2019 19:17:38.811589000 MST,0.059974,548,70.0,0.0,amazon
8124,Jul 26 2019 19:17:40.711513000 MST,1.899924,548,70.0,0.0,amazon
8125,Jul 26 2019 19:17:40.759515000 MST,0.048002,3978,70.0,1.0,amazon
8126,Jul 26 2019 19:17:40.760407000 MST,0.000892,3978,70.0,1.0,amazon
8127,Jul 26 2019 19:17:40.761466000 MST,0.001059,3978,70.0,1.0,amazon
8128,Jul 26 2019 19:17:40.762570000 MST,0.001104,3978,70.0,1.0,amazon
8129,Jul 26 2019 19:17:40.763446000 MST,0.000876,3197,70.0,1.0,amazon
8130,Jul 26 2019 19:17:40.764483000 MST,0.001037,2784,70.0,1.0,amazon
8131,Jul 26 2019 19:17:40.765380000 MST,0.000897,1398,70.0,1.0,amazon
8132,Jul 26 2019 19:17:40.766438000 MST,0.001058,3978,70.0,1.0,amazon
8133,Jul 26 2019 19:17:40.767524000 MST,0.001086,3978,70.0,1.0,amazon
8134,Jul 26 2019 19:17:40.768419000 MST,0.000895,2307,70.0,1.0,amazon
8135,Jul 26 2019 19:17:40.770554000 MST,0.002135,64,70.0,1.0,amazon
8136,Jul 26 2019 19:17:40.791528000 MST,0.020974,548,70.0,0.0,amazon
8137,Jul 26 2019 19:17:40.800634000 MST,0.009106,886,70.0,0.0,amazon
8138,Jul 26 2019 19:17:40.809500000 MST,0.008866,1158,70.0,0.0,amazon
8139,Jul 26 2019 19:17:40.833552000 MST,0.024052,1398,70.0,1.0,amazon
8140,Jul 26 2019 19:17:40.834410000 MST,0.000858,1398,70.0,1.0,amazon
8141,Jul 26 2019 19:17:40.851505000 MST,0.017095,548,70.0,0.0,amazon
8142,Jul 26 2019 19:17:40.854457000 MST,0.002952,708,70.0,1.0,amazon
8143,Jul 26 2019 19:17:40.855540000 MST,0.001083,2784,70.0,1.0,amazon
8144,Jul 26 2019 19:17:40.856394000 MST,0.000854,3978,70.0,1.0,amazon
8145,Jul 26 2019 19:17:40.857477000 MST,0.001083,3557,70.0,1.0,amazon
8146,Jul 26 2019 19:17:40.858572000 MST,0.001095,2976,70.0,1.0,amazon
8147,Jul 26 2019 19:17:40.860485000 MST,0.001913,2784,70.0,1.0,amazon
8148,Jul 26 2019 19:17:40.861567000 MST,0.001082,2784,70.0,1.0,amazon
8149,Jul 26 2019 19:17:40.862488000 MST,0.000921,1398,70.0,1.0,amazon
8150,Jul 26 2019 19:17:40.863523000 MST,0.001035,1398,70.0,1.0,amazon
8151,Jul 26 2019 19:17:40.864407000 MST,0.000884,2784,70.0,1.0,amazon
8152,Jul 26 2019 19:17:40.866575000 MST,0.002168,3978,70.0,1.0,amazon
8153,Jul 26 2019 19:17:40.867415000 MST,0.00084,3978,70.0,1.0,amazon
8154,Jul 26 2019 19:17:40.868486000 MST,0.001071,2784,70.0,1.0,amazon
8155,Jul 26 2019 19:17:40.869557000 MST,0.001071,1398,70.0,1.0,amazon
8156,Jul 26 2019 19:17:40.870435000 MST,0.000878,1398,70.0,1.0,amazon
8157,Jul 26 2019 19:17:40.871535000 MST,0.0011,548,70.0,0.0,amazon
8158,Jul 26 2019 19:17:40.871570000 MST,3.5e-05,2784,70.0,1.0,amazon
8159,Jul 26 2019 19:17:40.872576000 MST,0.001006,2784,70.0,1.0,amazon
8160,Jul 26 2019 19:17:40.874540000 MST,0.001964,3978,70.0,1.0,amazon
8161,Jul 26 2019 19:17:40.875444000 MST,0.000904,3978,70.0,1.0,amazon
8162,Jul 26 2019 19:17:40.876469000 MST,0.001025,1398,70.0,1.0,amazon
8163,Jul 26 2019 19:17:40.877570000 MST,0.001101,1398,70.0,1.0,amazon
8164,Jul 26 2019 19:17:40.878451000 MST,0.000881,2784,70.0,1.0,amazon
8165,Jul 26 2019 19:17:40.879540000 MST,0.001089,2784,70.0,1.0,amazon
8166,Jul 26 2019 19:17:40.880622000 MST,0.001082,1398,70.0,1.0,amazon
8167,Jul 26 2019 19:17:40.881416000 MST,0.000794,1398,70.0,1.0,amazon
8168,Jul 26 2019 19:17:40.882505000 MST,0.001089,2784,70.0,1.0,amazon
8169,Jul 26 2019 19:17:40.884457000 MST,0.001952,3978,70.0,1.0,amazon
8170,Jul 26 2019 19:17:40.885560000 MST,0.001103,3978,70.0,1.0,amazon
8171,Jul 26 2019 19:17:40.886458000 MST,0.000898,2784,70.0,1.0,amazon
8172,Jul 26 2019 19:17:40.888566000 MST,0.002108,2784,70.0,1.0,amazon
8173,Jul 26 2019 19:17:40.889454000 MST,0.000888,2784,70.0,1.0,amazon
8174,Jul 26 2019 19:17:40.890511000 MST,0.001057,1398,70.0,1.0,amazon
8175,Jul 26 2019 19:17:40.891584000 MST,0.001073,548,70.0,0.0,amazon
8176,Jul 26 2019 19:17:40.891624000 MST,4e-05,1398,70.0,1.0,amazon
8177,Jul 26 2019 19:17:40.892444000 MST,0.00082,1398,70.0,1.0,amazon
8178,Jul 26 2019 19:17:40.893541000 MST,0.001097,3978,70.0,1.0,amazon
8179,Jul 26 2019 19:17:40.894622000 MST,0.001081,2592,70.0,1.0,amazon
8180,Jul 26 2019 19:17:40.895428000 MST,0.000806,2784,70.0,1.0,amazon
8181,Jul 26 2019 19:17:40.896540000 MST,0.001112,2784,70.0,1.0,amazon
8182,Jul 26 2019 19:17:40.897468000 MST,0.000928,1398,70.0,1.0,amazon
8183,Jul 26 2019 19:17:40.898498000 MST,0.00103,1398,70.0,1.0,amazon
8184,Jul 26 2019 19:17:40.899566000 MST,0.001068,2784,70.0,1.0,amazon
8185,Jul 26 2019 19:17:40.900430000 MST,0.000864,1398,70.0,1.0,amazon
8186,Jul 26 2019 19:17:40.901514000 MST,0.001084,1398,70.0,1.0,amazon
8187,Jul 26 2019 19:17:40.902568000 MST,0.001054,3978,70.0,1.0,amazon
8188,Jul 26 2019 19:17:40.903482000 MST,0.000914,3557,70.0,1.0,amazon
8189,Jul 26 2019 19:17:40.904505000 MST,0.001023,1707,70.0,1.0,amazon
8190,Jul 26 2019 19:17:40.905599000 MST,0.001094,1398,70.0,1.0,amazon
8191,Jul 26 2019 19:17:40.906480000 MST,0.000881,2784,70.0,1.0,amazon
8192,Jul 26 2019 19:17:40.908418000 MST,0.001938,2784,70.0,1.0,amazon
8193,Jul 26 2019 19:17:40.909501000 MST,0.001083,2784,70.0,1.0,amazon
8194,Jul 26 2019 19:17:40.910562000 MST,0.001061,2784,70.0,1.0,amazon
8195,Jul 26 2019 19:17:40.911458000 MST,0.000896,548,70.0,0.0,amazon
8196,Jul 26 2019 19:17:40.912488000 MST,0.00103,3978,70.0,1.0,amazon
8197,Jul 26 2019 19:17:40.913596000 MST,0.001108,3978,70.0,1.0,amazon
8198,Jul 26 2019 19:17:40.914462000 MST,0.000866,1398,70.0,1.0,amazon
8199,Jul 26 2019 19:17:40.915486000 MST,0.001024,1398,70.0,1.0,amazon
8200,Jul 26 2019 19:17:40.916628000 MST,0.001142,2784,70.0,1.0,amazon
8201,Jul 26 2019 19:17:40.917479000 MST,0.000851,2784,70.0,1.0,amazon
8202,Jul 26 2019 19:17:40.918528000 MST,0.001049,1398,70.0,1.0,amazon
8203,Jul 26 2019 19:17:40.919398000 MST,0.00087,1398,70.0,1.0,amazon
8204,Jul 26 2019 19:17:40.920477000 MST,0.001079,112,70.0,0.0,amazon
8205,Jul 26 2019 19:17:40.920519000 MST,4.2e-05,2784,70.0,1.0,amazon
8206,Jul 26 2019 19:17:40.921551000 MST,0.001032,3978,70.0,1.0,amazon
8207,Jul 26 2019 19:17:40.922427000 MST,0.000876,3978,70.0,1.0,amazon
8208,Jul 26 2019 19:17:40.923522000 MST,0.001095,1398,70.0,1.0,amazon
8209,Jul 26 2019 19:17:40.924556000 MST,0.001034,1398,70.0,1.0,amazon
8210,Jul 26 2019 19:17:40.925487000 MST,0.000931,2784,70.0,1.0,amazon
8211,Jul 26 2019 19:17:40.926524000 MST,0.001037,1398,70.0,1.0,amazon
8212,Jul 26 2019 19:17:40.927577000 MST,0.001053,1398,70.0,1.0,amazon
8213,Jul 26 2019 19:17:40.928453000 MST,0.000876,2784,70.0,1.0,amazon
8214,Jul 26 2019 19:17:40.929546000 MST,0.001093,404,70.0,0.0,amazon
8215,Jul 26 2019 19:17:40.929580000 MST,3.4e-05,3978,70.0,1.0,amazon
8216,Jul 26 2019 19:17:40.930408000 MST,0.000828,1398,70.0,1.0,amazon
8217,Jul 26 2019 19:17:40.931480000 MST,0.001072,2784,70.0,1.0,amazon
8218,Jul 26 2019 19:17:40.932541000 MST,0.001061,2784,70.0,1.0,amazon
8219,Jul 26 2019 19:17:40.933433000 MST,0.000892,1398,70.0,1.0,amazon
8220,Jul 26 2019 19:17:40.934483000 MST,0.00105,1398,70.0,1.0,amazon
8221,Jul 26 2019 19:17:40.935558000 MST,0.001075,2784,70.0,1.0,amazon
8222,Jul 26 2019 19:17:40.936435000 MST,0.000877,2784,70.0,1.0,amazon
8223,Jul 26 2019 19:17:40.937508000 MST,0.001073,1398,70.0,1.0,amazon
8224,Jul 26 2019 19:17:40.938432000 MST,0.000924,660,70.0,0.0,amazon
8225,Jul 26 2019 19:17:40.938465000 MST,3.3e-05,452,70.0,1.0,amazon
8226,Jul 26 2019 19:17:40.951566000 MST,0.013101,548,70.0,0.0,amazon
8227,Jul 26 2019 19:17:40.971442000 MST,0.019876,548,70.0,0.0,amazon
8228,Jul 26 2019 19:17:42.251670000 MST,1.280228,548,70.0,0.0,amazon
8229,Jul 26 2019 19:17:42.296456000 MST,0.044786,708,70.0,1.0,amazon
8230,Jul 26 2019 19:17:42.310472000 MST,0.014016,1398,70.0,1.0,amazon
8231,Jul 26 2019 19:17:42.311529000 MST,0.001057,2784,70.0,1.0,amazon
8232,Jul 26 2019 19:17:42.312405000 MST,0.000876,3978,70.0,1.0,amazon
8233,Jul 26 2019 19:17:42.313470000 MST,0.001065,2592,70.0,1.0,amazon
8234,Jul 26 2019 19:17:42.314536000 MST,0.001066,2784,70.0,1.0,amazon
8235,Jul 26 2019 19:17:42.315450000 MST,0.000914,2784,70.0,1.0,amazon
8236,Jul 26 2019 19:17:42.316465000 MST,0.001015,1398,70.0,1.0,amazon
8237,Jul 26 2019 19:17:42.317555000 MST,0.00109,1398,70.0,1.0,amazon
8238,Jul 26 2019 19:17:42.318466000 MST,0.000911,2784,70.0,1.0,amazon
8239,Jul 26 2019 19:17:42.319549000 MST,0.001083,2784,70.0,1.0,amazon
8240,Jul 26 2019 19:17:42.321473000 MST,0.001924,3978,70.0,1.0,amazon
8241,Jul 26 2019 19:17:42.322548000 MST,0.001075,3978,70.0,1.0,amazon
8242,Jul 26 2019 19:17:42.323423000 MST,0.000875,1398,70.0,1.0,amazon
8243,Jul 26 2019 19:17:42.324479000 MST,0.001056,2067,70.0,1.0,amazon
8244,Jul 26 2019 19:17:42.331447000 MST,0.006968,548,70.0,0.0,amazon
8245,Jul 26 2019 19:17:42.351495000 MST,0.020048,548,70.0,0.0,amazon
8246,Jul 26 2019 19:17:42.360554000 MST,0.009059,372,70.0,0.0,amazon
8247,Jul 26 2019 19:17:42.471438000 MST,0.110884,548,70.0,0.0,amazon
8248,Jul 26 2019 19:17:42.480607000 MST,0.009169,1707,70.0,0.0,amazon
8249,Jul 26 2019 19:17:42.481703000 MST,0.001096,1707,70.0,0.0,amazon
8250,Jul 26 2019 19:17:42.482531000 MST,0.000828,1707,70.0,0.0,amazon
8251,Jul 26 2019 19:17:42.483645000 MST,0.001114,1542,70.0,0.0,amazon
8252,Jul 26 2019 19:17:42.484668000 MST,0.001023,1707,70.0,0.0,amazon
8253,Jul 26 2019 19:17:42.485602000 MST,0.000934,1707,70.0,0.0,amazon
8254,Jul 26 2019 19:17:42.486613000 MST,0.001011,1707,70.0,0.0,amazon
8255,Jul 26 2019 19:17:42.487667000 MST,0.001054,1707,70.0,0.0,amazon
8256,Jul 26 2019 19:17:42.488470000 MST,0.000803,790,70.0,0.0,amazon
8257,Jul 26 2019 19:17:42.489614000 MST,0.001144,1707,70.0,0.0,amazon
8258,Jul 26 2019 19:17:42.490661000 MST,0.001047,1707,70.0,0.0,amazon
8259,Jul 26 2019 19:17:42.491551000 MST,0.00089,1707,70.0,0.0,amazon
8260,Jul 26 2019 19:17:42.492663000 MST,0.001112,1707,70.0,0.0,amazon
8261,Jul 26 2019 19:17:42.493504000 MST,0.000841,1707,70.0,0.0,amazon
8262,Jul 26 2019 19:17:42.494577000 MST,0.001073,1707,70.0,0.0,amazon
8263,Jul 26 2019 19:17:42.495658000 MST,0.001081,1707,70.0,0.0,amazon
8264,Jul 26 2019 19:17:42.548424000 MST,0.052766,128,70.0,1.0,amazon
8265,Jul 26 2019 19:17:42.551412000 MST,0.002988,72,70.0,1.0,amazon
8266,Jul 26 2019 19:17:42.552443000 MST,0.001031,72,70.0,1.0,amazon
8267,Jul 26 2019 19:17:42.553518000 MST,0.001075,72,70.0,1.0,amazon
8268,Jul 26 2019 19:17:42.571495000 MST,0.017977,548,70.0,0.0,amazon
8269,Jul 26 2019 19:17:42.580684000 MST,0.009189,1707,70.0,0.0,amazon
8270,Jul 26 2019 19:17:42.581540000 MST,0.000856,1707,70.0,0.0,amazon
8271,Jul 26 2019 19:17:42.582579000 MST,0.001039,1707,70.0,0.0,amazon
8272,Jul 26 2019 19:17:42.583646000 MST,0.001067,1542,70.0,0.0,amazon
8273,Jul 26 2019 19:17:42.584534000 MST,0.000888,1707,70.0,0.0,amazon
8274,Jul 26 2019 19:17:42.585612000 MST,0.001078,1707,70.0,0.0,amazon
8275,Jul 26 2019 19:17:42.586656000 MST,0.001044,1707,70.0,0.0,amazon
8276,Jul 26 2019 19:17:42.587547000 MST,0.000891,1707,70.0,0.0,amazon
8277,Jul 26 2019 19:17:42.588609000 MST,0.001062,1707,70.0,0.0,amazon
8278,Jul 26 2019 19:17:42.589687000 MST,0.001078,1707,70.0,0.0,amazon
8279,Jul 26 2019 19:17:42.590556000 MST,0.000869,1707,70.0,0.0,amazon
8280,Jul 26 2019 19:17:42.591625000 MST,0.001069,1707,70.0,0.0,amazon
8281,Jul 26 2019 19:17:42.592514000 MST,0.000889,1707,70.0,0.0,amazon
8282,Jul 26 2019 19:17:42.593594000 MST,0.00108,1707,70.0,0.0,amazon
8283,Jul 26 2019 19:17:42.594636000 MST,0.001042,1707,70.0,0.0,amazon
8284,Jul 26 2019 19:17:42.595539000 MST,0.000903,1707,70.0,0.0,amazon
8285,Jul 26 2019 19:17:42.596594000 MST,0.001055,1707,70.0,0.0,amazon
8286,Jul 26 2019 19:17:42.597668000 MST,0.001074,1707,70.0,0.0,amazon
8287,Jul 26 2019 19:17:42.598547000 MST,0.000879,1707,70.0,0.0,amazon
8288,Jul 26 2019 19:17:42.599608000 MST,0.001061,1707,70.0,0.0,amazon
8289,Jul 26 2019 19:17:42.648458000 MST,0.04885,72,70.0,1.0,amazon
8290,Jul 26 2019 19:17:42.649529000 MST,0.001071,72,70.0,1.0,amazon
8291,Jul 26 2019 19:17:42.650430000 MST,0.000901,72,70.0,1.0,amazon
8292,Jul 26 2019 19:17:42.652532000 MST,0.002102,72,70.0,1.0,amazon
8293,Jul 26 2019 19:17:42.654480000 MST,0.001948,72,70.0,1.0,amazon
8294,Jul 26 2019 19:17:42.656458000 MST,0.001978,128,70.0,1.0,amazon
8295,Jul 26 2019 19:17:42.659458000 MST,0.003,72,70.0,1.0,amazon
8296,Jul 26 2019 19:17:42.660540000 MST,0.001082,72,70.0,1.0,amazon
8297,Jul 26 2019 19:17:42.662501000 MST,0.001961,72,70.0,1.0,amazon
8298,Jul 26 2019 19:17:42.671578000 MST,0.009077,548,70.0,0.0,amazon
