frame.number,frame.time,frame.time_delta,,frame.len,mac-lte.rnti,mac-lte.direction
53,Jul 26 2019 19:43:13.401800000 MST,0.008879,1.133958,208,70,0
54,Jul 26 2019 19:43:13.401824000 MST,0.000024,1.133982,188,70,1
55,Jul 26 2019 19:43:13.405831000 MST,0.004007,1.137989,72,70,1
56,Jul 26 2019 19:43:13.432846000 MST,0.027015,1.165004,548,70,0
57,Jul 26 2019 19:43:13.442732000 MST,0.009886,1.17489,284,70,1
58,Jul 26 2019 19:43:13.444888000 MST,0.002156,1.177046,72,70,1
59,Jul 26 2019 19:43:13.445754000 MST,0.000866,1.177912,308,70,1
60,Jul 26 2019 19:43:13.472942000 MST,0.027188,1.2051,548,70,0
61,Jul 26 2019 19:43:13.512870000 MST,0.039928,1.245028,548,70,0
62,Jul 26 2019 19:43:13.516898000 MST,0.004028,1.249056,72,70,1
63,Jul 26 2019 19:43:13.552788000 MST,0.03589,1.284946,548,70,0
64,Jul 26 2019 19:43:13.592839000 MST,0.040051,1.324997,160,70,1
65,Jul 26 2019 19:43:13.598865000 MST,0.006026,1.331023,388,70,1
66,Jul 26 2019 19:43:13.652861000 MST,0.053996,1.385019,548,70,0
67,Jul 26 2019 19:43:13.992864000 MST,0.340003,1.725022,548,70,0
68,Jul 26 2019 19:43:14.005960000 MST,0.013096,1.738118,88,70,1
69,Jul 26 2019 19:43:14.032960000 MST,0.027,1.765118,548,70,0
70,Jul 26 2019 19:43:14.045892000 MST,0.012932,1.77805,72,70,1
71,Jul 26 2019 19:43:14.072852000 MST,0.02696,1.80501,1398,70,1
72,Jul 26 2019 19:43:14.073883000 MST,0.001031,1.806041,1851,70,1
73,Jul 26 2019 19:43:14.092935000 MST,0.019052,1.825093,548,70,0
74,Jul 26 2019 19:43:14.112955000 MST,0.02002,1.845113,548,70,0
75,Jul 26 2019 19:43:14.125895000 MST,0.01294,1.858053,364,70,1
76,Jul 26 2019 19:43:14.152857000 MST,0.026962,1.885015,548,70,0
77,Jul 26 2019 19:43:14.161867000 MST,0.00901,1.894025,28,70,0
78,Jul 26 2019 19:43:14.174849000 MST,0.012982,1.907007,176,70,1
79,Jul 26 2019 19:43:14.175879000 MST,0.00103,1.908037,284,70,1
80,Jul 26 2019 19:43:14.199822000 MST,0.023943,1.93198,176,70,1
81,Jul 26 2019 19:43:14.212827000 MST,0.013005,1.944985,548,70,0
82,Jul 26 2019 19:43:14.232897000 MST,0.02007,1.965055,548,70,0
83,Jul 26 2019 19:43:14.245815000 MST,0.012918,1.977973,88,70,1
84,Jul 26 2019 19:43:14.272822000 MST,0.027007,2.00498,548,70,0
85,Jul 26 2019 19:43:14.276836000 MST,0.004014,2.008994,72,70,1
86,Jul 26 2019 19:43:14.277905000 MST,0.001069,2.010063,72,70,1
87,Jul 26 2019 19:43:14.285922000 MST,0.008017,2.01808,72,70,1
88,Jul 26 2019 19:43:14.312916000 MST,0.026994,2.045074,548,70,0
89,Jul 26 2019 19:43:14.313736000 MST,0.00082,2.045894,3677,70,1
90,Jul 26 2019 19:43:14.321917000 MST,0.008181,2.054075,100,70,0
91,Jul 26 2019 19:43:14.332956000 MST,0.011039,2.065114,548,70,0
92,Jul 26 2019 19:43:14.372869000 MST,0.039913,2.105027,548,70,0
93,Jul 26 2019 19:43:14.377789000 MST,0.00492,2.109947,64,70,1
94,Jul 26 2019 19:43:14.378852000 MST,0.001063,2.11101,1302,70,1
95,Jul 26 2019 19:43:14.379740000 MST,0.000888,2.111898,3837,70,1
96,Jul 26 2019 19:43:14.385805000 MST,0.006065,2.117963,364,70,1
97,Jul 26 2019 19:43:14.388785000 MST,0.00298,2.120943,64,70,1
98,Jul 26 2019 19:43:14.389860000 MST,0.001075,2.122018,1302,70,1
99,Jul 26 2019 19:43:14.390738000 MST,0.000878,2.122896,3978,70,1
100,Jul 26 2019 19:43:14.391808000 MST,0.00107,2.123966,822,70,1
101,Jul 26 2019 19:43:14.412795000 MST,0.020987,2.144953,548,70,0
102,Jul 26 2019 19:43:14.415766000 MST,0.002971,2.147924,1014,70,1
103,Jul 26 2019 19:43:14.421807000 MST,0.006041,2.153965,64,70,0
104,Jul 26 2019 19:43:14.430871000 MST,0.009064,2.163029,340,70,0
105,Jul 26 2019 19:43:14.438835000 MST,0.007964,2.170993,72,70,1
106,Jul 26 2019 19:43:14.472942000 MST,0.034107,2.2051,548,70,0
107,Jul 26 2019 19:43:14.477869000 MST,0.004927,2.210027,1851,70,1
108,Jul 26 2019 19:43:14.496839000 MST,0.01897,2.228997,120,70,1
109,Jul 26 2019 19:43:14.512859000 MST,0.01602,2.245017,548,70,0
110,Jul 26 2019 19:43:14.521932000 MST,0.009073,2.25409,732,70,0
111,Jul 26 2019 19:43:14.537835000 MST,0.015903,2.269993,72,70,1
112,Jul 26 2019 19:43:14.572843000 MST,0.035008,2.305001,548,70,0
113,Jul 26 2019 19:43:14.576863000 MST,0.00402,2.309021,64,70,1
114,Jul 26 2019 19:43:14.578811000 MST,0.001948,2.310969,120,70,1
115,Jul 26 2019 19:43:14.596733000 MST,0.017922,2.328891,420,70,1
116,Jul 26 2019 19:43:14.612932000 MST,0.016199,2.34509,548,70,0
117,Jul 26 2019 19:43:14.621859000 MST,0.008927,2.354017,660,70,0
118,Jul 26 2019 19:43:14.630906000 MST,0.009047,2.363064,886,70,0
119,Jul 26 2019 19:43:14.638834000 MST,0.007928,2.370992,1302,70,1
120,Jul 26 2019 19:43:14.639851000 MST,0.001017,2.372009,3837,70,1
121,Jul 26 2019 19:43:14.672930000 MST,0.033079,2.405088,548,70,0
122,Jul 26 2019 19:43:14.686868000 MST,0.013938,2.419026,64,70,1
123,Jul 26 2019 19:43:14.692811000 MST,0.005943,2.424969,548,70,0
124,Jul 26 2019 19:43:14.705890000 MST,0.013079,2.438048,420,70,1
125,Jul 26 2019 19:43:14.707809000 MST,0.001919,2.439967,232,70,1
126,Jul 26 2019 19:43:14.710836000 MST,0.003027,2.442994,2139,70,1
127,Jul 26 2019 19:43:14.732905000 MST,0.022069,2.465063,548,70,0
128,Jul 26 2019 19:43:14.737801000 MST,0.004896,2.469959,1851,70,1
129,Jul 26 2019 19:43:14.738854000 MST,0.001053,2.471012,918,70,1
130,Jul 26 2019 19:43:14.742061000 MST,0.003207,2.474219,1707,70,0
131,Jul 26 2019 19:43:14.742805000 MST,0.000744,2.474963,140,70,0
132,Jul 26 2019 19:43:14.750919000 MST,0.008114,2.483077,1707,70,0
133,Jul 26 2019 19:43:14.750932000 MST,0.000013,2.48309,88,70,1
134,Jul 26 2019 19:43:14.752943000 MST,0.002011,2.485101,548,70,0
135,Jul 26 2019 19:43:14.772810000 MST,0.019867,2.504968,548,70,0
136,Jul 26 2019 19:43:14.781845000 MST,0.009035,2.514003,268,70,0
137,Jul 26 2019 19:43:14.790840000 MST,0.008995,2.522998,72,70,1
138,Jul 26 2019 19:43:14.792855000 MST,0.002015,2.525013,548,70,0
139,Jul 26 2019 19:43:14.794793000 MST,0.001938,2.526951,3978,70,1
140,Jul 26 2019 19:43:14.795824000 MST,0.001031,2.527982,2139,70,1
141,Jul 26 2019 19:43:14.796899000 MST,0.001075,2.529057,72,70,1
142,Jul 26 2019 19:43:14.802003000 MST,0.005104,2.534161,1707,70,0
143,Jul 26 2019 19:43:14.802807000 MST,0.000804,2.534965,886,70,0
144,Jul 26 2019 19:43:14.807882000 MST,0.005075,2.54004,64,70,1
145,Jul 26 2019 19:43:14.811037000 MST,0.003155,2.543195,1707,70,0
146,Jul 26 2019 19:43:14.814797000 MST,0.00376,2.546955,72,70,1
147,Jul 26 2019 19:43:14.818874000 MST,0.004077,2.551032,1446,70,1
148,Jul 26 2019 19:43:14.832949000 MST,0.014075,2.565107,548,70,0
149,Jul 26 2019 19:43:14.836800000 MST,0.003851,2.568958,64,70,1
150,Jul 26 2019 19:43:14.838746000 MST,0.001946,2.570904,120,70,1
151,Jul 26 2019 19:43:14.841940000 MST,0.003194,2.574098,1707,70,0
152,Jul 26 2019 19:43:14.842994000 MST,0.001054,2.575152,1707,70,0
153,Jul 26 2019 19:43:14.844042000 MST,0.001048,2.5762,1707,70,0
154,Jul 26 2019 19:43:14.844833000 MST,0.000791,2.576991,452,70,0
155,Jul 26 2019 19:43:14.850970000 MST,0.006137,2.583128,1707,70,0
156,Jul 26 2019 19:43:14.850996000 MST,0.000026,2.583154,388,70,1
157,Jul 26 2019 19:43:14.852026000 MST,0.00103,2.584184,1707,70,0
158,Jul 26 2019 19:43:14.852056000 MST,0.00003,2.584214,72,70,1
159,Jul 26 2019 19:43:14.852915000 MST,0.000859,2.585073,1707,70,0
160,Jul 26 2019 19:43:14.853958000 MST,0.001043,2.586116,1446,70,0
161,Jul 26 2019 19:43:14.866799000 MST,0.012841,2.598957,64,70,1
162,Jul 26 2019 19:43:14.867850000 MST,0.001051,2.600008,64,70,1
163,Jul 26 2019 19:43:14.872863000 MST,0.005013,2.605021,548,70,0
164,Jul 26 2019 19:43:14.881966000 MST,0.009103,2.614124,1158,70,0
165,Jul 26 2019 19:43:14.890752000 MST,0.008786,2.62291,72,70,1
166,Jul 26 2019 19:43:14.905842000 MST,0.01509,2.638,100,70,1
167,Jul 26 2019 19:43:14.906887000 MST,0.001045,2.639045,308,70,1
168,Jul 26 2019 19:43:14.908837000 MST,0.00195,2.640995,308,70,1
169,Jul 26 2019 19:43:14.912793000 MST,0.003956,2.644951,548,70,0
170,Jul 26 2019 19:43:14.926760000 MST,0.013967,2.658918,420,70,1
171,Jul 26 2019 19:43:14.932854000 MST,0.006094,2.665012,548,70,0
172,Jul 26 2019 19:43:14.946804000 MST,0.01395,2.678962,64,70,1
173,Jul 26 2019 19:43:14.952943000 MST,0.006139,2.685101,548,70,0
174,Jul 26 2019 19:43:14.962076000 MST,0.009133,2.694234,1707,70,0
175,Jul 26 2019 19:43:14.962960000 MST,0.000884,2.695118,1707,70,0
176,Jul 26 2019 19:43:14.964057000 MST,0.001097,2.696215,1707,70,0
177,Jul 26 2019 19:43:14.964796000 MST,0.000739,2.696954,452,70,0
178,Jul 26 2019 19:43:14.970941000 MST,0.006145,2.703099,1707,70,0
179,Jul 26 2019 19:43:14.972054000 MST,0.001113,2.704212,1707,70,0
180,Jul 26 2019 19:43:14.973069000 MST,0.001015,2.705227,1707,70,0
181,Jul 26 2019 19:43:14.988899000 MST,0.01583,2.721057,886,70,1
182,Jul 26 2019 19:43:14.996891000 MST,0.007992,2.729049,108,70,1
183,Jul 26 2019 19:43:15.026869000 MST,0.029978,2.759027,64,70,1
184,Jul 26 2019 19:43:15.027925000 MST,0.001056,2.760083,64,70,1
185,Jul 26 2019 19:43:15.032954000 MST,0.005029,2.765112,548,70,0
186,Jul 26 2019 19:43:15.040885000 MST,0.007931,2.773043,420,70,1
187,Jul 26 2019 19:43:15.041830000 MST,0.000945,2.773988,548,70,0
188,Jul 26 2019 19:43:15.050878000 MST,0.009048,2.783036,790,70,0
189,Jul 26 2019 19:43:15.067870000 MST,0.016992,2.800028,72,70,1
190,Jul 26 2019 19:43:15.089862000 MST,0.021992,2.82202,364,70,1
191,Jul 26 2019 19:43:15.097872000 MST,0.00801,2.83003,64,70,1
192,Jul 26 2019 19:43:15.105867000 MST,0.007995,2.838025,64,70,1
193,Jul 26 2019 19:43:15.112975000 MST,0.007108,2.845133,548,70,0
194,Jul 26 2019 19:43:15.125863000 MST,0.012888,2.858021,88,70,1
195,Jul 26 2019 19:43:15.152891000 MST,0.027028,2.885049,548,70,0
196,Jul 26 2019 19:43:15.165789000 MST,0.012898,2.897947,72,70,1
197,Jul 26 2019 19:43:15.193829000 MST,0.02804,2.925987,2784,70,1
198,Jul 26 2019 19:43:15.195758000 MST,0.001929,2.927916,1302,70,1
199,Jul 26 2019 19:43:15.212853000 MST,0.017095,2.945011,548,70,0
200,Jul 26 2019 19:43:15.232924000 MST,0.020071,2.965082,548,70,0
201,Jul 26 2019 19:43:15.252987000 MST,0.020063,2.985145,548,70,0
202,Jul 26 2019 19:43:15.265871000 MST,0.012884,2.998029,176,70,1
203,Jul 26 2019 19:43:15.266951000 MST,0.00108,2.999109,256,70,1
204,Jul 26 2019 19:43:15.269776000 MST,0.002825,3.001934,120,70,1
205,Jul 26 2019 19:43:15.292922000 MST,0.023146,3.02508,548,70,0
206,Jul 26 2019 19:43:15.312929000 MST,0.020007,3.045087,548,70,0
207,Jul 26 2019 19:43:15.357751000 MST,0.044822,3.089909,72,70,1
208,Jul 26 2019 19:43:15.365966000 MST,0.008215,3.098124,72,70,1
209,Jul 26 2019 19:43:15.392947000 MST,0.026981,3.125105,532,70,0
210,Jul 26 2019 19:43:15.422854000 MST,0.029907,3.155012,468,70,1
211,Jul 26 2019 19:43:15.425871000 MST,0.003017,3.158029,3978,70,1
212,Jul 26 2019 19:43:15.426773000 MST,0.000902,3.158931,3978,70,1
213,Jul 26 2019 19:43:15.427820000 MST,0.001047,3.159978,3978,70,1
214,Jul 26 2019 19:43:15.428885000 MST,0.001065,3.161043,3978,70,1
215,Jul 26 2019 19:43:15.429777000 MST,0.000892,3.161935,3978,70,1
216,Jul 26 2019 19:43:15.430863000 MST,0.001086,3.163021,660,70,1
217,Jul 26 2019 19:43:15.452895000 MST,0.022032,3.185053,532,70,0
218,Jul 26 2019 19:43:15.457811000 MST,0.004916,3.189969,64,70,1
219,Jul 26 2019 19:43:15.462788000 MST,0.004977,3.194946,1302,70,1
220,Jul 26 2019 19:43:15.463859000 MST,0.001071,3.196017,3837,70,1
221,Jul 26 2019 19:43:15.472941000 MST,0.009082,3.205099,548,70,0
222,Jul 26 2019 19:43:15.481872000 MST,0.008931,3.21403,886,70,0
223,Jul 26 2019 19:43:15.482824000 MST,0.000952,3.214982,1302,70,1
224,Jul 26 2019 19:43:15.492812000 MST,0.009988,3.22497,548,70,0
225,Jul 26 2019 19:43:15.506772000 MST,0.01396,3.23893,468,70,1
226,Jul 26 2019 19:43:15.507837000 MST,0.001065,3.239995,468,70,1
227,Jul 26 2019 19:43:15.509826000 MST,0.001989,3.241984,3978,70,1
228,Jul 26 2019 19:43:15.510875000 MST,0.001049,3.243033,3978,70,1
229,Jul 26 2019 19:43:15.511753000 MST,0.000878,3.243911,3978,70,1
230,Jul 26 2019 19:43:15.512889000 MST,0.001136,3.245047,564,70,0
231,Jul 26 2019 19:43:15.512913000 MST,0.000024,3.245071,3978,70,1
232,Jul 26 2019 19:43:15.513871000 MST,0.000958,3.246029,1635,70,1
233,Jul 26 2019 19:43:15.527894000 MST,0.014023,3.260052,468,70,1
234,Jul 26 2019 19:43:15.529867000 MST,0.001973,3.262025,3978,70,1
235,Jul 26 2019 19:43:15.530731000 MST,0.000864,3.262889,3978,70,1
236,Jul 26 2019 19:43:15.531804000 MST,0.001073,3.263962,3978,70,1
237,Jul 26 2019 19:43:15.532856000 MST,0.001052,3.265014,3978,70,1
238,Jul 26 2019 19:43:15.533754000 MST,0.000898,3.265912,3978,70,1
239,Jul 26 2019 19:43:15.534810000 MST,0.001056,3.266968,3978,70,1
240,Jul 26 2019 19:43:15.535927000 MST,0.001117,3.268085,660,70,1
241,Jul 26 2019 19:43:15.545813000 MST,0.009886,3.277971,64,70,1
242,Jul 26 2019 19:43:15.552821000 MST,0.007008,3.284979,564,70,0
243,Jul 26 2019 19:43:15.559832000 MST,0.007011,3.29199,160,70,1
244,Jul 26 2019 19:43:15.572896000 MST,0.013064,3.305054,420,70,0
245,Jul 26 2019 19:43:15.592949000 MST,0.020053,3.325107,420,70,0
246,Jul 26 2019 19:43:15.602015000 MST,0.009066,3.334173,420,70,0
247,Jul 26 2019 19:43:15.602882000 MST,0.000867,3.33504,420,70,0
248,Jul 26 2019 19:43:15.603951000 MST,0.001069,3.336109,420,70,0
249,Jul 26 2019 19:43:15.605006000 MST,0.001055,3.337164,372,70,0
250,Jul 26 2019 19:43:15.605915000 MST,0.000909,3.338073,420,70,0
251,Jul 26 2019 19:43:15.606961000 MST,0.001046,3.339119,420,70,0
252,Jul 26 2019 19:43:15.610870000 MST,0.003909,3.343028,420,70,0
253,Jul 26 2019 19:43:15.611942000 MST,0.001072,3.3441,420,70,0
254,Jul 26 2019 19:43:15.612988000 MST,0.001046,3.345146,420,70,0
255,Jul 26 2019 19:43:15.613889000 MST,0.000901,3.346047,420,70,0
256,Jul 26 2019 19:43:15.614933000 MST,0.001044,3.347091,420,70,0
257,Jul 26 2019 19:43:15.616817000 MST,0.001884,3.348975,1302,70,1
258,Jul 26 2019 19:43:15.617855000 MST,0.001038,3.350013,3978,70,1
259,Jul 26 2019 19:43:15.618740000 MST,0.000885,3.350898,3978,70,1
260,Jul 26 2019 19:43:15.619806000 MST,0.001066,3.351964,3978,70,1
261,Jul 26 2019 19:43:15.620866000 MST,0.00106,3.353024,3978,70,1
262,Jul 26 2019 19:43:15.621760000 MST,0.000894,3.353918,3978,70,1
263,Jul 26 2019 19:43:15.622813000 MST,0.001053,3.354971,3978,70,1
264,Jul 26 2019 19:43:15.623950000 MST,0.001137,3.356108,2400,70,1
265,Jul 26 2019 19:43:15.636832000 MST,0.012882,3.36899,1302,70,1
266,Jul 26 2019 19:43:15.637771000 MST,0.000939,3.369929,3978,70,1
267,Jul 26 2019 19:43:15.638789000 MST,0.001018,3.370947,3978,70,1
268,Jul 26 2019 19:43:15.639851000 MST,0.001062,3.372009,3978,70,1
269,Jul 26 2019 19:43:15.640737000 MST,0.000886,3.372895,3978,70,1
270,Jul 26 2019 19:43:15.641828000 MST,0.001091,3.373986,3978,70,1
271,Jul 26 2019 19:43:15.642886000 MST,0.001058,3.375044,3978,70,1
272,Jul 26 2019 19:43:15.643773000 MST,0.000887,3.375931,3557,70,1
273,Jul 26 2019 19:43:15.652906000 MST,0.009133,3.385064,172,70,0
274,Jul 26 2019 19:43:15.661970000 MST,0.009064,3.394128,420,70,0
275,Jul 26 2019 19:43:15.662769000 MST,0.000799,3.394927,148,70,0
276,Jul 26 2019 19:43:15.668787000 MST,0.006018,3.400945,3317,70,1
277,Jul 26 2019 19:43:15.670824000 MST,0.002037,3.402982,172,70,0
278,Jul 26 2019 19:43:15.671876000 MST,0.001052,3.404034,172,70,0
279,Jul 26 2019 19:43:15.671900000 MST,0.000024,3.404058,284,70,1
280,Jul 26 2019 19:43:15.672931000 MST,0.001031,3.405089,172,70,0
281,Jul 26 2019 19:43:15.673826000 MST,0.000895,3.405984,172,70,0
282,Jul 26 2019 19:43:15.679865000 MST,0.006039,3.412023,420,70,0
283,Jul 26 2019 19:43:15.680917000 MST,0.001052,3.413075,420,70,0
284,Jul 26 2019 19:43:15.681811000 MST,0.000894,3.413969,420,70,0
285,Jul 26 2019 19:43:15.683855000 MST,0.002044,3.416013,308,70,1
286,Jul 26 2019 19:43:15.692825000 MST,0.00897,3.424983,420,70,0
287,Jul 26 2019 19:43:15.712874000 MST,0.020049,3.445032,420,70,0
288,Jul 26 2019 19:43:15.716861000 MST,0.003987,3.449019,3978,70,1
289,Jul 26 2019 19:43:15.717746000 MST,0.000885,3.449904,3978,70,1
290,Jul 26 2019 19:43:15.718805000 MST,0.001059,3.450963,3978,70,1
291,Jul 26 2019 19:43:15.719876000 MST,0.001071,3.452034,3837,70,1
292,Jul 26 2019 19:43:15.725767000 MST,0.005891,3.457925,1302,70,1
293,Jul 26 2019 19:43:15.726816000 MST,0.001049,3.458974,3978,70,1
294,Jul 26 2019 19:43:15.727888000 MST,0.001072,3.460046,3978,70,1
295,Jul 26 2019 19:43:15.728763000 MST,0.000875,3.460921,3978,70,1
296,Jul 26 2019 19:43:15.729808000 MST,0.001045,3.461966,3978,70,1
297,Jul 26 2019 19:43:15.730867000 MST,0.001059,3.463025,3978,70,1
298,Jul 26 2019 19:43:15.731767000 MST,0.0009,3.463925,3978,70,1
299,Jul 26 2019 19:43:15.732913000 MST,0.001146,3.465071,420,70,0
300,Jul 26 2019 19:43:15.732947000 MST,0.000034,3.465105,3978,70,1
301,Jul 26 2019 19:43:15.733927000 MST,0.00098,3.466085,3437,70,1
302,Jul 26 2019 19:43:15.734851000 MST,0.000924,3.467009,3837,70,1
303,Jul 26 2019 19:43:15.735873000 MST,0.001022,3.468031,3978,70,1
304,Jul 26 2019 19:43:15.736758000 MST,0.000885,3.468916,3978,70,1
305,Jul 26 2019 19:43:15.737828000 MST,0.00107,3.469986,3978,70,1
306,Jul 26 2019 19:43:15.738879000 MST,0.001051,3.471037,3978,70,1
307,Jul 26 2019 19:43:15.739772000 MST,0.000893,3.47193,1851,70,1
308,Jul 26 2019 19:43:15.752944000 MST,0.013172,3.485102,564,70,0
309,Jul 26 2019 19:43:15.756776000 MST,0.003832,3.488934,1302,70,1
310,Jul 26 2019 19:43:15.761877000 MST,0.005101,3.494035,420,70,0
311,Jul 26 2019 19:43:15.762897000 MST,0.00102,3.495055,420,70,0
312,Jul 26 2019 19:43:15.763954000 MST,0.001057,3.496112,420,70,0
313,Jul 26 2019 19:43:15.764846000 MST,0.000892,3.497004,372,70,0
314,Jul 26 2019 19:43:15.765939000 MST,0.001093,3.498097,420,70,0
315,Jul 26 2019 19:43:15.766975000 MST,0.001036,3.499133,420,70,0
316,Jul 26 2019 19:43:15.767809000 MST,0.000834,3.499967,124,70,0
317,Jul 26 2019 19:43:15.770905000 MST,0.003096,3.503063,708,70,0
318,Jul 26 2019 19:43:15.771957000 MST,0.001052,3.504115,708,70,0
319,Jul 26 2019 19:43:15.772858000 MST,0.000901,3.505016,612,70,0
320,Jul 26 2019 19:43:15.772865000 MST,0.000007,3.505023,308,70,1
321,Jul 26 2019 19:43:15.773927000 MST,0.001062,3.506085,708,70,0
322,Jul 26 2019 19:43:15.774977000 MST,0.00105,3.507135,636,70,0
323,Jul 26 2019 19:43:15.775887000 MST,0.00091,3.508045,420,70,0
324,Jul 26 2019 19:43:15.776930000 MST,0.001043,3.509088,420,70,0
325,Jul 26 2019 19:43:15.777959000 MST,0.001029,3.510117,232,70,0
326,Jul 26 2019 19:43:15.792897000 MST,0.014938,3.525055,420,70,0
327,Jul 26 2019 19:43:15.796918000 MST,0.004021,3.529076,1302,70,1
328,Jul 26 2019 19:43:15.797771000 MST,0.000853,3.529929,1302,70,1
329,Jul 26 2019 19:43:15.805801000 MST,0.00803,3.537959,200,70,1
330,Jul 26 2019 19:43:15.806808000 MST,0.001007,3.538966,64,70,1
331,Jul 26 2019 19:43:15.817820000 MST,0.011012,3.549978,3978,70,1
332,Jul 26 2019 19:43:15.818874000 MST,0.001054,3.551032,1635,70,1
333,Jul 26 2019 19:43:15.825881000 MST,0.007007,3.558039,1302,70,1
334,Jul 26 2019 19:43:15.833126000 MST,0.007245,3.565284,564,70,0
335,Jul 26 2019 19:43:15.834857000 MST,0.001731,3.567015,64,70,1
336,Jul 26 2019 19:43:15.835750000 MST,0.000893,3.567908,3978,70,1
337,Jul 26 2019 19:43:15.836797000 MST,0.001047,3.568955,1707,70,1
338,Jul 26 2019 19:43:15.842854000 MST,0.006057,3.575012,64,70,1
339,Jul 26 2019 19:43:15.852874000 MST,0.01002,3.585032,564,70,0
340,Jul 26 2019 19:43:15.872928000 MST,0.020054,3.605086,420,70,0
341,Jul 26 2019 19:43:15.881917000 MST,0.008989,3.614075,41,70,0
342,Jul 26 2019 19:43:15.890841000 MST,0.008924,3.622999,340,70,0
343,Jul 26 2019 19:43:15.912776000 MST,0.021935,3.644934,3978,70,1
344,Jul 26 2019 19:43:15.913807000 MST,0.001031,3.645965,3978,70,1
345,Jul 26 2019 19:43:15.914867000 MST,0.00106,3.647025,3978,70,1
