frame.number,frame.time,frame.time_delta,frame.cumulative,frame.len,mac-lte.rnti,mac-lte.direction,Application
2542,Jul 26 2019 19:24:50.185252000 MST,3.80E-05,9.997159,3978,70,1,amazon
2543,Jul 26 2019 19:24:50.186180000 MST,0.000928,9.998087,172,70,0,amazon
2544,Jul 26 2019 19:24:50.186207000 MST,2.70E-05,9.998114,2307,70,1,amazon
2545,Jul 26 2019 19:24:50.187246000 MST,0.001039,9.999153,172,70,0,amazon
2546,Jul 26 2019 19:24:50.187286000 MST,4.00E-05,9.999193,3978,70,1,amazon
2547,Jul 26 2019 19:24:50.188064000 MST,0.000778,9.999971,41,70,0,amazon
2548,Jul 26 2019 19:24:50.188090000 MST,2.60E-05,9.999997,2307,70,1,amazon
2549,Jul 26 2019 19:24:50.190370000 MST,0.00228,10.002277,268,70,0,amazon
2550,Jul 26 2019 19:24:50.190376000 MST,6.00E-06,10.002283,72,70,1,amazon
2551,Jul 26 2019 19:24:50.195232000 MST,0.004856,10.007139,3557,70,1,amazon
2552,Jul 26 2019 19:24:50.196064000 MST,0.000832,10.007971,2592,70,1,amazon
2553,Jul 26 2019 19:24:50.223291000 MST,0.027227,10.035198,268,70,0,amazon
2554,Jul 26 2019 19:24:50.232172000 MST,0.008881,10.044079,420,70,0,amazon
2555,Jul 26 2019 19:24:50.233191000 MST,0.001019,10.045098,340,70,0,amazon
2556,Jul 26 2019 19:24:50.240093000 MST,0.006902,10.052,88,70,1,amazon
2557,Jul 26 2019 19:24:50.241251000 MST,0.001158,10.053158,268,70,0,amazon
2558,Jul 26 2019 19:24:50.241276000 MST,2.50E-05,10.053183,128,70,1,amazon
2559,Jul 26 2019 19:24:50.242254000 MST,0.000978,10.054161,268,70,0,amazon
2560,Jul 26 2019 19:24:50.242279000 MST,2.50E-05,10.054186,708,70,1,amazon
2561,Jul 26 2019 19:24:50.243144000 MST,0.000865,10.055051,268,70,0,amazon
2562,Jul 26 2019 19:24:50.244200000 MST,0.001056,10.056107,268,70,0,amazon
2563,Jul 26 2019 19:24:50.245315000 MST,0.001115,10.057222,240,70,0,amazon
2564,Jul 26 2019 19:24:50.249156000 MST,0.003841,10.061063,72,70,1,amazon
2565,Jul 26 2019 19:24:50.250198000 MST,0.001042,10.062105,340,70,1,amazon
2566,Jul 26 2019 19:24:50.283270000 MST,0.033072,10.095177,420,70,0,amazon
2567,Jul 26 2019 19:24:50.285150000 MST,0.00188,10.097057,64,70,1,amazon
2568,Jul 26 2019 19:24:50.292111000 MST,0.006961,10.104018,660,70,0,amazon
2569,Jul 26 2019 19:24:50.301161000 MST,0.00905,10.113068,886,70,1,amazon
2570,Jul 26 2019 19:24:50.303025000 MST,0.001864,10.114932,3557,70,1,amazon
2571,Jul 26 2019 19:24:50.304094000 MST,0.001069,10.116001,3978,70,1,amazon
2572,Jul 26 2019 19:24:50.305207000 MST,0.001113,10.117114,3978,70,1,amazon
2573,Jul 26 2019 19:24:50.306048000 MST,0.000841,10.117955,3978,70,1,amazon
2574,Jul 26 2019 19:24:50.307110000 MST,0.001062,10.119017,3978,70,1,amazon
2575,Jul 26 2019 19:24:50.308186000 MST,0.001076,10.120093,3978,70,1,amazon
2576,Jul 26 2019 19:24:50.309074000 MST,0.000888,10.120981,3557,70,1,amazon
2577,Jul 26 2019 19:24:50.310123000 MST,0.001049,10.12203,3978,70,1,amazon
2578,Jul 26 2019 19:24:50.311263000 MST,0.00114,10.12317,3978,70,1,amazon
2579,Jul 26 2019 19:24:50.312104000 MST,0.000841,10.124011,3978,70,1,amazon
2580,Jul 26 2019 19:24:50.313181000 MST,0.001077,10.125088,1302,70,1,amazon
2581,Jul 26 2019 19:24:50.314173000 MST,0.000992,10.12608,1398,70,1,amazon
2582,Jul 26 2019 19:24:50.315152000 MST,0.000979,10.127059,3557,70,1,amazon
2583,Jul 26 2019 19:24:50.316220000 MST,0.001068,10.128127,1707,70,1,amazon
2584,Jul 26 2019 19:24:50.317124000 MST,0.000904,10.129031,1398,70,1,amazon
2585,Jul 26 2019 19:24:50.318136000 MST,0.001012,10.130043,2784,70,1,amazon
2586,Jul 26 2019 19:24:50.319182000 MST,0.001046,10.131089,2784,70,1,amazon
2587,Jul 26 2019 19:24:50.321169000 MST,0.001987,10.133076,2784,70,1,amazon
2588,Jul 26 2019 19:24:50.322046000 MST,0.000877,10.133953,3978,70,1,amazon
2589,Jul 26 2019 19:24:50.323140000 MST,0.001094,10.135047,548,70,0,amazon
2590,Jul 26 2019 19:24:50.323191000 MST,5.10E-05,10.135098,2592,70,1,amazon
2591,Jul 26 2019 19:24:50.324173000 MST,0.000982,10.13608,3978,70,1,amazon
2592,Jul 26 2019 19:24:50.327192000 MST,0.003019,10.139099,3978,70,1,amazon
2593,Jul 26 2019 19:24:50.328029000 MST,0.000837,10.139936,1302,70,1,amazon
2594,Jul 26 2019 19:24:50.329252000 MST,0.001223,10.141159,1398,70,1,amazon
2595,Jul 26 2019 19:24:50.330217000 MST,0.000965,10.142124,1398,70,1,amazon
2596,Jul 26 2019 19:24:50.331089000 MST,0.000872,10.142996,1398,70,1,amazon
2597,Jul 26 2019 19:24:50.332158000 MST,0.001069,10.144065,3978,70,1,amazon
2598,Jul 26 2019 19:24:50.333027000 MST,0.000869,10.144934,2592,70,1,amazon
2599,Jul 26 2019 19:24:50.343211000 MST,0.010184,10.155118,548,70,0,amazon
2600,Jul 26 2019 19:24:50.351163000 MST,0.007952,10.16307,1398,70,1,amazon
2601,Jul 26 2019 19:24:50.352384000 MST,0.001221,10.164291,1446,70,0,amazon
2602,Jul 26 2019 19:24:50.352423000 MST,3.90E-05,10.16433,3978,70,1,amazon
2603,Jul 26 2019 19:24:50.353102000 MST,0.000679,10.165009,2592,70,1,amazon
2604,Jul 26 2019 19:24:50.353825000 MST,0.000723,10.165732,140,70,0,amazon
2605,Jul 26 2019 19:24:50.354099000 MST,0.000274,10.166006,2784,70,1,amazon
2606,Jul 26 2019 19:24:50.355046000 MST,0.000947,10.166953,3557,70,1,amazon
2607,Jul 26 2019 19:24:50.356080000 MST,0.001034,10.167987,1707,70,1,amazon
2608,Jul 26 2019 19:24:50.357147000 MST,0.001067,10.169054,3978,70,1,amazon
2609,Jul 26 2019 19:24:50.358027000 MST,0.00088,10.169934,1302,70,1,amazon
2610,Jul 26 2019 19:24:50.360189000 MST,0.002162,10.172096,2784,70,1,amazon
2611,Jul 26 2019 19:24:50.361185000 MST,0.000996,10.173092,1446,70,0,amazon
2612,Jul 26 2019 19:24:50.361213000 MST,2.80E-05,10.17312,3978,70,1,amazon
2613,Jul 26 2019 19:24:50.362204000 MST,0.000991,10.174111,660,70,0,amazon
2614,Jul 26 2019 19:24:50.362233000 MST,2.90E-05,10.17414,3978,70,1,amazon
2615,Jul 26 2019 19:24:50.363178000 MST,0.000945,10.175085,2784,70,1,amazon
2616,Jul 26 2019 19:24:50.364100000 MST,0.000922,10.176007,2784,70,1,amazon
2617,Jul 26 2019 19:24:50.366017000 MST,0.001917,10.177924,2784,70,1,amazon
2618,Jul 26 2019 19:24:50.367066000 MST,0.001049,10.178973,2784,70,1,amazon
2619,Jul 26 2019 19:24:50.369064000 MST,0.001998,10.180971,3978,70,1,amazon
2620,Jul 26 2019 19:24:50.370121000 MST,0.001057,10.182028,1302,70,1,amazon
2621,Jul 26 2019 19:24:50.371190000 MST,0.001069,10.183097,3978,70,1,amazon
2622,Jul 26 2019 19:24:50.372078000 MST,0.000888,10.183985,3978,70,1,amazon
2623,Jul 26 2019 19:24:50.373113000 MST,0.001035,10.18502,3978,70,1,amazon
2624,Jul 26 2019 19:24:50.374230000 MST,0.001117,10.186137,3978,70,1,amazon
2625,Jul 26 2019 19:24:50.375181000 MST,0.000951,10.187088,3557,70,1,amazon
2626,Jul 26 2019 19:24:50.376129000 MST,0.000948,10.188036,3978,70,1,amazon
2627,Jul 26 2019 19:24:50.377072000 MST,0.000943,10.188979,3978,70,1,amazon
2628,Jul 26 2019 19:24:50.378078000 MST,0.001006,10.189985,3978,70,1,amazon
2629,Jul 26 2019 19:24:50.379171000 MST,0.001093,10.191078,2784,70,1,amazon
2630,Jul 26 2019 19:24:50.380059000 MST,0.000888,10.191966,2784,70,1,amazon
2631,Jul 26 2019 19:24:50.382187000 MST,0.002128,10.194094,2784,70,1,amazon
2632,Jul 26 2019 19:24:50.383104000 MST,0.000917,10.195011,548,70,0,amazon
2633,Jul 26 2019 19:24:50.384138000 MST,0.001034,10.196045,1398,70,1,amazon
2634,Jul 26 2019 19:24:50.385236000 MST,0.001098,10.197143,1398,70,1,amazon
2635,Jul 26 2019 19:24:50.387157000 MST,0.001921,10.199064,2784,70,1,amazon
2636,Jul 26 2019 19:24:50.389081000 MST,0.001924,10.200988,2784,70,1,amazon
2637,Jul 26 2019 19:24:50.391031000 MST,0.00195,10.202938,1398,70,1,amazon
2638,Jul 26 2019 19:24:50.392192000 MST,0.001161,10.204099,982,70,0,amazon
2639,Jul 26 2019 19:24:50.392234000 MST,4.20E-05,10.204141,3978,70,1,amazon
2640,Jul 26 2019 19:24:50.393192000 MST,0.000958,10.205099,3978,70,1,amazon
2641,Jul 26 2019 19:24:50.394050000 MST,0.000858,10.205957,3837,70,1,amazon
2642,Jul 26 2019 19:24:50.395199000 MST,0.001149,10.207106,2784,70,1,amazon
2643,Jul 26 2019 19:24:50.396180000 MST,0.000981,10.208087,2784,70,1,amazon
2644,Jul 26 2019 19:24:50.397095000 MST,0.000915,10.209002,2784,70,1,amazon
2645,Jul 26 2019 19:24:50.398130000 MST,0.001035,10.210037,3978,70,1,amazon
2646,Jul 26 2019 19:24:50.399046000 MST,0.000916,10.210953,1302,70,1,amazon
2647,Jul 26 2019 19:24:50.400110000 MST,0.001064,10.212017,1398,70,1,amazon
2648,Jul 26 2019 19:24:50.401306000 MST,0.001196,10.213213,1302,70,0,amazon
2649,Jul 26 2019 19:24:50.401332000 MST,2.60E-05,10.213239,3978,70,1,amazon
2650,Jul 26 2019 19:24:50.402071000 MST,0.000739,10.213978,3978,70,1,amazon
2651,Jul 26 2019 19:24:50.403129000 MST,0.001058,10.215036,3978,70,1,amazon
2652,Jul 26 2019 19:24:50.404192000 MST,0.001063,10.216099,3978,70,1,amazon
2653,Jul 26 2019 19:24:50.405113000 MST,0.000921,10.21702,3978,70,1,amazon
2654,Jul 26 2019 19:24:50.406146000 MST,0.001033,10.218053,3978,70,1,amazon
2655,Jul 26 2019 19:24:50.407280000 MST,0.001134,10.219187,3978,70,1,amazon
2656,Jul 26 2019 19:24:50.408115000 MST,0.000835,10.220022,3978,70,1,amazon
2657,Jul 26 2019 19:24:50.409179000 MST,0.001064,10.221086,3978,70,1,amazon
2658,Jul 26 2019 19:24:50.410169000 MST,0.00099,10.222076,1302,70,0,amazon
2659,Jul 26 2019 19:24:50.410196000 MST,2.70E-05,10.222103,3978,70,1,amazon
2660,Jul 26 2019 19:24:50.411098000 MST,0.000902,10.223005,3978,70,1,amazon
2661,Jul 26 2019 19:24:50.412184000 MST,0.001086,10.224091,3978,70,1,amazon
2662,Jul 26 2019 19:24:50.413088000 MST,0.000904,10.224995,3978,70,1,amazon
2663,Jul 26 2019 19:24:50.414110000 MST,0.001022,10.226017,3978,70,1,amazon
2664,Jul 26 2019 19:24:50.415255000 MST,0.001145,10.227162,3557,70,1,amazon
2665,Jul 26 2019 19:24:50.416163000 MST,0.000908,10.22807,3978,70,1,amazon
2666,Jul 26 2019 19:24:50.417127000 MST,0.000964,10.229034,3978,70,1,amazon
2667,Jul 26 2019 19:24:50.418245000 MST,0.001118,10.230152,3978,70,1,amazon
2668,Jul 26 2019 19:24:50.419092000 MST,0.000847,10.230999,3978,70,1,amazon
2669,Jul 26 2019 19:24:50.420184000 MST,0.001092,10.232091,3978,70,1,amazon
2670,Jul 26 2019 19:24:50.421059000 MST,0.000875,10.232966,3978,70,1,amazon
2671,Jul 26 2019 19:24:50.422093000 MST,0.001034,10.234,3978,70,1,amazon
2672,Jul 26 2019 19:24:50.423199000 MST,0.001106,10.235106,548,70,0,amazon
2673,Jul 26 2019 19:24:50.423244000 MST,4.50E-05,10.235151,3978,70,1,amazon
2674,Jul 26 2019 19:24:50.424034000 MST,0.00079,10.235941,3978,70,1,amazon
2675,Jul 26 2019 19:24:50.425134000 MST,0.0011,10.237041,3978,70,1,amazon
2676,Jul 26 2019 19:24:50.426197000 MST,0.001063,10.238104,3978,70,1,amazon
2677,Jul 26 2019 19:24:50.427097000 MST,0.0009,10.239004,3978,70,1,amazon
2678,Jul 26 2019 19:24:50.428147000 MST,0.00105,10.240054,3978,70,1,amazon
2679,Jul 26 2019 19:24:50.429210000 MST,0.001063,10.241117,3978,70,1,amazon
2680,Jul 26 2019 19:24:50.430098000 MST,0.000888,10.242005,3978,70,1,amazon
2681,Jul 26 2019 19:24:50.431162000 MST,0.001064,10.243069,3978,70,1,amazon
2682,Jul 26 2019 19:24:50.432072000 MST,0.00091,10.243979,500,70,0,amazon
2683,Jul 26 2019 19:24:50.432175000 MST,0.000103,10.244082,3978,70,1,amazon
2684,Jul 26 2019 19:24:50.433117000 MST,0.000942,10.245024,3978,70,1,amazon
2685,Jul 26 2019 19:24:50.434178000 MST,0.001061,10.246085,3978,70,1,amazon
2686,Jul 26 2019 19:24:50.435112000 MST,0.000934,10.247019,3557,70,1,amazon
2687,Jul 26 2019 19:24:50.436130000 MST,0.001018,10.248037,3978,70,1,amazon
2688,Jul 26 2019 19:24:50.437195000 MST,0.001065,10.249102,3978,70,1,amazon
2689,Jul 26 2019 19:24:50.438081000 MST,0.000886,10.249988,3978,70,1,amazon
2690,Jul 26 2019 19:24:50.439146000 MST,0.001065,10.251053,3978,70,1,amazon
2691,Jul 26 2019 19:24:50.440211000 MST,0.001065,10.252118,3978,70,1,amazon
2692,Jul 26 2019 19:24:50.441151000 MST,0.00094,10.253058,732,70,0,amazon
2693,Jul 26 2019 19:24:50.441168000 MST,1.70E-05,10.253075,3978,70,1,amazon
2694,Jul 26 2019 19:24:50.442177000 MST,0.001009,10.254084,3978,70,1,amazon
2695,Jul 26 2019 19:24:50.443052000 MST,0.000875,10.254959,3978,70,1,amazon
2696,Jul 26 2019 19:24:50.444113000 MST,0.001061,10.25602,3978,70,1,amazon
2697,Jul 26 2019 19:24:50.445211000 MST,0.001098,10.257118,3978,70,1,amazon
2698,Jul 26 2019 19:24:50.446064000 MST,0.000853,10.257971,3978,70,1,amazon
2699,Jul 26 2019 19:24:50.447128000 MST,0.001064,10.259035,3978,70,1,amazon
2700,Jul 26 2019 19:24:50.448192000 MST,0.001064,10.260099,3978,70,1,amazon
2701,Jul 26 2019 19:24:50.449080000 MST,0.000888,10.260987,3978,70,1,amazon
2702,Jul 26 2019 19:24:50.450214000 MST,0.001134,10.262121,982,70,0,amazon
2703,Jul 26 2019 19:24:50.450246000 MST,3.20E-05,10.262153,3978,70,1,amazon
2704,Jul 26 2019 19:24:50.451199000 MST,0.000953,10.263106,3978,70,1,amazon
2705,Jul 26 2019 19:24:50.452098000 MST,0.000899,10.264005,3978,70,1,amazon
2706,Jul 26 2019 19:24:50.453164000 MST,0.001066,10.265071,3978,70,1,amazon
2707,Jul 26 2019 19:24:50.454053000 MST,0.000889,10.26596,3978,70,1,amazon
2708,Jul 26 2019 19:24:50.455160000 MST,0.001107,10.267067,3557,70,1,amazon
2709,Jul 26 2019 19:24:50.456178000 MST,0.001018,10.268085,3978,70,1,amazon
2710,Jul 26 2019 19:24:50.457066000 MST,0.000888,10.268973,3978,70,1,amazon
2711,Jul 26 2019 19:24:50.458132000 MST,0.001066,10.270039,3978,70,1,amazon
2712,Jul 26 2019 19:24:50.459264000 MST,0.001132,10.271171,982,70,0,amazon
2713,Jul 26 2019 19:24:50.459292000 MST,2.80E-05,10.271199,3557,70,1,amazon
2714,Jul 26 2019 19:24:50.460209000 MST,0.000917,10.272116,3978,70,1,amazon
2715,Jul 26 2019 19:24:50.460382000 MST,0.000173,10.272289,1254,70,0,amazon
2716,Jul 26 2019 19:24:50.461190000 MST,0.000808,10.273097,3978,70,1,amazon
2717,Jul 26 2019 19:24:50.462219000 MST,0.001029,10.274126,3978,70,1,amazon
2718,Jul 26 2019 19:24:50.463102000 MST,0.000883,10.275009,3978,70,1,amazon
2719,Jul 26 2019 19:24:50.464163000 MST,0.001061,10.27607,3978,70,1,amazon
2720,Jul 26 2019 19:24:50.465081000 MST,0.000918,10.276988,3978,70,1,amazon
2721,Jul 26 2019 19:24:50.466119000 MST,0.001038,10.278026,3978,70,1,amazon
2722,Jul 26 2019 19:24:50.467193000 MST,0.001074,10.2791,3978,70,1,amazon
2723,Jul 26 2019 19:24:50.468133000 MST,0.00094,10.28004,918,70,0,amazon
2724,Jul 26 2019 19:24:50.468164000 MST,3.10E-05,10.280071,3978,70,1,amazon
2725,Jul 26 2019 19:24:50.469264000 MST,0.0011,10.281171,1635,70,0,amazon
2726,Jul 26 2019 19:24:50.469301000 MST,3.70E-05,10.281208,3557,70,1,amazon
2727,Jul 26 2019 19:24:50.470191000 MST,0.00089,10.282098,3978,70,1,amazon
2728,Jul 26 2019 19:24:50.470316000 MST,0.000125,10.282223,140,70,0,amazon
2729,Jul 26 2019 19:24:50.471056000 MST,0.00074,10.282963,3978,70,1,amazon
2730,Jul 26 2019 19:24:50.472129000 MST,0.001073,10.284036,3978,70,1,amazon
2731,Jul 26 2019 19:24:50.473215000 MST,0.001086,10.285122,3978,70,1,amazon
2732,Jul 26 2019 19:24:50.474101000 MST,0.000886,10.286008,3978,70,1,amazon
2733,Jul 26 2019 19:24:50.475199000 MST,0.001098,10.287106,3557,70,1,amazon
2734,Jul 26 2019 19:24:50.476052000 MST,0.000853,10.287959,3978,70,1,amazon
2735,Jul 26 2019 19:24:50.477195000 MST,0.001143,10.289102,1254,70,0,amazon
2736,Jul 26 2019 19:24:50.477225000 MST,3.00E-05,10.289132,3978,70,1,amazon
2737,Jul 26 2019 19:24:50.478338000 MST,0.001113,10.290245,3978,70,1,amazon
2738,Jul 26 2019 19:24:50.478661000 MST,0.000323,10.290568,1635,70,0,amazon
2739,Jul 26 2019 19:24:50.479033000 MST,0.000372,10.29094,3978,70,1,amazon
2740,Jul 26 2019 19:24:50.480109000 MST,0.001076,10.292016,3978,70,1,amazon
2741,Jul 26 2019 19:24:50.481220000 MST,0.001111,10.293127,3978,70,1,amazon
2742,Jul 26 2019 19:24:50.482125000 MST,0.000905,10.294032,3978,70,1,amazon
2743,Jul 26 2019 19:24:50.483136000 MST,0.001011,10.295043,548,70,0,amazon
2744,Jul 26 2019 19:24:50.483183000 MST,4.70E-05,10.29509,3978,70,1,amazon
2745,Jul 26 2019 19:24:50.484185000 MST,0.001002,10.296092,3978,70,1,amazon
2746,Jul 26 2019 19:24:50.485094000 MST,0.000909,10.297001,3978,70,1,amazon
2747,Jul 26 2019 19:24:50.486139000 MST,0.001045,10.298046,3978,70,1,amazon
2748,Jul 26 2019 19:24:50.487012000 MST,0.000873,10.298919,3978,70,1,amazon
2749,Jul 26 2019 19:24:50.488120000 MST,0.001108,10.300027,3978,70,1,amazon
2750,Jul 26 2019 19:24:50.489192000 MST,0.001072,10.301099,3978,70,1,amazon
2751,Jul 26 2019 19:24:50.490074000 MST,0.000882,10.301981,3978,70,1,amazon
2752,Jul 26 2019 19:24:50.491179000 MST,0.001105,10.303086,3978,70,1,amazon
2753,Jul 26 2019 19:24:50.492200000 MST,0.001021,10.304107,3978,70,1,amazon
2754,Jul 26 2019 19:24:50.493105000 MST,0.000905,10.305012,3978,70,1,amazon
2755,Jul 26 2019 19:24:50.494164000 MST,0.001059,10.306071,3978,70,1,amazon
2756,Jul 26 2019 19:24:50.495248000 MST,0.001084,10.307155,3557,70,1,amazon
2757,Jul 26 2019 19:24:50.496104000 MST,0.000856,10.308011,3978,70,1,amazon
2758,Jul 26 2019 19:24:50.497164000 MST,0.00106,10.309071,3978,70,1,amazon
2759,Jul 26 2019 19:24:50.498051000 MST,0.000887,10.309958,3978,70,1,amazon
2760,Jul 26 2019 19:24:50.499116000 MST,0.001065,10.311023,3978,70,1,amazon
2761,Jul 26 2019 19:24:50.500180000 MST,0.001064,10.312087,3978,70,1,amazon
2762,Jul 26 2019 19:24:50.501070000 MST,0.00089,10.312977,3978,70,1,amazon
2763,Jul 26 2019 19:24:50.502130000 MST,0.00106,10.314037,3978,70,1,amazon
2764,Jul 26 2019 19:24:50.503219000 MST,0.001089,10.315126,548,70,0,amazon
2765,Jul 26 2019 19:24:50.503333000 MST,0.000114,10.31524,3978,70,1,amazon
2766,Jul 26 2019 19:24:50.504084000 MST,0.000751,10.315991,3978,70,1,amazon
2767,Jul 26 2019 19:24:50.505182000 MST,0.001098,10.317089,3978,70,1,amazon
2768,Jul 26 2019 19:24:50.506219000 MST,0.001037,10.318126,3978,70,1,amazon
2769,Jul 26 2019 19:24:50.507101000 MST,0.000882,10.319008,3978,70,1,amazon
2770,Jul 26 2019 19:24:50.508164000 MST,0.001063,10.320071,3978,70,1,amazon
2771,Jul 26 2019 19:24:50.509052000 MST,0.000888,10.320959,3978,70,1,amazon
2772,Jul 26 2019 19:24:50.510115000 MST,0.001063,10.322022,3978,70,1,amazon
2773,Jul 26 2019 19:24:50.511182000 MST,0.001067,10.323089,3978,70,1,amazon
2774,Jul 26 2019 19:24:50.512199000 MST,0.001017,10.324106,1635,70,0,amazon
2775,Jul 26 2019 19:24:50.512233000 MST,3.40E-05,10.32414,3978,70,1,amazon
2776,Jul 26 2019 19:24:50.513122000 MST,0.000889,10.325029,3978,70,1,amazon
2777,Jul 26 2019 19:24:50.514212000 MST,0.00109,10.326119,3978,70,1,amazon
2778,Jul 26 2019 19:24:50.515138000 MST,0.000926,10.327045,3557,70,1,amazon
2779,Jul 26 2019 19:24:50.516151000 MST,0.001013,10.328058,3978,70,1,amazon
2780,Jul 26 2019 19:24:50.517215000 MST,0.001064,10.329122,3978,70,1,amazon
2781,Jul 26 2019 19:24:50.518103000 MST,0.000888,10.33001,3978,70,1,amazon
2782,Jul 26 2019 19:24:50.519165000 MST,0.001062,10.331072,3978,70,1,amazon
2783,Jul 26 2019 19:24:50.520055000 MST,0.00089,10.331962,3978,70,1,amazon
2784,Jul 26 2019 19:24:50.521254000 MST,0.001199,10.333161,1635,70,0,amazon
2785,Jul 26 2019 19:24:50.521293000 MST,3.90E-05,10.3332,3978,70,1,amazon
2786,Jul 26 2019 19:24:50.522174000 MST,0.000881,10.334081,208,70,0,amazon
2787,Jul 26 2019 19:24:50.522207000 MST,3.30E-05,10.334114,3978,70,1,amazon
2788,Jul 26 2019 19:24:50.523075000 MST,0.000868,10.334982,3978,70,1,amazon
2789,Jul 26 2019 19:24:50.524143000 MST,0.001068,10.33605,3978,70,1,amazon
2790,Jul 26 2019 19:24:50.525242000 MST,0.001099,10.337149,3978,70,1,amazon
2791,Jul 26 2019 19:24:50.526091000 MST,0.000849,10.337998,3978,70,1,amazon
2792,Jul 26 2019 19:24:50.527154000 MST,0.001063,10.339061,3978,70,1,amazon
2793,Jul 26 2019 19:24:50.528217000 MST,0.001063,10.340124,3978,70,1,amazon
2794,Jul 26 2019 19:24:50.529118000 MST,0.000901,10.341025,3978,70,1,amazon
2795,Jul 26 2019 19:24:50.530175000 MST,0.001057,10.342082,3978,70,1,amazon
2796,Jul 26 2019 19:24:50.531039000 MST,0.000864,10.342946,112,70,0,amazon
2797,Jul 26 2019 19:24:50.531076000 MST,3.70E-05,10.342983,3978,70,1,amazon
2798,Jul 26 2019 19:24:50.532119000 MST,0.001043,10.344026,3978,70,1,amazon
2799,Jul 26 2019 19:24:50.533192000 MST,0.001073,10.345099,3978,70,1,amazon
2800,Jul 26 2019 19:24:50.534079000 MST,0.000887,10.345986,3978,70,1,amazon
2801,Jul 26 2019 19:24:50.535185000 MST,0.001106,10.347092,3557,70,1,amazon
2802,Jul 26 2019 19:24:50.536200000 MST,0.001015,10.348107,3978,70,1,amazon
2803,Jul 26 2019 19:24:50.537087000 MST,0.000887,10.348994,3978,70,1,amazon
2804,Jul 26 2019 19:24:50.538150000 MST,0.001063,10.350057,3978,70,1,amazon
2805,Jul 26 2019 19:24:50.539220000 MST,0.00107,10.351127,3978,70,1,amazon
2806,Jul 26 2019 19:24:50.540116000 MST,0.000896,10.352023,404,70,0,amazon
2807,Jul 26 2019 19:24:50.540158000 MST,4.20E-05,10.352065,3978,70,1,amazon
2808,Jul 26 2019 19:24:50.541168000 MST,0.00101,10.353075,3978,70,1,amazon
2809,Jul 26 2019 19:24:50.542056000 MST,0.000888,10.353963,3978,70,1,amazon
2810,Jul 26 2019 19:24:50.543119000 MST,0.001063,10.355026,3978,70,1,amazon
2811,Jul 26 2019 19:24:50.544184000 MST,0.001065,10.356091,3978,70,1,amazon
2812,Jul 26 2019 19:24:50.545102000 MST,0.000918,10.357009,3978,70,1,amazon
2813,Jul 26 2019 19:24:50.546139000 MST,0.001037,10.358046,3978,70,1,amazon
2814,Jul 26 2019 19:24:50.547199000 MST,0.00106,10.359106,3978,70,1,amazon
2815,Jul 26 2019 19:24:50.548097000 MST,0.000898,10.360004,3978,70,1,amazon
2816,Jul 26 2019 19:24:50.549189000 MST,0.001092,10.361096,660,70,0,amazon
2817,Jul 26 2019 19:24:50.549231000 MST,4.20E-05,10.361138,3978,70,1,amazon
2818,Jul 26 2019 19:24:50.550224000 MST,0.000993,10.362131,3978,70,1,amazon
2819,Jul 26 2019 19:24:50.551107000 MST,0.000883,10.363014,3978,70,1,amazon
2820,Jul 26 2019 19:24:50.552169000 MST,0.001062,10.364076,3978,70,1,amazon
2821,Jul 26 2019 19:24:50.553057000 MST,0.000888,10.364964,3978,70,1,amazon
2822,Jul 26 2019 19:24:50.554119000 MST,0.001062,10.366026,3978,70,1,amazon
2823,Jul 26 2019 19:24:50.555230000 MST,0.001111,10.367137,3557,70,1,amazon
2824,Jul 26 2019 19:24:50.556071000 MST,0.000841,10.367978,3978,70,1,amazon
2825,Jul 26 2019 19:24:50.557137000 MST,0.001066,10.369044,3978,70,1,amazon
2826,Jul 26 2019 19:24:50.558261000 MST,0.001124,10.370168,886,70,0,amazon
2827,Jul 26 2019 19:24:50.558307000 MST,4.60E-05,10.370214,3978,70,1,amazon
2828,Jul 26 2019 19:24:50.559077000 MST,0.00077,10.370984,3978,70,1,amazon
2829,Jul 26 2019 19:24:50.560119000 MST,0.001042,10.372026,3978,70,1,amazon
2830,Jul 26 2019 19:24:50.561181000 MST,0.001062,10.373088,3978,70,1,amazon
2831,Jul 26 2019 19:24:50.562064000 MST,0.000883,10.373971,3978,70,1,amazon
2832,Jul 26 2019 19:24:50.563132000 MST,0.001068,10.375039,3978,70,1,amazon
2833,Jul 26 2019 19:24:50.564024000 MST,0.000892,10.375931,3978,70,1,amazon
2834,Jul 26 2019 19:24:50.565154000 MST,0.00113,10.377061,3978,70,1,amazon
2835,Jul 26 2019 19:24:50.566272000 MST,0.001118,10.378179,3978,70,1,amazon
2836,Jul 26 2019 19:24:50.567208000 MST,0.000936,10.379115,886,70,0,amazon
2837,Jul 26 2019 19:24:50.567250000 MST,4.20E-05,10.379157,3978,70,1,amazon
2838,Jul 26 2019 19:24:50.568147000 MST,0.000897,10.380054,240,70,0,amazon
2839,Jul 26 2019 19:24:50.569171000 MST,0.001024,10.381078,3978,70,1,amazon
2840,Jul 26 2019 19:24:50.570045000 MST,0.000874,10.381952,3978,70,1,amazon
2841,Jul 26 2019 19:24:50.571122000 MST,0.001077,10.383029,3978,70,1,amazon
2842,Jul 26 2019 19:24:50.572181000 MST,0.001059,10.384088,3978,70,1,amazon
2843,Jul 26 2019 19:24:50.573063000 MST,0.000882,10.38497,3978,70,1,amazon
