frame.number,frame.time,frame.time_delta,frame.cumulative,frame.len,mac-lte.rnti,mac-lte.direction,Application
9439,Jul 26 2019 19:24:57.721107000 MST,2.20E-05,17.533014,3978,70,1,amazon
9440,Jul 26 2019 19:24:57.722196000 MST,0.001089,17.534103,3978,70,1,amazon
9441,Jul 26 2019 19:24:57.723188000 MST,0.000992,17.535095,3978,70,1,amazon
9442,Jul 26 2019 19:24:57.724032000 MST,0.000844,17.535939,3978,70,1,amazon
9443,Jul 26 2019 19:24:57.725155000 MST,0.001123,17.537062,3978,70,1,amazon
9444,Jul 26 2019 19:24:57.726238000 MST,0.001083,17.538145,3978,70,1,amazon
9445,Jul 26 2019 19:24:57.727090000 MST,0.000852,17.538997,3978,70,1,amazon
9446,Jul 26 2019 19:24:57.728274000 MST,0.001184,17.540181,3978,70,1,amazon
9447,Jul 26 2019 19:24:57.729078000 MST,0.000804,17.540985,3978,70,1,amazon
9448,Jul 26 2019 19:24:57.730168000 MST,0.00109,17.542075,982,70,0,amazon
9449,Jul 26 2019 19:24:57.730209000 MST,4.10E-05,17.542116,3978,70,1,amazon
9450,Jul 26 2019 19:24:57.731148000 MST,0.000939,17.543055,268,70,0,amazon
9451,Jul 26 2019 19:24:57.731186000 MST,3.80E-05,17.543093,3978,70,1,amazon
9452,Jul 26 2019 19:24:57.732041000 MST,0.000855,17.543948,3978,70,1,amazon
9453,Jul 26 2019 19:24:57.734221000 MST,0.00218,17.546128,3978,70,1,amazon
9454,Jul 26 2019 19:24:57.735160000 MST,0.000939,17.547067,3557,70,1,amazon
9455,Jul 26 2019 19:24:57.736137000 MST,0.000977,17.548044,3978,70,1,amazon
9456,Jul 26 2019 19:24:57.737063000 MST,0.000926,17.54897,3978,70,1,amazon
9457,Jul 26 2019 19:24:57.739190000 MST,0.002127,17.551097,3978,70,1,amazon
9458,Jul 26 2019 19:24:57.740010000 MST,0.00082,17.551917,112,70,0,amazon
9459,Jul 26 2019 19:24:57.740051000 MST,4.10E-05,17.551958,3978,70,1,amazon
9460,Jul 26 2019 19:24:57.741090000 MST,0.001039,17.552997,3978,70,1,amazon
9461,Jul 26 2019 19:24:57.742171000 MST,0.001081,17.554078,3978,70,1,amazon
9462,Jul 26 2019 19:24:57.743042000 MST,0.000871,17.554949,3978,70,1,amazon
9463,Jul 26 2019 19:24:57.744107000 MST,0.001065,17.556014,3978,70,1,amazon
9464,Jul 26 2019 19:24:57.745212000 MST,0.001105,17.557119,3978,70,1,amazon
9465,Jul 26 2019 19:24:57.746064000 MST,0.000852,17.557971,3978,70,1,amazon
9466,Jul 26 2019 19:24:57.747130000 MST,0.001066,17.559037,3978,70,1,amazon
9467,Jul 26 2019 19:24:57.749162000 MST,0.002032,17.561069,404,70,0,amazon
9468,Jul 26 2019 19:24:57.749278000 MST,0.000116,17.561185,3978,70,1,amazon
9469,Jul 26 2019 19:24:57.750156000 MST,0.000878,17.562063,3978,70,1,amazon
9470,Jul 26 2019 19:24:57.751028000 MST,0.000872,17.562935,3978,70,1,amazon
9471,Jul 26 2019 19:24:57.752092000 MST,0.001064,17.563999,3978,70,1,amazon
9472,Jul 26 2019 19:24:57.754044000 MST,0.001952,17.565951,3978,70,1,amazon
9473,Jul 26 2019 19:24:57.755249000 MST,0.001205,17.567156,3557,70,1,amazon
9474,Jul 26 2019 19:24:57.756157000 MST,0.000908,17.568064,3978,70,1,amazon
9475,Jul 26 2019 19:24:57.757082000 MST,0.000925,17.568989,3978,70,1,amazon
9476,Jul 26 2019 19:24:57.758191000 MST,0.001109,17.570098,660,70,0,amazon
9477,Jul 26 2019 19:24:57.759014000 MST,0.000823,17.570921,3978,70,1,amazon
9478,Jul 26 2019 19:24:57.760090000 MST,0.001076,17.571997,3978,70,1,amazon
9479,Jul 26 2019 19:24:57.761178000 MST,0.001088,17.573085,3978,70,1,amazon
9480,Jul 26 2019 19:24:57.762064000 MST,0.000886,17.573971,3978,70,1,amazon
9481,Jul 26 2019 19:24:57.763129000 MST,0.001065,17.575036,3978,70,1,amazon
9482,Jul 26 2019 19:24:57.764169000 MST,0.00104,17.576076,3978,70,1,amazon
9483,Jul 26 2019 19:24:57.765110000 MST,0.000941,17.577017,3978,70,1,amazon
9484,Jul 26 2019 19:24:57.766145000 MST,0.001035,17.578052,3978,70,1,amazon
9485,Jul 26 2019 19:24:57.767264000 MST,0.001119,17.579171,982,70,0,amazon
9486,Jul 26 2019 19:24:57.767300000 MST,3.60E-05,17.579207,3978,70,1,amazon
9487,Jul 26 2019 19:24:57.769125000 MST,0.001825,17.581032,3978,70,1,amazon
9488,Jul 26 2019 19:24:57.770014000 MST,0.000889,17.581921,3978,70,1,amazon
9489,Jul 26 2019 19:24:57.771077000 MST,0.001063,17.582984,3978,70,1,amazon
9490,Jul 26 2019 19:24:57.772146000 MST,0.001069,17.584053,3978,70,1,amazon
9491,Jul 26 2019 19:24:57.774131000 MST,0.001985,17.586038,3978,70,1,amazon
9492,Jul 26 2019 19:24:57.775283000 MST,0.001152,17.58719,3557,70,1,amazon
9493,Jul 26 2019 19:24:57.776150000 MST,0.000867,17.588057,982,70,0,amazon
9494,Jul 26 2019 19:24:57.776197000 MST,4.70E-05,17.588104,3978,70,1,amazon
9495,Jul 26 2019 19:24:57.777087000 MST,0.00089,17.588994,300,70,0,amazon
9496,Jul 26 2019 19:24:57.777114000 MST,2.70E-05,17.589021,3978,70,1,amazon
9497,Jul 26 2019 19:24:57.779063000 MST,0.001949,17.59097,3978,70,1,amazon
9498,Jul 26 2019 19:24:57.780129000 MST,0.001066,17.592036,3978,70,1,amazon
9499,Jul 26 2019 19:24:57.781015000 MST,0.000886,17.592922,3978,70,1,amazon
9500,Jul 26 2019 19:24:57.782077000 MST,0.001062,17.593984,3978,70,1,amazon
9501,Jul 26 2019 19:24:57.783141000 MST,0.001064,17.595048,3978,70,1,amazon
9502,Jul 26 2019 19:24:57.784027000 MST,0.000886,17.595934,3978,70,1,amazon
9503,Jul 26 2019 19:24:57.785218000 MST,0.001191,17.597125,1302,70,0,amazon
9504,Jul 26 2019 19:24:57.785274000 MST,5.60E-05,17.597181,3978,70,1,amazon
9505,Jul 26 2019 19:24:57.786174000 MST,0.0009,17.598081,3978,70,1,amazon
9506,Jul 26 2019 19:24:57.787006000 MST,0.000832,17.598913,3978,70,1,amazon
9507,Jul 26 2019 19:24:57.789177000 MST,0.002171,17.601084,3978,70,1,amazon
9508,Jul 26 2019 19:24:57.790052000 MST,0.000875,17.601959,3978,70,1,amazon
9509,Jul 26 2019 19:24:57.792011000 MST,0.001959,17.603918,3978,70,1,amazon
9510,Jul 26 2019 19:24:57.794202000 MST,0.002191,17.606109,982,70,0,amazon
9511,Jul 26 2019 19:24:57.794270000 MST,6.80E-05,17.606177,1923,70,1,amazon
9512,Jul 26 2019 19:24:57.795389000 MST,0.001119,17.607296,300,70,0,amazon
9513,Jul 26 2019 19:24:57.803069000 MST,0.00768,17.614976,982,70,0,amazon
9514,Jul 26 2019 19:24:57.804130000 MST,0.001061,17.616037,790,70,0,amazon
9515,Jul 26 2019 19:24:57.823079000 MST,0.018949,17.634986,548,70,0,amazon
9516,Jul 26 2019 19:24:57.832206000 MST,0.009127,17.644113,1158,70,0,amazon
9517,Jul 26 2019 19:24:57.832242000 MST,3.60E-05,17.644149,3077,70,1,amazon
9518,Jul 26 2019 19:24:57.834035000 MST,0.001793,17.645942,64,70,1,amazon
9519,Jul 26 2019 19:24:57.841260000 MST,0.007225,17.653167,1446,70,0,amazon
9520,Jul 26 2019 19:24:57.844145000 MST,0.002885,17.656052,660,70,1,amazon
9521,Jul 26 2019 19:24:57.847033000 MST,0.002888,17.65894,1398,70,1,amazon
9522,Jul 26 2019 19:24:57.848089000 MST,0.001056,17.659996,3978,70,1,amazon
9523,Jul 26 2019 19:24:57.849115000 MST,0.001026,17.661022,3978,70,1,amazon
9524,Jul 26 2019 19:24:57.850002000 MST,0.000887,17.661909,3557,70,1,amazon
9525,Jul 26 2019 19:24:57.851082000 MST,0.00108,17.662989,3978,70,1,amazon
9526,Jul 26 2019 19:24:57.852254000 MST,0.001172,17.664161,3978,70,1,amazon
9527,Jul 26 2019 19:24:57.852995000 MST,0.000741,17.664902,3978,70,1,amazon
9528,Jul 26 2019 19:24:57.854112000 MST,0.001117,17.666019,3557,70,1,amazon
9529,Jul 26 2019 19:24:57.855213000 MST,0.001101,17.66712,2976,70,1,amazon
9530,Jul 26 2019 19:24:57.856064000 MST,0.000851,17.667971,3557,70,1,amazon
9531,Jul 26 2019 19:24:57.857145000 MST,0.001081,17.669052,3557,70,1,amazon
9532,Jul 26 2019 19:24:57.858018000 MST,0.000873,17.669925,3557,70,1,amazon
9533,Jul 26 2019 19:24:57.859083000 MST,0.001065,17.67099,3557,70,1,amazon
9534,Jul 26 2019 19:24:57.860129000 MST,0.001046,17.672036,3197,70,1,amazon
9535,Jul 26 2019 19:24:57.861048000 MST,0.000919,17.672955,3557,70,1,amazon
9536,Jul 26 2019 19:24:57.862114000 MST,0.001066,17.674021,3557,70,1,amazon
9537,Jul 26 2019 19:24:57.863184000 MST,0.00107,17.675091,548,70,0,amazon
9538,Jul 26 2019 19:24:57.863217000 MST,3.30E-05,17.675124,3557,70,1,amazon
9539,Jul 26 2019 19:24:57.864044000 MST,0.000827,17.675951,3557,70,1,amazon
9540,Jul 26 2019 19:24:57.865148000 MST,0.001104,17.677055,3437,70,1,amazon
9541,Jul 26 2019 19:24:57.866178000 MST,0.00103,17.678085,2400,70,1,amazon
9542,Jul 26 2019 19:24:57.867065000 MST,0.000887,17.678972,1350,70,1,amazon
9543,Jul 26 2019 19:24:57.868129000 MST,0.001064,17.680036,1014,70,1,amazon
9544,Jul 26 2019 19:24:57.876134000 MST,0.008005,17.688041,660,70,1,amazon
9545,Jul 26 2019 19:24:57.883078000 MST,0.006944,17.694985,548,70,0,amazon
9546,Jul 26 2019 19:24:57.892103000 MST,0.009025,17.70401,500,70,0,amazon
9547,Jul 26 2019 19:24:57.897067000 MST,0.004964,17.708974,1398,70,1,amazon
9548,Jul 26 2019 19:24:57.898087000 MST,0.00102,17.709994,3978,70,1,amazon
9549,Jul 26 2019 19:24:57.899151000 MST,0.001064,17.711058,3978,70,1,amazon
9550,Jul 26 2019 19:24:57.900038000 MST,0.000887,17.711945,3557,70,1,amazon
9551,Jul 26 2019 19:24:57.901172000 MST,0.001134,17.713079,732,70,0,amazon
9552,Jul 26 2019 19:24:57.901245000 MST,7.30E-05,17.713152,3978,70,1,amazon
9553,Jul 26 2019 19:24:57.901990000 MST,0.000745,17.713897,3978,70,1,amazon
9554,Jul 26 2019 19:24:57.903055000 MST,0.001065,17.714962,3557,70,1,amazon
9555,Jul 26 2019 19:24:57.904102000 MST,0.001047,17.716009,3978,70,1,amazon
9556,Jul 26 2019 19:24:57.905069000 MST,0.000967,17.716976,3837,70,1,amazon
9557,Jul 26 2019 19:24:57.906101000 MST,0.001032,17.718008,2784,70,1,amazon
9558,Jul 26 2019 19:24:57.907164000 MST,0.001063,17.719071,2784,70,1,amazon
9559,Jul 26 2019 19:24:57.908053000 MST,0.000889,17.71996,2784,70,1,amazon
9560,Jul 26 2019 19:24:57.909122000 MST,0.001069,17.721029,2784,70,1,amazon
9561,Jul 26 2019 19:24:57.910180000 MST,0.001058,17.722087,3557,70,1,amazon
9562,Jul 26 2019 19:24:57.911068000 MST,0.000888,17.722975,3978,70,1,amazon
9563,Jul 26 2019 19:24:57.912139000 MST,0.001071,17.724046,3978,70,1,amazon
9564,Jul 26 2019 19:24:57.914090000 MST,0.001951,17.725997,3978,70,1,amazon
9565,Jul 26 2019 19:24:57.915184000 MST,0.001094,17.727091,3317,70,1,amazon
9566,Jul 26 2019 19:24:57.916039000 MST,0.000855,17.727946,3978,70,1,amazon
9567,Jul 26 2019 19:24:57.917100000 MST,0.001061,17.729007,3978,70,1,amazon
9568,Jul 26 2019 19:24:57.918165000 MST,0.001065,17.730072,3978,70,1,amazon
9569,Jul 26 2019 19:24:57.919055000 MST,0.00089,17.730962,3978,70,1,amazon
9570,Jul 26 2019 19:24:57.920132000 MST,0.001077,17.732039,3557,70,1,amazon
9571,Jul 26 2019 19:24:57.921229000 MST,0.001097,17.733136,3978,70,1,amazon
9572,Jul 26 2019 19:24:57.922067000 MST,0.000838,17.733974,3978,70,1,amazon
9573,Jul 26 2019 19:24:57.923195000 MST,0.001128,17.735102,548,70,0,amazon
9574,Jul 26 2019 19:24:57.923260000 MST,6.50E-05,17.735167,3978,70,1,amazon
9575,Jul 26 2019 19:24:57.924028000 MST,0.000768,17.735935,3978,70,1,amazon
9576,Jul 26 2019 19:24:57.925137000 MST,0.001109,17.737044,3837,70,1,amazon
9577,Jul 26 2019 19:24:57.926187000 MST,0.00105,17.738094,3978,70,1,amazon
9578,Jul 26 2019 19:24:57.927059000 MST,0.000872,17.738966,3978,70,1,amazon
9579,Jul 26 2019 19:24:57.928123000 MST,0.001064,17.74003,3978,70,1,amazon
9580,Jul 26 2019 19:24:57.929171000 MST,0.001048,17.741078,3978,70,1,amazon
9581,Jul 26 2019 19:24:57.930091000 MST,0.00092,17.741998,3557,70,1,amazon
9582,Jul 26 2019 19:24:57.931121000 MST,0.00103,17.743028,3978,70,1,amazon
9583,Jul 26 2019 19:24:57.932200000 MST,0.001079,17.744107,3978,70,1,amazon
9584,Jul 26 2019 19:24:57.934135000 MST,0.001935,17.746042,3978,70,1,amazon
9585,Jul 26 2019 19:24:57.935055000 MST,0.00092,17.746962,3557,70,1,amazon
9586,Jul 26 2019 19:24:57.936092000 MST,0.001037,17.747999,3978,70,1,amazon
9587,Jul 26 2019 19:24:57.937183000 MST,0.001091,17.74909,3978,70,1,amazon
9588,Jul 26 2019 19:24:57.938104000 MST,0.000921,17.750011,3978,70,1,amazon
9589,Jul 26 2019 19:24:57.939104000 MST,0.001,17.751011,3978,70,1,amazon
9590,Jul 26 2019 19:24:57.940163000 MST,0.001059,17.75207,3978,70,1,amazon
9591,Jul 26 2019 19:24:57.941112000 MST,0.000949,17.753019,3978,70,1,amazon
9592,Jul 26 2019 19:24:57.942152000 MST,0.00104,17.754059,3978,70,1,amazon
9593,Jul 26 2019 19:24:57.943268000 MST,0.001116,17.755175,548,70,0,amazon
9594,Jul 26 2019 19:24:57.943287000 MST,1.90E-05,17.755194,3978,70,1,amazon
9595,Jul 26 2019 19:24:57.944093000 MST,0.000806,17.756,3978,70,1,amazon
9596,Jul 26 2019 19:24:57.945167000 MST,0.001074,17.757074,3978,70,1,amazon
9597,Jul 26 2019 19:24:57.946026000 MST,0.000859,17.757933,3978,70,1,amazon
9598,Jul 26 2019 19:24:57.947114000 MST,0.001088,17.759021,3978,70,1,amazon
9599,Jul 26 2019 19:24:57.949057000 MST,0.001943,17.760964,3978,70,1,amazon
9600,Jul 26 2019 19:24:57.950103000 MST,0.001046,17.76201,3978,70,1,amazon
9601,Jul 26 2019 19:24:57.951170000 MST,0.001067,17.763077,3978,70,1,amazon
9602,Jul 26 2019 19:24:57.952157000 MST,0.000987,17.764064,1707,70,0,amazon
9603,Jul 26 2019 19:24:57.952201000 MST,4.40E-05,17.764108,3978,70,1,amazon
9604,Jul 26 2019 19:24:57.953454000 MST,0.001253,17.765361,140,70,0,amazon
9605,Jul 26 2019 19:24:57.954215000 MST,0.000761,17.766122,3978,70,1,amazon
9606,Jul 26 2019 19:24:57.955120000 MST,0.000905,17.767027,3557,70,1,amazon
9607,Jul 26 2019 19:24:57.956118000 MST,0.000998,17.768025,3978,70,1,amazon
9608,Jul 26 2019 19:24:57.957012000 MST,0.000894,17.768919,3978,70,1,amazon
9609,Jul 26 2019 19:24:57.959162000 MST,0.00215,17.771069,3978,70,1,amazon
9610,Jul 26 2019 19:24:57.960067000 MST,0.000905,17.771974,3978,70,1,amazon
9611,Jul 26 2019 19:24:57.961309000 MST,0.001242,17.773216,1707,70,0,amazon
9612,Jul 26 2019 19:24:57.961335000 MST,2.60E-05,17.773242,3978,70,1,amazon
9613,Jul 26 2019 19:24:57.962216000 MST,0.000881,17.774123,3978,70,1,amazon
9614,Jul 26 2019 19:24:57.962517000 MST,0.000301,17.774424,660,70,0,amazon
9615,Jul 26 2019 19:24:57.963032000 MST,0.000515,17.774939,3978,70,1,amazon
9616,Jul 26 2019 19:24:57.964090000 MST,0.001058,17.775997,3978,70,1,amazon
9617,Jul 26 2019 19:24:57.965211000 MST,0.001121,17.777118,3978,70,1,amazon
9618,Jul 26 2019 19:24:57.966058000 MST,0.000847,17.777965,3978,70,1,amazon
9619,Jul 26 2019 19:24:57.967110000 MST,0.001052,17.779017,3978,70,1,amazon
9620,Jul 26 2019 19:24:57.969089000 MST,0.001979,17.780996,3978,70,1,amazon
9621,Jul 26 2019 19:24:57.970286000 MST,0.001197,17.782193,1707,70,0,amazon
9622,Jul 26 2019 19:24:57.970322000 MST,3.60E-05,17.782229,3978,70,1,amazon
9623,Jul 26 2019 19:24:57.971044000 MST,0.000722,17.782951,3978,70,1,amazon
9624,Jul 26 2019 19:24:57.972103000 MST,0.001059,17.78401,3978,70,1,amazon
9625,Jul 26 2019 19:24:57.974060000 MST,0.001957,17.785967,3978,70,1,amazon
9626,Jul 26 2019 19:24:57.975158000 MST,0.001098,17.787065,3557,70,1,amazon
9627,Jul 26 2019 19:24:57.976184000 MST,0.001026,17.788091,3978,70,1,amazon
9628,Jul 26 2019 19:24:57.977070000 MST,0.000886,17.788977,3978,70,1,amazon
9629,Jul 26 2019 19:24:57.978154000 MST,0.001084,17.790061,3978,70,1,amazon
9630,Jul 26 2019 19:24:57.979004000 MST,0.00085,17.790911,3557,70,1,amazon
9631,Jul 26 2019 19:24:57.980119000 MST,0.001115,17.792026,3978,70,1,amazon
9632,Jul 26 2019 19:24:57.981155000 MST,0.001036,17.793062,3978,70,1,amazon
9633,Jul 26 2019 19:24:57.982037000 MST,0.000882,17.793944,3978,70,1,amazon
9634,Jul 26 2019 19:24:57.983154000 MST,0.001117,17.795061,548,70,0,amazon
9635,Jul 26 2019 19:24:57.984170000 MST,0.001016,17.796077,3978,70,1,amazon
9636,Jul 26 2019 19:24:57.985085000 MST,0.000915,17.796992,3978,70,1,amazon
9637,Jul 26 2019 19:24:57.986119000 MST,0.001034,17.798026,3978,70,1,amazon
9638,Jul 26 2019 19:24:57.987012000 MST,0.000893,17.798919,3978,70,1,amazon
9639,Jul 26 2019 19:24:57.989132000 MST,0.00212,17.801039,3557,70,1,amazon
9640,Jul 26 2019 19:24:57.990021000 MST,0.000889,17.801928,3978,70,1,amazon
9641,Jul 26 2019 19:24:57.991085000 MST,0.001064,17.802992,3978,70,1,amazon
9642,Jul 26 2019 19:24:57.992358000 MST,0.001273,17.804265,1707,70,0,amazon
9643,Jul 26 2019 19:24:57.992381000 MST,2.30E-05,17.804288,3978,70,1,amazon
9644,Jul 26 2019 19:24:57.993619000 MST,0.001238,17.805526,500,70,0,amazon
9645,Jul 26 2019 19:24:57.994139000 MST,0.00052,17.806046,3978,70,1,amazon
9646,Jul 26 2019 19:24:57.995200000 MST,0.001061,17.807107,3557,70,1,amazon
9647,Jul 26 2019 19:24:57.996037000 MST,0.000837,17.807944,3978,70,1,amazon
9648,Jul 26 2019 19:24:57.997151000 MST,0.001114,17.809058,3978,70,1,amazon
9649,Jul 26 2019 19:24:57.999084000 MST,0.001933,17.810991,3978,70,1,amazon
9650,Jul 26 2019 19:24:58.000171000 MST,0.001087,17.812078,3978,70,1,amazon
9651,Jul 26 2019 19:24:58.001192000 MST,0.001021,17.813099,1707,70,0,amazon
9652,Jul 26 2019 19:24:58.001232000 MST,4.00E-05,17.813139,3978,70,1,amazon
9653,Jul 26 2019 19:24:58.002196000 MST,0.000964,17.814103,982,,,amazon
9654,Jul 26 2019 19:24:58.002197000 MST,1.00E-06,17.814104,3978,,,amazon
9655,Jul 26 2019 19:24:58.003128000 MST,0.000931,17.815035,3978,70,1,amazon
9656,Jul 26 2019 19:24:58.004020000 MST,0.000892,17.815927,3978,70,1,amazon
9657,Jul 26 2019 19:24:58.005140000 MST,0.00112,17.817047,3978,70,1,amazon
9658,Jul 26 2019 19:24:58.006178000 MST,0.001038,17.818085,3978,70,1,amazon
9659,Jul 26 2019 19:24:58.007077000 MST,0.000899,17.818984,3978,70,1,amazon
9660,Jul 26 2019 19:24:58.009054000 MST,0.001977,17.820961,3978,70,1,amazon
9661,Jul 26 2019 19:24:58.010077000 MST,0.001023,17.821984,3978,70,1,amazon
9662,Jul 26 2019 19:24:58.011224000 MST,0.001147,17.823131,3978,70,1,amazon
9663,Jul 26 2019 19:24:58.012063000 MST,0.000839,17.82397,3978,70,1,amazon
9664,Jul 26 2019 19:24:58.014157000 MST,0.002094,17.826064,3978,70,1,amazon
9665,Jul 26 2019 19:24:58.015107000 MST,0.00095,17.827014,3557,70,1,amazon
9666,Jul 26 2019 19:24:58.016123000 MST,0.001016,17.82803,3978,70,1,amazon
9667,Jul 26 2019 19:24:58.017166000 MST,0.001043,17.829073,3978,70,1,amazon
9668,Jul 26 2019 19:24:58.019157000 MST,0.001991,17.831064,3978,70,1,amazon
9669,Jul 26 2019 19:24:58.020044000 MST,0.000887,17.831951,3978,70,1,amazon
9670,Jul 26 2019 19:24:58.021107000 MST,0.001063,17.833014,3978,70,1,amazon
9671,Jul 26 2019 19:24:58.022145000 MST,0.001038,17.834052,3978,70,1,amazon
9672,Jul 26 2019 19:24:58.023063000 MST,0.000918,17.83497,548,70,0,amazon
9673,Jul 26 2019 19:24:58.023087000 MST,2.40E-05,17.834994,3978,70,1,amazon
9674,Jul 26 2019 19:24:58.024103000 MST,0.001016,17.83601,3978,70,1,amazon
9675,Jul 26 2019 19:24:58.025194000 MST,0.001091,17.837101,3978,70,1,amazon
9676,Jul 26 2019 19:24:58.026047000 MST,0.000853,17.837954,3978,70,1,amazon
9677,Jul 26 2019 19:24:58.027108000 MST,0.001061,17.839015,3978,70,1,amazon
9678,Jul 26 2019 19:24:58.029055000 MST,0.001947,17.840962,3978,70,1,amazon
9679,Jul 26 2019 19:24:58.030118000 MST,0.001063,17.842025,2067,70,1,amazon
9680,Jul 26 2019 19:24:58.031011000 MST,0.000893,17.842918,56,70,1,amazon
9681,Jul 26 2019 19:24:58.032254000 MST,0.001243,17.844161,1707,70,0,amazon
9682,Jul 26 2019 19:24:58.032286000 MST,3.20E-05,17.844193,1398,70,1,amazon
9683,Jul 26 2019 19:24:58.033384000 MST,0.001098,17.845291,500,70,0,amazon
9684,Jul 26 2019 19:24:58.041440000 MST,0.008056,17.853347,1707,70,0,amazon
9685,Jul 26 2019 19:24:58.041474000 MST,3.40E-05,17.853381,3978,70,1,amazon
9686,Jul 26 2019 19:24:58.042169000 MST,0.000695,17.854076,3978,70,1,amazon
9687,Jul 26 2019 19:24:58.042407000 MST,0.000238,17.854314,982,70,0,amazon
9688,Jul 26 2019 19:24:58.043012000 MST,0.000605,17.854919,3978,70,1,amazon
9689,Jul 26 2019 19:24:58.044079000 MST,0.001067,17.855986,3978,70,1,amazon
9690,Jul 26 2019 19:24:58.045077000 MST,0.000998,17.856984,2496,70,1,amazon
9691,Jul 26 2019 19:24:58.046096000 MST,0.001019,17.858003,3978,70,1,amazon
9692,Jul 26 2019 19:24:58.047169000 MST,0.001073,17.859076,2592,70,1,amazon
9693,Jul 26 2019 19:24:58.048032000 MST,0.000863,17.859939,3978,70,1,amazon
9694,Jul 26 2019 19:24:58.049231000 MST,0.001199,17.861138,1398,70,1,amazon
9695,Jul 26 2019 19:24:58.050315000 MST,0.001084,17.862222,1707,70,0,amazon
9696,Jul 26 2019 19:24:58.050345000 MST,3.00E-05,17.862252,2784,70,1,amazon
9697,Jul 26 2019 19:24:58.052095000 MST,0.00175,17.864002,3978,70,1,amazon
9698,Jul 26 2019 19:24:58.053017000 MST,0.000922,17.864924,3978,70,1,amazon
9699,Jul 26 2019 19:24:58.054052000 MST,0.001035,17.865959,3978,70,1,amazon
9700,Jul 26 2019 19:24:58.055232000 MST,0.00118,17.867139,3557,70,1,amazon
9701,Jul 26 2019 19:24:58.056125000 MST,0.000893,17.868032,3978,70,1,amazon
9702,Jul 26 2019 19:24:58.057141000 MST,0.001016,17.869048,3978,70,1,amazon
9703,Jul 26 2019 19:24:58.058167000 MST,0.001026,17.870074,3978,70,1,amazon
9704,Jul 26 2019 19:24:58.059083000 MST,0.000916,17.87099,3978,70,1,amazon
9705,Jul 26 2019 19:24:58.060107000 MST,0.001024,17.872014,3978,70,1,amazon
9706,Jul 26 2019 19:24:58.063173000 MST,0.003066,17.87508,548,70,0,amazon
9707,Jul 26 2019 19:24:58.063990000 MST,0.000817,17.875897,3978,70,1,amazon
9708,Jul 26 2019 19:24:58.065112000 MST,0.001122,17.877019,3978,70,1,amazon
9709,Jul 26 2019 19:24:58.066148000 MST,0.001036,17.878055,3978,70,1,amazon
9710,Jul 26 2019 19:24:58.069188000 MST,0.00304,17.881095,3978,70,1,amazon
9711,Jul 26 2019 19:24:58.070104000 MST,0.000916,17.882011,3978,70,1,amazon
9712,Jul 26 2019 19:24:58.071112000 MST,0.001008,17.883019,3978,70,1,amazon
9713,Jul 26 2019 19:24:58.072195000 MST,0.001083,17.884102,404,70,0,amazon
9714,Jul 26 2019 19:24:58.072232000 MST,3.70E-05,17.884139,3978,70,1,amazon
9715,Jul 26 2019 19:24:58.074165000 MST,0.001933,17.886072,3978,70,1,amazon
9716,Jul 26 2019 19:24:58.075101000 MST,0.000936,17.887008,3557,70,1,amazon
9717,Jul 26 2019 19:24:58.076116000 MST,0.001015,17.888023,3978,70,1,amazon
9718,Jul 26 2019 19:24:58.077180000 MST,0.001064,17.889087,3978,70,1,amazon
9719,Jul 26 2019 19:24:58.080226000 MST,0.003046,17.892133,3978,70,1,amazon
9720,Jul 26 2019 19:24:58.081195000 MST,0.000969,17.893102,660,70,0,amazon
9721,Jul 26 2019 19:24:58.081217000 MST,2.20E-05,17.893124,3978,70,1,amazon
9722,Jul 26 2019 19:24:58.082113000 MST,0.000896,17.89402,3978,70,1,amazon
9723,Jul 26 2019 19:24:58.083176000 MST,0.001063,17.895083,3978,70,1,amazon
9724,Jul 26 2019 19:24:58.084123000 MST,0.000947,17.89603,3978,70,1,amazon
9725,Jul 26 2019 19:24:58.085192000 MST,0.001069,17.897099,2784,70,1,amazon
9726,Jul 26 2019 19:24:58.090220000 MST,0.005028,17.902127,918,70,0,amazon
9727,Jul 26 2019 19:24:58.090243000 MST,2.30E-05,17.90215,3978,70,1,amazon
9728,Jul 26 2019 19:24:58.092048000 MST,0.001805,17.903955,3978,70,1,amazon
9729,Jul 26 2019 19:24:58.093237000 MST,0.001189,17.905144,3978,70,1,amazon
9730,Jul 26 2019 19:24:58.094151000 MST,0.000914,17.906058,3978,70,1,amazon
9731,Jul 26 2019 19:24:58.095164000 MST,0.001013,17.907071,2496,70,1,amazon
9732,Jul 26 2019 19:24:58.096099000 MST,0.000935,17.908006,2784,70,1,amazon
9733,Jul 26 2019 19:24:58.097041000 MST,0.000942,17.908948,2784,70,1,amazon
9734,Jul 26 2019 19:24:58.098108000 MST,0.001067,17.910015,2784,70,1,amazon
9735,Jul 26 2019 19:24:58.099186000 MST,0.001078,17.911093,300,70,0,amazon
9736,Jul 26 2019 19:24:58.099226000 MST,4.00E-05,17.911133,3978,70,1,amazon
9737,Jul 26 2019 19:24:58.100034000 MST,0.000808,17.911941,2592,70,1,amazon
9738,Jul 26 2019 19:24:58.101108000 MST,0.001074,17.913015,2784,70,1,amazon
9739,Jul 26 2019 19:24:58.102234000 MST,0.001126,17.914141,3978,70,1,amazon
9740,Jul 26 2019 19:24:58.103119000 MST,0.000885,17.915026,2784,70,1,amazon
